%Atmospheric Pressure [Pa],Atmospheric Temperature [K],Airspeed Differential Pressure [Pa],Aux Differential Pressure [Pa],ELD Probe X axis [mm],ELD Probe Y axis [mm],Voltage [V]
83372.319,301.417,1.325,1.120,-143.624,-100.657,0.500
83380.382,301.417,1.325,0.960,-143.624,-100.636,0.500
83376.351,301.415,1.246,0.960,-143.640,-100.646,0.500
83372.319,301.420,1.325,0.960,-143.624,-100.646,0.500
83372.319,301.420,1.088,0.960,-143.624,-100.646,0.500
83376.351,301.417,1.404,1.120,-143.640,-100.646,0.500
83372.319,301.419,1.325,0.960,-143.640,-100.646,0.500
83368.288,301.415,1.246,0.960,-143.640,-100.657,0.500
83372.319,301.419,1.404,0.960,-143.657,-100.657,0.500
83368.288,301.417,1.325,1.120,-143.624,-100.626,0.500
83368.288,301.415,1.404,0.960,-143.608,-100.657,0.500
83364.256,301.419,1.404,1.120,-143.624,-100.636,0.500
83364.256,301.415,1.325,1.280,-143.624,-100.646,0.500
83364.256,301.419,1.325,0.960,-143.640,-100.646,0.500
83356.194,301.417,1.325,1.120,-143.640,-100.646,0.500
83368.288,301.417,1.483,1.120,-143.608,-100.657,0.500
83368.288,301.417,1.404,1.280,-143.640,-100.636,0.500
83364.256,301.417,1.404,1.120,-143.640,-100.646,0.500
83368.288,301.419,1.483,1.600,-143.608,-100.646,0.500
83364.256,301.415,1.483,1.440,-143.640,-100.636,0.500
83360.225,301.415,1.404,1.280,-143.640,-100.626,0.500
83364.256,301.417,1.404,1.600,-143.624,-100.657,0.500
83356.194,301.415,1.404,1.600,-143.657,-100.636,0.500
83368.288,301.415,1.404,1.440,-143.624,-100.646,0.500
83364.256,301.415,1.404,1.280,-143.624,-100.657,0.500
83364.256,301.417,1.483,1.600,-143.640,-100.657,0.500
83364.256,301.417,1.483,1.760,-143.640,-100.657,0.500
83364.256,301.417,1.325,1.600,-143.657,-100.636,0.500
83364.256,301.415,1.325,1.440,-143.640,-100.646,0.500
83364.256,301.415,1.404,1.600,-143.624,-100.657,0.500
83372.319,301.419,1.404,1.440,-143.657,-100.626,0.500
83360.225,301.415,1.404,1.600,-143.657,-100.636,0.500
83364.256,301.415,1.404,1.440,-143.608,-100.646,0.500
83364.256,301.417,1.325,1.280,-143.657,-100.636,0.500
83368.288,301.417,1.325,1.440,-143.608,-100.646,0.500
83372.319,301.419,1.325,1.600,-143.624,-100.626,0.500
83368.288,301.415,1.246,1.440,-143.640,-100.646,0.500
83372.319,301.417,1.246,1.600,-143.624,-100.636,0.500
83372.319,301.419,1.404,1.120,-143.608,-100.626,0.500
83372.319,301.417,1.246,1.280,-143.640,-100.626,0.500
83376.351,301.417,1.325,1.120,-143.624,-100.646,0.500
83376.351,301.417,1.246,1.440,-143.640,-100.646,0.500
83380.382,301.417,1.325,1.440,-143.640,-100.646,0.500
83380.382,301.419,1.246,1.280,-143.608,-100.636,0.500
83376.351,301.419,1.088,1.120,-143.624,-100.636,0.500
83376.351,301.414,1.167,1.120,-143.640,-100.646,0.500
83380.382,301.415,1.325,1.120,-143.624,-100.626,0.500
83380.382,301.417,1.246,1.120,-143.657,-100.657,0.500
83384.413,301.419,1.325,0.800,-143.624,-100.646,0.500
83380.382,301.419,1.325,1.120,-143.608,-100.626,0.500
83380.382,301.417,1.325,0.800,-143.624,-100.646,0.500
83380.382,301.417,1.325,0.640,-143.608,-100.626,0.500
83376.351,301.415,1.404,0.960,-143.640,-100.657,0.500
83376.351,301.417,1.404,0.800,-143.673,-100.657,0.500
83376.351,301.414,1.404,0.640,-143.640,-100.636,0.500
83380.382,301.415,1.404,1.280,-143.624,-100.636,0.500
83380.382,301.415,1.404,0.800,-143.657,-100.626,0.500
83384.413,301.415,1.483,0.960,-143.624,-100.646,0.500
83380.382,301.417,1.404,0.800,-143.624,-100.657,0.500
83372.319,301.414,1.483,0.800,-143.657,-100.646,0.500
83372.319,301.414,1.404,1.120,-143.657,-100.646,0.500
83376.351,301.419,1.483,0.960,-143.640,-100.646,0.500
83376.351,301.415,1.562,0.800,-143.624,-100.636,0.500
83376.351,301.415,1.641,0.800,-143.640,-100.646,0.500
83372.319,301.412,1.483,1.120,-143.608,-100.646,0.500
83372.319,301.417,1.404,0.800,-143.624,-100.657,0.500
83372.319,301.417,1.641,0.960,-143.624,-100.626,0.500
83372.319,301.417,1.325,0.960,-143.608,-100.626,0.500
83372.319,301.417,1.404,0.960,-143.624,-100.646,0.500
83364.256,301.417,1.562,1.280,-143.624,-100.626,0.500
83364.256,301.414,1.483,1.280,-143.657,-100.626,0.500
83368.288,301.414,1.483,1.280,-143.657,-100.626,0.500
83364.256,301.415,1.325,1.280,-143.624,-100.636,0.500
83364.256,301.415,1.325,1.440,-143.640,-100.626,0.500
83368.288,301.412,1.483,1.280,-143.608,-100.646,0.500
83368.288,301.414,1.404,1.280,-143.591,-100.626,0.500
83372.319,301.414,1.404,1.440,-143.624,-100.646,0.500
83368.288,301.415,1.483,1.440,-143.640,-100.646,0.500
83364.256,301.414,1.404,1.600,-143.624,-100.646,0.500
83372.319,301.412,1.404,1.280,-143.624,-100.646,0.500
83368.288,301.414,1.325,1.280,-143.657,-100.636,0.500
83364.256,301.414,1.325,1.280,-143.640,-100.646,0.500
83368.288,301.412,1.246,1.280,-143.608,-100.646,0.500
83372.319,301.410,1.325,1.280,-143.624,-100.626,0.500
83376.351,301.414,1.325,1.600,-143.640,-100.646,0.500
83368.288,301.414,1.246,1.440,-143.640,-100.657,0.500
83368.288,301.415,1.167,1.120,-143.624,-100.646,0.500
83372.319,301.415,1.246,1.600,-143.624,-100.646,0.500
83372.319,301.414,1.246,0.960,-143.640,-100.636,0.500
83376.351,301.415,1.167,1.120,-143.640,-100.657,0.500
83376.351,301.417,1.246,1.280,-143.608,-100.646,0.500
83372.319,301.415,1.246,1.120,-143.640,-100.636,0.500
83372.319,301.417,1.246,1.280,-143.640,-100.636,0.500
83384.413,301.419,1.325,1.440,-143.624,-100.657,0.500
83380.382,301.417,1.325,1.120,-143.624,-100.626,0.500
83372.319,301.417,1.325,0.960,-143.640,-100.646,0.500
83380.382,301.415,1.404,1.120,-143.640,-100.646,0.500
83376.351,301.417,1.167,1.280,-143.624,-100.657,0.500
83380.382,301.415,1.246,0.960,-143.624,-100.646,0.500
83380.382,301.417,1.246,0.960,-143.657,-100.636,0.500
83380.382,301.417,1.404,0.800,-143.624,-100.636,0.500
83376.351,301.415,1.325,0.800,-143.640,-100.667,0.500
83380.382,301.419,1.404,1.120,-143.657,-100.626,0.500
83372.319,301.419,1.325,0.800,-143.624,-100.657,0.500
83380.382,301.417,1.404,0.800,-143.624,-100.636,0.500
83376.351,301.417,1.325,0.800,-143.640,-100.646,0.500
83372.319,301.415,1.325,0.800,-143.640,-100.636,0.500
83372.319,301.420,1.325,0.800,-143.673,-100.657,0.500
83376.351,301.417,1.404,0.960,-143.608,-100.657,0.500
83376.351,301.415,1.404,0.960,-143.624,-100.667,0.500
83376.351,301.414,1.404,0.960,-143.640,-100.636,0.500
83376.351,301.417,1.483,0.960,-143.657,-100.646,0.500
83380.382,301.417,1.404,0.800,-143.624,-100.657,0.500
83376.351,301.419,1.404,0.960,-143.640,-100.626,0.500
83372.319,301.415,1.404,0.800,-143.608,-100.646,0.500
83372.319,301.414,1.483,0.800,-143.608,-100.636,0.500
83368.288,301.415,1.325,1.120,-143.624,-100.646,0.500
83364.256,301.415,1.404,1.280,-143.640,-100.646,0.500
83376.351,301.417,1.483,1.120,-143.640,-100.636,0.500
83372.319,301.417,1.246,1.280,-143.640,-100.636,0.500
83372.319,301.415,1.404,1.280,-143.657,-100.646,0.500
83368.288,301.419,1.404,1.440,-143.640,-100.636,0.500
83372.319,301.415,1.325,1.440,-143.657,-100.646,0.500
83364.256,301.414,1.483,1.440,-143.657,-100.626,0.500
83364.256,301.417,1.404,1.280,-143.640,-100.626,0.500
83372.319,301.422,1.483,1.440,-143.657,-100.636,0.500
83372.319,301.415,1.325,1.600,-143.640,-100.636,0.500
83372.319,301.420,1.325,1.600,-143.624,-100.657,0.500
83364.256,301.420,1.325,1.280,-143.624,-100.626,0.500
83372.319,301.420,1.404,1.440,-143.640,-100.626,0.500
83376.351,301.419,1.404,1.600,-143.657,-100.646,0.500
83376.351,301.417,1.325,1.440,-143.624,-100.636,0.500
83368.288,301.420,1.325,1.280,-143.640,-100.626,0.500
83372.319,301.419,1.404,1.440,-143.624,-100.646,0.500
83368.288,301.420,1.404,1.440,-143.640,-100.646,0.500
83372.319,301.419,1.246,1.280,-143.640,-100.657,0.500
83376.351,301.420,1.325,1.280,-143.624,-100.636,0.500
83376.351,301.417,1.325,1.120,-143.640,-100.626,0.500
83376.351,301.417,1.404,1.280,-143.624,-100.626,0.500
83376.351,301.419,1.325,1.280,-143.624,-100.646,0.500
83372.319,301.423,1.404,1.280,-143.640,-100.646,0.500
83376.351,301.419,1.404,1.440,-143.624,-100.646,0.500
83376.351,301.419,1.325,1.120,-143.624,-100.646,0.500
83380.382,301.417,1.325,1.120,-143.624,-100.636,0.500
83372.319,301.419,1.404,0.960,-143.640,-100.636,0.500
83372.319,301.415,1.404,0.960,-143.608,-100.626,0.500
83376.351,301.419,1.404,0.960,-143.624,-100.657,0.500
83368.288,301.415,1.404,0.800,-143.624,-100.646,0.500
83368.288,301.417,1.404,1.120,-143.640,-100.646,0.500
83376.351,301.415,1.325,0.960,-143.608,-100.616,0.500
83376.351,301.415,1.325,0.960,-143.624,-100.636,0.500
83376.351,301.414,1.404,0.800,-143.640,-100.636,0.500
83372.319,301.415,1.325,0.640,-143.624,-100.636,0.500
83380.382,301.415,1.562,0.800,-143.640,-100.646,0.500
83376.351,301.419,1.562,0.800,-143.624,-100.646,0.500
83372.319,301.419,1.404,0.640,-143.657,-100.646,0.500
83376.351,301.415,1.641,0.800,-143.640,-100.646,0.500
83376.351,301.415,1.483,0.800,-143.640,-100.636,0.500
83380.382,301.415,1.562,0.800,-143.640,-100.646,0.500
83376.351,301.415,1.562,0.800,-143.624,-100.636,0.500
83376.351,301.417,1.404,0.640,-143.657,-100.646,0.500
83376.351,301.417,1.483,0.800,-143.640,-100.646,0.500
83380.382,301.415,1.562,0.800,-143.624,-100.636,0.500
83376.351,301.415,1.562,1.120,-143.624,-100.657,0.500
83376.351,301.415,1.562,0.800,-143.624,-100.636,0.500
83372.319,301.415,1.483,0.800,-143.624,-100.646,0.500
83380.382,301.417,1.404,0.640,-143.640,-100.657,0.500
83372.319,301.412,1.404,0.640,-143.608,-100.636,0.500
83372.319,301.414,1.404,0.960,-143.657,-100.646,0.500
83364.256,301.415,1.483,0.960,-143.640,-100.646,0.500
83376.351,301.414,1.562,0.960,-143.640,-100.636,0.500
83372.319,301.415,1.483,0.960,-143.640,-100.636,0.500
83368.288,301.415,1.483,1.120,-143.657,-100.646,0.500
83368.288,301.415,1.246,0.960,-143.640,-100.657,0.500
83368.288,301.415,1.404,1.120,-143.624,-100.626,0.500
83368.288,301.414,1.483,0.960,-143.640,-100.657,0.500
83376.351,301.412,1.325,0.960,-143.657,-100.636,0.500
83364.256,301.414,1.325,0.960,-143.624,-100.636,0.500
83372.319,301.415,1.246,0.960,-143.640,-100.646,0.500
83376.351,301.415,1.246,1.280,-143.657,-100.626,0.500
83372.319,301.415,1.246,1.280,-143.624,-100.626,0.500
83368.288,301.415,1.325,1.440,-143.657,-100.657,0.500
83364.256,301.412,1.325,0.800,-143.624,-100.646,0.500
83372.319,301.410,1.404,1.280,-143.640,-100.626,0.500
83372.319,301.417,1.246,0.960,-143.624,-100.636,0.500
83376.351,301.414,1.404,1.120,-143.624,-100.626,0.500
83376.351,301.412,1.246,0.800,-143.608,-100.636,0.500
83372.319,301.412,1.325,0.960,-143.624,-100.636,0.500
83368.288,301.414,1.246,1.120,-143.640,-100.646,0.500
83372.319,301.415,1.325,0.960,-143.657,-100.646,0.500
83376.351,301.412,1.404,0.960,-143.624,-100.636,0.500
83372.319,301.410,1.404,0.960,-143.640,-100.636,0.500
83376.351,301.410,1.404,0.640,-143.640,-100.646,0.500
83372.319,301.410,1.404,0.960,-143.608,-100.636,0.500
83376.351,301.410,1.404,0.960,-143.624,-100.646,0.500
83376.351,301.407,1.404,0.640,-143.640,-100.646,0.500
83368.288,301.409,1.404,1.120,-143.624,-100.636,0.500
83380.382,301.407,1.325,0.960,-143.624,-100.626,0.500
83372.319,301.410,1.483,0.960,-143.624,-100.636,0.500
83376.351,301.409,1.325,0.960,-143.640,-100.636,0.500
83372.319,301.409,1.325,0.800,-143.624,-100.626,0.500
83372.319,301.407,1.167,0.800,-143.624,-100.646,0.500
83372.319,301.409,1.325,0.800,-143.624,-100.646,0.500
83372.319,301.410,1.404,0.960,-143.640,-100.646,0.500
83380.382,301.412,1.404,1.120,-143.608,-100.646,0.500
83376.351,301.412,1.246,0.800,-143.640,-100.646,0.500
83380.382,301.412,1.483,0.960,-143.640,-100.636,0.500
83376.351,301.410,1.325,0.800,-143.624,-100.646,0.500
83376.351,301.410,1.325,0.960,-143.624,-100.667,0.500
83368.288,301.412,1.483,0.800,-143.624,-100.636,0.500
83376.351,301.410,1.325,1.120,-143.608,-100.636,0.500
83376.351,301.412,1.483,0.800,-143.640,-100.636,0.500
83376.351,301.412,1.483,0.800,-143.624,-100.636,0.500
83384.413,301.414,1.246,0.960,-143.640,-100.636,0.500
83372.319,301.410,1.325,0.800,-143.624,-100.646,0.500
83368.288,301.412,1.404,0.800,-143.640,-100.646,0.500
83376.351,301.414,1.325,0.960,-143.657,-100.646,0.500
83364.256,301.417,1.404,0.960,-143.640,-100.616,0.500
83368.288,301.412,1.246,0.960,-143.624,-100.636,0.500
83364.256,301.412,1.325,0.640,-143.624,-100.636,0.500
83368.288,301.415,1.404,0.960,-143.640,-100.646,0.500
83380.382,301.414,1.483,0.960,-143.640,-100.646,0.500
83368.288,301.417,1.246,1.120,-143.640,-100.636,0.500
83372.319,301.415,1.325,0.960,-143.608,-100.626,0.500
83368.288,301.417,1.246,1.120,-143.624,-100.657,0.500
83364.256,301.414,1.325,1.120,-143.624,-100.646,0.500
83364.256,301.415,1.325,0.960,-143.657,-100.626,0.500
83364.256,301.414,1.246,0.800,-143.608,-100.626,0.500
83364.256,301.417,1.325,1.120,-143.640,-100.667,0.500
83372.319,301.412,1.325,1.280,-143.624,-100.626,0.500
83368.288,301.417,1.404,1.280,-143.657,-100.646,0.500
83368.288,301.417,1.325,1.120,-143.657,-100.646,0.500
83364.256,301.419,1.325,1.120,-143.640,-100.616,0.500
83368.288,301.419,1.483,1.280,-143.624,-100.657,0.500
83364.256,301.417,1.246,0.960,-143.624,-100.657,0.500
83368.288,301.417,1.404,1.280,-143.624,-100.626,0.500
83364.256,301.419,1.246,1.440,-143.624,-100.646,0.500
83368.288,301.419,1.325,1.120,-143.640,-100.616,0.500
83372.319,301.420,1.404,1.280,-143.657,-100.636,0.500
83376.351,301.422,1.246,1.440,-143.640,-100.646,0.500
83368.288,301.420,1.325,1.120,-143.640,-100.646,0.500
83368.288,301.420,1.325,1.280,-143.657,-100.657,0.500
83372.319,301.422,1.325,1.280,-143.624,-100.626,0.500
83372.319,301.420,1.404,0.800,-143.657,-100.657,0.500
83372.319,301.419,1.483,1.280,-143.624,-100.646,0.500
83372.319,301.420,1.404,0.960,-143.608,-100.626,0.500
83372.319,301.422,1.325,1.120,-143.624,-100.657,0.500
83368.288,301.420,1.483,1.280,-143.657,-100.657,0.500
83368.288,301.419,1.404,1.120,-143.640,-100.626,0.500
83372.319,301.422,1.404,0.960,-143.624,-100.646,0.500
83368.288,301.420,1.404,1.120,-143.640,-100.646,0.500
83376.351,301.420,1.325,0.960,-143.640,-100.636,0.500
83368.288,301.420,1.246,0.480,-143.624,-100.646,0.500
83376.351,301.419,1.325,0.800,-143.640,-100.646,0.500
83376.351,301.419,1.404,0.960,-143.640,-100.646,0.500
83368.288,301.419,1.404,0.800,-143.640,-100.636,0.500
83376.351,301.417,1.246,1.120,-143.640,-100.636,0.500
83376.351,301.420,1.325,0.800,-143.624,-100.667,0.500
83368.288,301.417,1.404,0.800,-143.624,-100.646,0.500
83372.319,301.419,1.246,0.800,-143.640,-100.636,0.500
83368.288,301.415,1.246,0.640,-143.608,-100.646,0.500
83376.351,301.417,1.325,0.800,-143.624,-100.657,0.500
83376.351,301.417,1.562,0.800,-143.624,-100.626,0.500
83372.319,301.414,1.325,1.120,-143.657,-100.636,0.500
83376.351,301.415,1.325,0.800,-143.608,-100.646,0.500
83384.413,301.415,1.404,0.800,-143.624,-100.646,0.500
83376.351,301.415,1.325,0.640,-143.624,-100.646,0.500
83380.382,301.415,1.404,0.640,-143.624,-100.636,0.500
83376.351,301.417,1.404,0.800,-143.624,-100.636,0.500
83380.382,301.412,1.325,0.800,-143.591,-100.636,0.500
83380.382,301.417,1.404,0.640,-143.640,-100.646,0.500
83380.382,301.415,1.404,0.800,-143.624,-100.646,0.500
83380.382,301.417,1.404,0.800,-143.673,-100.646,0.500
83380.382,301.415,1.325,0.480,-143.624,-100.636,0.500
83380.382,301.420,1.246,0.960,-143.608,-100.646,0.500
83380.382,301.417,1.325,0.800,-143.608,-100.646,0.500
83380.382,301.414,1.404,0.960,-143.640,-100.636,0.500
83380.382,301.415,1.246,0.640,-143.657,-100.657,0.500
83380.382,301.414,1.246,0.480,-143.657,-100.626,0.500
83368.288,301.417,1.246,0.800,-143.624,-100.636,0.500
83380.382,301.415,1.246,0.800,-143.640,-100.646,0.500
83372.319,301.419,1.246,1.120,-143.640,-100.646,0.500
83376.351,301.420,1.404,0.640,-143.624,-100.646,0.500
83376.351,301.417,1.404,0.800,-143.624,-100.646,0.500
83372.319,301.415,1.167,0.800,-143.624,-100.636,0.500
83376.351,301.417,1.246,0.800,-143.624,-100.636,0.500
83364.256,301.420,1.404,1.120,-143.608,-100.616,0.500
83368.288,301.419,1.325,0.960,-143.640,-100.636,0.500
83372.319,301.420,1.088,0.960,-143.640,-100.646,0.500
83364.256,301.422,1.325,0.800,-143.657,-100.646,0.500
83364.256,301.423,1.325,1.120,-143.657,-100.657,0.500
83376.351,301.420,1.404,0.800,-143.624,-100.646,0.500
83376.351,301.423,1.325,0.640,-143.624,-100.646,0.500
83364.256,301.420,1.167,0.800,-143.624,-100.646,0.500
83368.288,301.423,1.167,0.800,-143.608,-100.636,0.500
83364.256,301.422,1.246,0.800,-143.608,-100.646,0.500
83360.225,301.422,1.246,0.960,-143.624,-100.636,0.500
83360.225,301.423,1.325,1.120,-143.640,-100.646,0.500
83368.288,301.423,1.246,1.440,-143.608,-100.646,0.500
83376.351,301.423,1.246,0.960,-143.624,-100.657,0.500
83368.288,301.422,1.325,1.120,-143.624,-100.646,0.500
83368.288,301.422,1.325,0.960,-143.640,-100.636,0.500
83368.288,301.422,1.088,1.120,-143.624,-100.636,0.500
83368.288,301.425,1.325,0.800,-143.640,-100.667,0.500
