%Atmospheric Pressure [Pa],Atmospheric Temperature [K],Airspeed Differential Pressure [Pa],Aux Differential Pressure [Pa],ELD Probe X axis [mm],ELD Probe Y axis [mm],Voltage [V]
83356.194,301.46,40.691,6.855,-225.562,206.217,2
83360.225,301.46,40.612,6.535,-225.546,206.217,2
83364.256,301.457,40.77,6.855,-225.578,206.217,2
83360.225,301.46,40.612,6.695,-225.578,206.217,2
83364.256,301.46,40.691,6.535,-225.562,206.227,2
83356.194,301.464,40.612,6.375,-225.578,206.227,2
83356.194,301.459,40.612,6.375,-225.546,206.227,2
83360.225,301.46,40.77,6.855,-225.578,206.227,2
83364.256,301.462,40.612,6.535,-225.578,206.237,2
83360.225,301.464,40.533,6.375,-225.595,206.227,2
83364.256,301.46,40.77,6.375,-225.562,206.217,2
83360.225,301.462,40.533,6.375,-225.595,206.206,2
83360.225,301.46,40.691,6.375,-225.562,206.227,2
83360.225,301.459,40.77,6.535,-225.562,206.217,2
83360.225,301.462,40.849,6.695,-225.578,206.227,2
83356.194,301.462,40.533,6.214,-225.578,206.227,2
83364.256,301.46,40.77,6.214,-225.562,206.227,2
83360.225,301.46,40.533,6.375,-225.562,206.227,2
83360.225,301.462,40.533,6.054,-225.578,206.217,2
83356.194,301.46,40.612,6.695,-225.578,206.227,2
83360.225,301.462,40.454,6.214,-225.562,206.227,2
83360.225,301.462,40.454,6.375,-225.578,206.217,2
83356.194,301.459,40.454,6.695,-225.578,206.227,2
83360.225,301.457,40.533,6.535,-225.562,206.227,2
83352.162,301.459,40.533,6.375,-225.578,206.206,2
83356.194,301.457,40.612,6.375,-225.546,206.248,2
83360.225,301.456,40.454,6.375,-225.595,206.227,2
83352.162,301.459,40.533,6.375,-225.578,206.206,2
83356.194,301.457,40.454,6.375,-225.578,206.227,2
83356.194,301.457,40.375,6.375,-225.611,206.217,2
83364.256,301.46,40.533,6.535,-225.578,206.227,2
83360.225,301.457,40.533,6.214,-225.578,206.227,2
83356.194,301.457,40.533,6.375,-225.562,206.206,2
83352.162,301.457,40.375,6.535,-225.562,206.217,2
83356.194,301.456,40.454,6.375,-225.595,206.227,2
83360.225,301.459,40.533,6.695,-225.562,206.227,2
83356.194,301.459,40.375,6.535,-225.546,206.206,2
83344.099,301.459,40.454,6.535,-225.595,206.227,2
83360.225,301.459,40.454,6.695,-225.595,206.227,2
83360.225,301.46,40.375,6.695,-225.562,206.217,2
83356.194,301.459,40.454,6.695,-225.562,206.227,2
83344.099,301.459,40.454,6.535,-225.562,206.217,2
83360.225,301.46,40.375,7.015,-225.595,206.217,2
83356.194,301.462,40.533,6.855,-225.578,206.237,2
83356.194,301.459,40.375,7.015,-225.562,206.227,2
83352.162,301.462,40.454,6.695,-225.595,206.217,2
83360.225,301.464,40.375,6.855,-225.578,206.217,2
83364.256,301.464,40.454,7.015,-225.562,206.206,2
83360.225,301.465,40.533,7.175,-225.578,206.217,2
83360.225,301.464,40.454,7.175,-225.578,206.227,2
83360.225,301.464,40.454,7.495,-225.546,206.237,2
83360.225,301.464,40.454,7.335,-225.595,206.237,2
83356.194,301.462,40.375,7.335,-225.578,206.206,2
83360.225,301.464,40.533,7.335,-225.562,206.227,2
83360.225,301.462,40.454,7.335,-225.595,206.237,2
83364.256,301.464,40.454,7.175,-225.578,206.227,2
83356.194,301.465,40.454,7.655,-225.562,206.217,2
83360.225,301.469,40.454,7.335,-225.562,206.227,2
83356.194,301.464,40.454,7.175,-225.562,206.217,2
83352.162,301.464,40.454,7.175,-225.578,206.237,2
83356.194,301.462,40.454,7.335,-225.562,206.227,2
83352.162,301.46,40.454,7.175,-225.578,206.248,2
83356.194,301.462,40.454,6.855,-225.595,206.217,2
83360.225,301.462,40.296,7.015,-225.578,206.227,2
83356.194,301.462,40.375,7.175,-225.578,206.237,2
83360.225,301.462,40.375,7.015,-225.578,206.227,2
83360.225,301.462,40.375,6.695,-225.578,206.227,2
83352.162,301.46,40.454,7.015,-225.578,206.217,2
83360.225,301.46,40.533,6.855,-225.562,206.227,2
83352.162,301.46,40.296,6.695,-225.562,206.217,2
83368.288,301.46,40.454,6.535,-225.562,206.227,2
83360.225,301.459,40.454,6.695,-225.562,206.217,2
83356.194,301.456,40.375,6.695,-225.578,206.217,2
83360.225,301.459,40.375,6.695,-225.578,206.227,2
83360.225,301.459,40.375,6.695,-225.595,206.217,2
83360.225,301.456,40.296,6.695,-225.562,206.217,2
83360.225,301.46,40.454,6.695,-225.595,206.206,2
83352.162,301.459,40.454,6.535,-225.562,206.217,2
83360.225,301.46,40.454,6.695,-225.562,206.237,2
83356.194,301.459,40.454,6.695,-225.546,206.227,2
83360.225,301.457,40.454,6.535,-225.578,206.217,2
83356.194,301.456,40.533,6.535,-225.562,206.237,2
83360.225,301.457,40.454,6.695,-225.562,206.227,2
83356.194,301.457,40.533,6.375,-225.578,206.227,2
83356.194,301.46,40.612,6.214,-225.578,206.227,2
83356.194,301.459,40.454,6.535,-225.562,206.237,2
83364.256,301.457,40.454,6.535,-225.546,206.217,2
83356.194,301.46,40.454,6.375,-225.562,206.227,2
83360.225,301.46,40.533,6.535,-225.562,206.206,2
83360.225,301.462,40.612,6.375,-225.578,206.217,2
83364.256,301.46,40.612,6.855,-225.562,206.227,2
83356.194,301.46,40.533,6.375,-225.578,206.217,2
83364.256,301.464,40.612,6.535,-225.578,206.248,2
83360.225,301.462,40.533,6.695,-225.578,206.217,2
83368.288,301.462,40.612,6.695,-225.578,206.206,2
83364.256,301.462,40.533,6.535,-225.578,206.227,2
83364.256,301.464,40.691,6.855,-225.578,206.206,2
83364.256,301.464,40.533,6.535,-225.546,206.217,2
83360.225,301.464,40.612,6.375,-225.578,206.217,2
83364.256,301.464,40.533,6.695,-225.595,206.227,2
83364.256,301.464,40.612,6.855,-225.546,206.258,2
83368.288,301.464,40.533,6.535,-225.546,206.217,2
83364.256,301.467,40.612,6.535,-225.595,206.227,2
83356.194,301.462,40.691,6.855,-225.546,206.227,2
83356.194,301.465,40.691,7.175,-225.578,206.237,2
83364.256,301.467,40.691,6.855,-225.578,206.227,2
83364.256,301.464,40.533,7.015,-225.595,206.227,2
83360.225,301.469,40.533,7.015,-225.562,206.206,2
83364.256,301.464,40.691,7.175,-225.578,206.227,2
83360.225,301.465,40.691,7.175,-225.562,206.227,2
83360.225,301.467,40.533,7.015,-225.578,206.237,2
83360.225,301.465,40.533,7.015,-225.562,206.196,2
83360.225,301.465,40.454,7.015,-225.578,206.206,2
83356.194,301.465,40.533,6.855,-225.595,206.206,2
83352.162,301.465,40.454,6.855,-225.562,206.217,2
83360.225,301.462,40.533,6.695,-225.562,206.227,2
83356.194,301.464,40.612,6.695,-225.562,206.248,2
83360.225,301.462,40.612,6.695,-225.578,206.217,2
83356.194,301.462,40.533,7.015,-225.578,206.227,2
83360.225,301.464,40.533,6.855,-225.595,206.237,2
83356.194,301.462,40.533,7.015,-225.578,206.217,2
83360.225,301.46,40.612,7.015,-225.562,206.217,2
83360.225,301.464,40.533,6.695,-225.562,206.237,2
83356.194,301.46,40.533,6.695,-225.595,206.217,2
83360.225,301.462,40.612,6.855,-225.562,206.217,2
83356.194,301.462,40.533,6.695,-225.578,206.227,2
83352.162,301.46,40.533,6.375,-225.578,206.217,2
83360.225,301.464,40.691,6.535,-225.562,206.227,2
83360.225,301.462,40.691,6.695,-225.595,206.227,2
83356.194,301.464,40.612,6.535,-225.562,206.237,2
