%Atmospheric Pressure [Pa],Atmospheric Temperature [K],Airspeed Differential Pressure [Pa],Aux Differential Pressure [Pa],ELD Probe X axis [mm],ELD Probe Y axis [mm],Voltage [V]
83098.184,301.791,39.526,17.984,-329.418,203.181,2.000
83106.247,301.788,39.447,18.464,-329.402,203.140,2.000
83102.216,301.789,39.605,17.824,-329.418,203.150,2.000
83106.247,301.789,39.684,18.144,-329.402,203.161,2.000
83106.247,301.789,39.526,18.304,-329.434,203.140,2.000
83094.153,301.788,39.526,18.304,-329.434,203.171,2.000
83106.247,301.789,39.526,17.824,-329.434,203.161,2.000
83110.279,301.789,39.605,18.304,-329.402,203.171,2.000
83106.247,301.789,39.684,18.304,-329.418,203.150,2.000
83106.247,301.791,39.684,17.984,-329.402,203.181,2.000
83098.184,301.788,39.605,18.304,-329.434,203.161,2.000
83106.247,301.785,39.605,17.984,-329.402,203.161,2.000
83106.247,301.788,39.684,18.144,-329.418,203.150,2.000
83106.247,301.789,39.684,17.984,-329.402,203.181,2.000
83098.184,301.785,39.605,18.304,-329.402,203.150,2.000
83098.184,301.786,39.842,18.464,-329.418,203.161,2.000
83102.216,301.789,39.605,18.144,-329.418,203.161,2.000
83102.216,301.786,39.684,18.304,-329.434,203.150,2.000
83102.216,301.786,39.605,18.624,-329.418,203.150,2.000
83106.247,301.788,39.605,18.304,-329.418,203.161,2.000
83106.247,301.786,39.763,18.464,-329.434,203.161,2.000
83106.247,301.788,39.605,18.464,-329.434,203.161,2.000
83098.184,301.786,39.763,18.624,-329.402,203.171,2.000
83102.216,301.786,39.526,18.944,-329.418,203.140,2.000
83106.247,301.786,39.605,18.784,-329.418,203.181,2.000
83090.122,301.786,39.684,18.784,-329.418,203.161,2.000
83098.184,301.786,39.763,18.944,-329.385,203.161,2.000
83090.122,301.786,39.684,18.944,-329.402,203.161,2.000
83102.216,301.786,39.605,18.784,-329.402,203.150,2.000
83098.184,301.786,39.684,19.105,-329.418,203.171,2.000
83098.184,301.789,39.526,19.105,-329.434,203.161,2.000
83098.184,301.786,39.684,19.425,-329.451,203.150,2.000
83094.153,301.785,39.605,19.425,-329.402,203.171,2.000
83094.153,301.786,39.526,19.265,-329.418,203.140,2.000
83094.153,301.785,39.684,19.265,-329.434,203.171,2.000
83090.122,301.783,39.605,19.585,-329.434,203.171,2.000
83094.153,301.785,39.605,19.265,-329.434,203.161,2.000
83090.122,301.783,39.605,19.425,-329.451,203.150,2.000
83090.122,301.783,39.684,19.745,-329.418,203.171,2.000
83090.122,301.788,39.526,19.585,-329.434,203.171,2.000
83098.184,301.786,39.842,19.745,-329.418,203.161,2.000
83094.153,301.785,39.684,19.585,-329.402,203.161,2.000
83102.216,301.786,39.684,19.265,-329.418,203.150,2.000
83090.122,301.785,39.684,19.425,-329.434,203.171,2.000
83098.184,301.786,39.684,19.585,-329.402,203.150,2.000
83090.122,301.783,39.684,19.265,-329.402,203.171,2.000
83094.153,301.783,39.605,19.425,-329.402,203.161,2.000
83102.216,301.785,39.684,19.105,-329.402,203.150,2.000
83102.216,301.783,39.763,19.745,-329.402,203.150,2.000
83102.216,301.783,39.684,19.425,-329.418,203.171,2.000
83102.216,301.783,39.684,19.425,-329.418,203.161,2.000
83102.216,301.785,39.605,19.105,-329.402,203.150,2.000
83102.216,301.785,39.684,19.105,-329.402,203.161,2.000
83098.184,301.783,39.763,19.425,-329.434,203.181,2.000
83102.216,301.783,39.763,19.425,-329.418,203.161,2.000
83098.184,301.785,39.684,19.105,-329.402,203.171,2.000
83094.153,301.783,39.447,18.944,-329.385,203.161,2.000
83098.184,301.785,39.526,19.425,-329.402,203.161,2.000
83098.184,301.781,39.763,19.105,-329.418,203.171,2.000
83106.247,301.783,39.763,19.265,-329.434,203.140,2.000
83106.247,301.781,39.684,19.265,-329.434,203.150,2.000
83102.216,301.785,39.684,19.105,-329.402,203.161,2.000
83106.247,301.785,39.684,19.265,-329.434,203.161,2.000
83102.216,301.785,39.526,18.944,-329.402,203.171,2.000
83098.184,301.783,39.526,18.944,-329.402,203.161,2.000
83094.153,301.783,39.684,18.944,-329.418,203.171,2.000
83102.216,301.781,39.684,18.944,-329.418,203.161,2.000
83098.184,301.781,39.684,18.944,-329.385,203.161,2.000
83102.216,301.781,39.684,18.944,-329.418,203.161,2.000
83098.184,301.781,39.526,18.624,-329.385,203.161,2.000
83102.216,301.783,39.605,18.944,-329.418,203.150,2.000
83098.184,301.783,39.526,19.265,-329.402,203.191,2.000
83098.184,301.781,39.763,19.105,-329.385,203.171,2.000
83098.184,301.783,39.526,19.265,-329.402,203.161,2.000
83094.153,301.783,39.447,19.105,-329.418,203.161,2.000
83094.153,301.783,39.605,19.265,-329.418,203.181,2.000
83102.216,301.781,39.526,19.425,-329.418,203.171,2.000
83094.153,301.780,39.368,19.425,-329.434,203.161,2.000
83094.153,301.780,39.526,18.944,-329.418,203.161,2.000
83094.153,301.783,39.368,19.105,-329.418,203.150,2.000
83098.184,301.778,39.526,19.105,-329.434,203.161,2.000
83098.184,301.780,39.605,19.265,-329.434,203.150,2.000
83102.216,301.780,39.447,19.425,-329.434,203.171,2.000
83094.153,301.778,39.368,19.265,-329.434,203.171,2.000
83094.153,301.780,39.605,19.265,-329.402,203.150,2.000
83098.184,301.781,39.447,19.425,-329.434,203.161,2.000
83094.153,301.778,39.447,18.944,-329.451,203.161,2.000
83098.184,301.778,39.526,19.265,-329.402,203.161,2.000
83098.184,301.781,39.526,19.265,-329.402,203.161,2.000
83098.184,301.778,39.605,19.425,-329.418,203.161,2.000
83098.184,301.778,39.526,19.265,-329.418,203.161,2.000
83098.184,301.780,39.526,19.425,-329.418,203.171,2.000
83106.247,301.778,39.605,19.265,-329.434,203.171,2.000
83098.184,301.780,39.526,19.265,-329.418,203.161,2.000
83102.216,301.778,39.605,19.265,-329.418,203.130,2.000
83102.216,301.778,39.526,19.585,-329.402,203.171,2.000
83102.216,301.778,39.526,19.265,-329.418,203.161,2.000
83090.122,301.781,39.605,19.265,-329.418,203.161,2.000
83102.216,301.781,39.605,19.105,-329.402,203.161,2.000
83106.247,301.781,39.447,18.944,-329.418,203.150,2.000
83098.184,301.780,39.605,19.105,-329.434,203.161,2.000
83106.247,301.781,39.605,18.944,-329.402,203.171,2.000
83102.216,301.780,39.526,19.105,-329.418,203.171,2.000
83102.216,301.781,39.526,18.784,-329.418,203.161,2.000
83102.216,301.781,39.605,18.784,-329.418,203.161,2.000
83102.216,301.783,39.526,18.624,-329.418,203.161,2.000
83098.184,301.783,39.526,18.784,-329.418,203.181,2.000
83102.216,301.783,39.605,18.624,-329.418,203.161,2.000
83094.153,301.785,39.684,18.624,-329.434,203.150,2.000
83098.184,301.783,39.605,18.464,-329.385,203.150,2.000
83098.184,301.785,39.684,18.944,-329.418,203.161,2.000
83098.184,301.785,39.684,18.624,-329.418,203.150,2.000
83102.216,301.785,39.684,18.464,-329.418,203.161,2.000
83098.184,301.786,39.605,18.144,-329.434,203.150,2.000
83102.216,301.781,39.684,18.304,-329.385,203.161,2.000
83098.184,301.783,39.684,18.304,-329.434,203.150,2.000
83098.184,301.785,39.763,18.464,-329.418,203.161,2.000
83102.216,301.785,39.763,18.464,-329.402,203.171,2.000
83098.184,301.785,39.763,18.304,-329.402,203.171,2.000
83098.184,301.786,39.605,18.304,-329.402,203.161,2.000
83102.216,301.785,39.605,18.304,-329.402,203.150,2.000
83098.184,301.783,39.684,18.464,-329.402,203.171,2.000
83098.184,301.785,39.763,18.144,-329.418,203.161,2.000
83102.216,301.786,39.526,18.304,-329.402,203.161,2.000
83110.279,301.785,39.763,18.144,-329.418,203.171,2.000
83106.247,301.785,39.684,18.304,-329.434,203.150,2.000
83102.216,301.785,39.684,18.304,-329.402,203.161,2.000
83102.216,301.786,39.605,18.464,-329.402,203.140,2.000
83106.247,301.783,39.763,18.464,-329.402,203.181,2.000
83106.247,301.786,39.684,18.144,-329.434,203.161,2.000
83110.279,301.783,39.763,18.304,-329.418,203.161,2.000
83110.279,301.786,39.605,18.304,-329.451,203.150,2.000
83110.279,301.786,39.842,18.624,-329.434,203.161,2.000
83106.247,301.786,39.763,18.624,-329.418,203.150,2.000
83106.247,301.785,39.763,18.304,-329.402,203.161,2.000
83114.310,301.785,39.684,18.624,-329.418,203.171,2.000
83110.279,301.785,39.763,18.464,-329.418,203.150,2.000
83102.216,301.786,39.684,18.304,-329.434,203.161,2.000
83110.279,301.785,39.763,18.464,-329.418,203.171,2.000
83110.279,301.785,39.684,18.304,-329.418,203.161,2.000
83106.247,301.785,39.605,18.464,-329.402,203.161,2.000
83106.247,301.785,39.605,18.464,-329.402,203.181,2.000
83106.247,301.786,39.526,18.624,-329.418,203.161,2.000
83102.216,301.785,39.605,18.464,-329.418,203.161,2.000
83110.279,301.785,39.605,18.624,-329.402,203.150,2.000
83110.279,301.781,39.447,18.624,-329.418,203.150,2.000
83098.184,301.785,39.526,18.464,-329.418,203.161,2.000
83102.216,301.785,39.526,18.304,-329.418,203.150,2.000
83106.247,301.783,39.605,18.624,-329.402,203.161,2.000
83106.247,301.783,39.368,18.624,-329.402,203.161,2.000
83102.216,301.785,39.447,18.624,-329.402,203.161,2.000
83106.247,301.785,39.289,18.624,-329.418,203.171,2.000
83102.216,301.785,39.368,18.464,-329.418,203.161,2.000
83106.247,301.786,39.368,18.624,-329.402,203.150,2.000
83098.184,301.785,39.368,18.304,-329.418,203.161,2.000
83106.247,301.786,39.289,18.624,-329.451,203.150,2.000
83106.247,301.786,39.447,18.304,-329.451,203.161,2.000
83098.184,301.786,39.289,18.464,-329.402,203.171,2.000
83102.216,301.788,39.368,18.464,-329.418,203.150,2.000
83106.247,301.786,39.368,18.464,-329.418,203.140,2.000
83102.216,301.783,39.447,18.464,-329.418,203.161,2.000
83106.247,301.785,39.447,18.144,-329.418,203.161,2.000
83106.247,301.783,39.289,18.624,-329.402,203.171,2.000
83106.247,301.788,39.289,18.624,-329.418,203.161,2.000
83106.247,301.788,39.368,18.624,-329.418,203.161,2.000
83098.184,301.788,39.368,18.304,-329.434,203.161,2.000
83106.247,301.786,39.368,18.784,-329.418,203.161,2.000
83110.279,301.786,39.526,18.304,-329.402,203.171,2.000
83102.216,301.789,39.210,18.144,-329.434,203.140,2.000
83106.247,301.786,39.289,18.624,-329.451,203.161,2.000
83102.216,301.789,39.368,18.464,-329.402,203.161,2.000
83106.247,301.788,39.447,18.464,-329.418,203.171,2.000
83102.216,301.786,39.526,18.624,-329.418,203.161,2.000
83102.216,301.786,39.447,18.464,-329.434,203.161,2.000
83106.247,301.783,39.526,18.624,-329.434,203.150,2.000
83098.184,301.785,39.684,18.304,-329.402,203.181,2.000
83106.247,301.785,39.605,18.304,-329.402,203.150,2.000
83106.247,301.788,39.526,18.464,-329.402,203.171,2.000
83098.184,301.785,39.447,18.144,-329.418,203.171,2.000
83102.216,301.788,39.605,18.304,-329.434,203.150,2.000
83098.184,301.786,39.684,18.304,-329.434,203.161,2.000
83106.247,301.785,39.605,18.464,-329.434,203.161,2.000
83106.247,301.785,39.684,18.304,-329.402,203.171,2.000
83102.216,301.785,39.684,18.144,-329.385,203.171,2.000
83102.216,301.785,39.763,18.464,-329.418,203.161,2.000
83106.247,301.785,39.842,18.304,-329.402,203.171,2.000
83102.216,301.785,39.684,18.464,-329.402,203.161,2.000
83102.216,301.783,39.842,17.824,-329.434,203.161,2.000
83106.247,301.785,39.763,18.144,-329.402,203.161,2.000
83106.247,301.786,39.684,18.144,-329.385,203.150,2.000
83102.216,301.785,39.605,18.304,-329.402,203.161,2.000
83106.247,301.785,39.684,18.304,-329.434,203.161,2.000
83110.279,301.785,39.684,18.304,-329.418,203.161,2.000
83106.247,301.783,39.684,18.304,-329.418,203.161,2.000
83106.247,301.785,39.763,18.304,-329.402,203.140,2.000
83110.279,301.786,39.763,18.144,-329.434,203.161,2.000
83114.310,301.785,39.684,18.304,-329.402,203.181,2.000
83114.310,301.786,39.684,18.144,-329.418,203.150,2.000
83118.341,301.783,39.605,18.144,-329.418,203.150,2.000
83110.279,301.783,39.684,18.464,-329.418,203.161,2.000
83110.279,301.786,39.526,18.304,-329.402,203.150,2.000
