%Atmospheric Pressure [Pa],Atmospheric Temperature [K],Airspeed Differential Pressure [Pa],Aux Differential Pressure [Pa],ELD Probe X axis [mm],ELD Probe Y axis [mm],Voltage [V]
83114.31,302.039,351.483,179.046,-0.004,-0.014,5
83114.31,302.043,351.483,178.886,0.029,-0.004,5
83118.341,302.039,351.562,178.566,-0.02,-0.004,5
83122.373,302.038,351.641,178.726,0.013,-0.004,5
83114.31,302.041,351.641,178.086,-0.004,0.027,5
83122.373,302.038,351.72,178.246,-0.036,0.006,5
83122.373,302.039,351.641,177.765,-0.004,-0.004,5
83122.373,302.041,351.72,177.765,0.013,-0.004,5
83114.31,302.039,351.72,177.605,-0.004,0.016,5
83118.341,302.039,351.72,177.445,0.013,0.006,5
83122.373,302.039,351.799,177.285,0.013,-0.014,5
83118.341,302.041,351.878,176.805,0.029,0.006,5
83126.404,302.039,351.957,176.645,-0.004,-0.004,5
83122.373,302.041,351.957,176.485,0.013,-0.004,5
83122.373,302.038,352.036,176.325,0.013,-0.014,5
83130.435,302.039,352.036,176.004,-0.02,-0.014,5
83118.341,302.039,352.115,175.684,-0.004,-0.014,5
83122.373,302.041,352.036,175.844,0.013,-0.004,5
83122.373,302.039,352.036,175.364,0.013,0.016,5
83122.373,302.038,352.273,175.524,0.013,-0.014,5
83114.31,302.039,352.194,175.204,0.013,-0.004,5
83118.341,302.038,352.273,175.044,0.013,-0.004,5
83114.31,302.038,352.273,175.044,0.029,-0.004,5
83118.341,302.041,352.115,174.884,0.013,0.006,5
83122.373,302.039,352.273,174.724,-0.004,-0.014,5
83114.31,302.038,352.273,174.724,-0.02,-0.004,5
83118.341,302.039,352.352,174.884,0.013,-0.004,5
83114.31,302.038,352.194,174.724,0.013,-0.025,5
83114.31,302.038,352.352,174.884,0.013,-0.004,5
83110.279,302.041,352.194,174.724,-0.004,-0.004,5
83106.247,302.041,352.273,174.724,-0.004,-0.004,5
83114.31,302.041,352.273,174.724,0.013,-0.004,5
83106.247,302.039,352.194,174.884,-0.004,0.006,5
83114.31,302.039,352.273,174.884,-0.004,0.006,5
83114.31,302.038,352.115,175.044,-0.004,-0.014,5
83110.279,302.039,352.273,175.044,0.013,-0.014,5
83110.279,302.036,352.352,175.044,0.013,-0.014,5
83114.31,302.038,352.273,175.044,-0.02,0.006,5
83114.31,302.036,352.194,175.204,-0.004,-0.004,5
83118.341,302.039,352.352,175.364,0.029,-0.004,5
83110.279,302.038,352.194,175.524,-0.004,-0.004,5
83118.341,302.039,352.431,175.684,0.013,0.006,5
83118.341,302.039,352.352,175.684,-0.004,0.006,5
83114.31,302.038,352.273,175.684,0.013,0.006,5
83118.341,302.038,352.352,175.684,-0.004,0.006,5
83118.341,302.039,352.115,175.684,0.013,-0.004,5
83118.341,302.039,352.273,175.524,-0.004,0.006,5
83118.341,302.038,352.194,175.524,-0.004,-0.004,5
83114.31,302.043,352.194,175.524,-0.004,-0.004,5
83122.373,302.041,352.115,175.684,0.013,-0.004,5
83118.341,302.041,352.194,175.204,-0.02,-0.004,5
83126.404,302.041,352.115,175.364,0.013,-0.004,5
83118.341,302.041,352.194,175.364,-0.004,0.006,5
83118.341,302.041,352.273,175.204,-0.004,0.006,5
83114.31,302.039,352.036,175.364,-0.004,-0.004,5
83122.373,302.043,352.115,175.204,-0.004,0.016,5
83118.341,302.041,352.036,174.724,-0.004,-0.004,5
83122.373,302.044,351.878,174.724,-0.004,0.006,5
83118.341,302.043,352.036,174.563,0.013,0.006,5
83118.341,302.041,352.036,174.243,-0.004,-0.004,5
83118.341,302.043,352.036,174.243,0.013,-0.004,5
83118.341,302.043,351.957,173.923,-0.004,-0.004,5
83122.373,302.043,352.115,173.923,-0.004,-0.004,5
83114.31,302.044,351.878,174.083,0.013,-0.004,5
83126.404,302.041,351.957,173.443,-0.004,-0.004,5
83122.373,302.043,351.957,173.283,-0.02,-0.014,5
83122.373,302.043,351.878,173.283,-0.004,-0.014,5
83118.341,302.041,352.036,172.963,-0.02,0.006,5
83122.373,302.044,351.799,172.802,0.013,0.006,5
83114.31,302.043,351.957,172.802,0.013,-0.004,5
83106.247,302.038,351.878,172.642,0.013,0.006,5
83122.373,302.043,352.115,172.482,0.013,0.006,5
83114.31,302.043,352.036,172.162,0.013,0.006,5
83118.341,302.043,352.036,172.322,0.013,0.006,5
83118.341,302.043,352.036,172.162,0.013,-0.004,5
83114.31,302.041,351.878,171.842,-0.004,-0.004,5
83114.31,302.043,351.957,171.842,-0.02,-0.004,5
83114.31,302.041,351.878,172.002,0.013,0.006,5
