%Atmospheric Pressure [Pa],Atmospheric Temperature [K],Airspeed Differential Pressure [Pa],Aux Differential Pressure [Pa],ELD Probe X axis [mm],ELD Probe Y axis [mm],Voltage [V]
83332.005,301.860,348.308,117.380,-0.024,-0.000,5.000
83332.005,301.857,348.466,117.380,0.008,-0.011,5.000
83327.974,301.857,348.229,117.380,0.008,-0.000,5.000
83327.974,301.857,348.387,117.380,-0.024,-0.011,5.000
83327.974,301.854,348.229,117.220,0.008,-0.000,5.000
83332.005,301.857,348.308,117.540,0.025,-0.000,5.000
83332.005,301.854,348.150,117.380,0.025,-0.011,5.000
83332.005,301.856,348.308,117.220,-0.008,0.010,5.000
83336.037,301.854,348.150,117.220,-0.024,-0.000,5.000
83340.068,301.852,348.150,117.540,0.008,0.010,5.000
83336.037,301.854,348.150,117.540,0.008,0.010,5.000
83332.005,301.857,348.308,117.700,0.025,-0.000,5.000
83336.037,301.857,348.229,117.380,-0.008,-0.000,5.000
83336.037,301.854,348.150,117.700,-0.024,-0.011,5.000
83340.068,301.856,348.229,117.380,-0.008,-0.000,5.000
83336.037,301.854,348.150,117.380,0.008,0.020,5.000
83336.037,301.854,348.150,117.700,0.008,-0.000,5.000
83332.005,301.854,348.150,117.540,-0.008,-0.011,5.000
83336.037,301.856,347.992,117.540,0.008,-0.000,5.000
83332.005,301.854,348.150,117.700,-0.008,-0.000,5.000
83332.005,301.854,348.150,117.700,-0.024,-0.000,5.000
83327.974,301.854,347.992,117.860,0.025,0.010,5.000
83332.005,301.854,347.992,118.340,-0.041,-0.011,5.000
83332.005,301.852,348.229,118.020,0.008,0.010,5.000
83327.974,301.857,348.229,118.020,0.008,-0.000,5.000
83327.974,301.851,348.229,117.700,0.008,-0.000,5.000
83327.974,301.854,348.150,117.700,-0.008,-0.000,5.000
83332.005,301.854,348.150,118.180,-0.024,-0.011,5.000
83336.037,301.852,348.071,118.180,-0.041,-0.000,5.000
83332.005,301.851,348.071,118.180,-0.024,-0.000,5.000
83332.005,301.852,348.150,118.340,0.025,0.010,5.000
83332.005,301.854,348.150,118.340,-0.008,-0.000,5.000
83332.005,301.856,348.071,118.661,-0.008,0.010,5.000
83327.974,301.852,348.150,118.661,-0.008,-0.000,5.000
83332.005,301.856,348.150,118.661,0.008,-0.000,5.000
83327.974,301.854,348.308,118.661,0.008,-0.011,5.000
83332.005,301.852,348.229,118.821,0.008,-0.011,5.000
83332.005,301.856,348.229,118.821,0.008,-0.000,5.000
83323.942,301.857,348.308,118.981,-0.008,0.010,5.000
83332.005,301.854,348.308,119.141,-0.024,-0.000,5.000
83332.005,301.852,348.229,119.301,0.008,-0.000,5.000
83327.974,301.854,348.466,119.301,0.008,-0.011,5.000
83332.005,301.854,348.308,119.301,0.008,-0.000,5.000
83327.974,301.852,348.387,119.781,0.008,-0.011,5.000
83332.005,301.854,348.387,119.621,0.008,-0.031,5.000
