%Atmospheric Pressure [Pa],Atmospheric Temperature [K],Airspeed Differential Pressure [Pa],Aux Differential Pressure [Pa],ELD Probe X axis [mm],ELD Probe Y axis [mm],Voltage [V]
82795.830,300.212,344.875,173.557,0.025,-0.002,5.000
82787.767,300.216,344.954,173.397,0.025,-0.023,5.000
82791.798,300.214,344.796,173.557,-0.007,0.009,5.000
82783.736,300.214,344.954,173.077,0.009,-0.002,5.000
82791.798,300.217,344.717,173.077,-0.024,-0.002,5.000
82783.736,300.216,344.875,172.757,0.009,-0.002,5.000
82787.767,300.214,344.638,173.077,0.009,-0.013,5.000
82787.767,300.214,344.717,172.917,0.009,0.020,5.000
82787.767,300.214,344.638,172.757,0.009,-0.023,5.000
82787.767,300.214,344.638,172.917,0.009,-0.002,5.000
82787.767,300.212,344.559,172.757,0.025,-0.013,5.000
82783.736,300.214,344.638,172.917,0.009,-0.013,5.000
82787.767,300.212,344.559,172.757,-0.007,-0.002,5.000
82783.736,300.216,344.638,173.077,-0.007,0.009,5.000
82787.767,300.212,344.559,173.557,-0.040,0.009,5.000
82791.798,300.214,344.559,173.077,0.025,-0.013,5.000
82775.673,300.216,344.400,173.237,-0.007,0.009,5.000
82783.736,300.212,344.400,173.557,0.009,-0.002,5.000
82783.736,300.214,344.321,173.237,0.009,-0.013,5.000
82787.767,300.214,344.559,173.718,0.009,-0.013,5.000
82783.736,300.211,344.400,173.718,0.009,-0.013,5.000
82791.798,300.212,344.321,174.198,0.009,-0.002,5.000
82779.704,300.211,344.321,173.878,-0.007,-0.013,5.000
82787.767,300.214,344.242,174.198,0.009,-0.002,5.000
82783.736,300.214,344.242,174.358,-0.007,0.009,5.000
82783.736,300.212,344.321,174.358,0.025,-0.013,5.000
82783.736,300.212,344.321,174.678,0.025,-0.002,5.000
82787.767,300.214,344.400,174.678,-0.007,-0.002,5.000
82783.736,300.212,344.321,174.838,-0.007,-0.002,5.000
82791.798,300.214,344.242,174.838,0.009,-0.002,5.000
82791.798,300.216,344.242,174.998,0.025,-0.002,5.000
82787.767,300.212,344.242,174.998,-0.007,-0.002,5.000
82791.798,300.212,344.242,174.838,0.009,-0.002,5.000
82791.798,300.214,344.163,174.998,0.009,0.009,5.000
82791.798,300.214,344.242,175.158,-0.007,0.009,5.000
82795.830,300.212,344.242,174.998,0.009,-0.002,5.000
82795.830,300.212,344.242,174.838,0.009,-0.002,5.000
82799.861,300.216,344.321,174.678,0.009,0.009,5.000
