%Atmospheric Pressure [Pa],Atmospheric Temperature [K],Airspeed Differential Pressure [Pa],Aux Differential Pressure [Pa],ELD Probe X axis [mm],ELD Probe Y axis [mm],Voltage [V]
83368.288,301.915,-40.985,10.806,-209.439,202.074,2.000
83372.319,301.917,-41.064,10.806,-209.422,202.084,2.000
83372.319,301.917,-40.985,10.646,-209.471,202.094,2.000
83368.288,301.915,-41.064,10.646,-209.455,202.084,2.000
83368.288,301.917,-40.906,10.646,-209.439,202.074,2.000
83368.288,301.915,-40.827,10.966,-209.455,202.063,2.000
83376.351,301.915,-40.985,10.646,-209.422,202.063,2.000
83372.319,301.917,-40.906,10.806,-209.471,202.074,2.000
83368.288,301.915,-41.064,10.646,-209.471,202.084,2.000
83364.256,301.918,-40.827,10.966,-209.488,202.074,2.000
83368.288,301.917,-40.985,10.806,-209.455,202.084,2.000
83372.319,301.915,-40.827,10.646,-209.422,202.084,2.000
83368.288,301.915,-40.906,10.806,-209.471,202.053,2.000
83360.225,301.914,-40.906,10.806,-209.488,202.063,2.000
83364.256,301.915,-40.827,10.806,-209.439,202.074,2.000
83364.256,301.915,-40.827,10.966,-209.422,202.074,2.000
83368.288,301.912,-40.748,10.966,-209.455,202.084,2.000
83376.351,301.914,-40.748,10.966,-209.455,202.063,2.000
83376.351,301.912,-40.906,10.966,-209.471,202.063,2.000
83364.256,301.910,-40.669,10.966,-209.455,202.084,2.000
83372.319,301.910,-40.590,11.126,-209.422,202.084,2.000
83364.256,301.912,-40.827,10.806,-209.439,202.084,2.000
83368.288,301.912,-40.748,11.126,-209.455,202.063,2.000
83364.256,301.912,-40.748,11.126,-209.455,202.084,2.000
83368.288,301.909,-40.748,10.966,-209.439,202.074,2.000
83368.288,301.914,-40.748,10.806,-209.439,202.084,2.000
83364.256,301.912,-40.748,10.806,-209.471,202.074,2.000
83372.319,301.910,-40.669,10.966,-209.422,202.084,2.000
83372.319,301.910,-40.669,10.806,-209.455,202.084,2.000
83368.288,301.909,-40.669,10.966,-209.471,202.063,2.000
83372.319,301.910,-40.590,10.966,-209.455,202.084,2.000
83368.288,301.909,-40.748,11.126,-209.471,202.063,2.000
83368.288,301.910,-40.669,10.966,-209.422,202.074,2.000
83364.256,301.914,-40.590,10.966,-209.406,202.084,2.000
83372.319,301.912,-40.827,11.286,-209.455,202.074,2.000
83368.288,301.912,-40.748,10.966,-209.455,202.063,2.000
83372.319,301.912,-40.748,11.286,-209.471,202.074,2.000
83376.351,301.912,-40.906,11.126,-209.471,202.063,2.000
83372.319,301.912,-40.827,10.966,-209.422,202.063,2.000
83368.288,301.912,-40.827,10.806,-209.422,202.063,2.000
83368.288,301.912,-40.748,11.126,-209.455,202.063,2.000
