%Atmospheric Pressure [Pa],Atmospheric Temperature [K],Airspeed Differential Pressure [Pa],Aux Differential Pressure [Pa],ELD Probe X axis [mm],ELD Probe Y axis [mm],Voltage [V]
83057.870,302.260,0.988,1.184,-347.826,-153.349,0.500
83061.902,302.262,0.909,1.505,-347.826,-153.360,0.500
83061.902,302.262,0.829,1.344,-347.810,-153.370,0.500
83057.870,302.260,0.909,1.024,-347.843,-153.370,0.500
83053.839,302.262,0.829,1.505,-347.826,-153.349,0.500
83053.839,302.262,0.829,1.505,-347.826,-153.360,0.500
83049.808,302.262,0.750,1.344,-347.826,-153.360,0.500
83057.870,302.262,0.909,1.184,-347.826,-153.370,0.500
83057.870,302.262,0.829,1.184,-347.810,-153.381,0.500
83053.839,302.262,0.909,1.184,-347.826,-153.349,0.500
83057.870,302.262,0.829,1.344,-347.826,-153.370,0.500
83057.870,302.262,0.909,1.024,-347.826,-153.381,0.500
83057.870,302.262,0.829,1.344,-347.826,-153.381,0.500
83057.870,302.262,0.829,1.024,-347.810,-153.349,0.500
83057.870,302.260,0.909,0.864,-347.810,-153.370,0.500
83053.839,302.263,0.909,0.704,-347.810,-153.349,0.500
83053.839,302.260,0.909,1.024,-347.810,-153.381,0.500
83053.839,302.260,0.909,1.344,-347.826,-153.370,0.500
83045.776,302.262,0.988,1.344,-347.810,-153.360,0.500
83057.870,302.262,0.909,1.344,-347.843,-153.349,0.500
83061.902,302.259,0.909,0.864,-347.826,-153.349,0.500
83053.839,302.262,1.067,1.344,-347.843,-153.349,0.500
83053.839,302.259,0.988,1.024,-347.843,-153.360,0.500
83057.870,302.259,0.909,0.864,-347.859,-153.381,0.500
83053.839,302.260,0.909,1.184,-347.810,-153.370,0.500
83061.902,302.259,0.909,1.024,-347.826,-153.349,0.500
83057.870,302.259,0.909,0.864,-347.843,-153.338,0.500
83049.808,302.262,1.067,1.184,-347.843,-153.370,0.500
83057.870,302.260,0.909,0.864,-347.843,-153.349,0.500
83049.808,302.260,0.909,1.184,-347.810,-153.381,0.500
83061.902,302.262,0.909,1.184,-347.810,-153.360,0.500
83065.933,302.259,0.909,0.864,-347.826,-153.370,0.500
83057.870,302.262,0.988,1.184,-347.826,-153.360,0.500
83061.902,302.262,1.067,1.024,-347.843,-153.370,0.500
83057.870,302.265,1.067,1.024,-347.826,-153.370,0.500
83065.933,302.265,0.988,1.344,-347.843,-153.349,0.500
83061.902,302.262,0.909,1.024,-347.843,-153.349,0.500
83061.902,302.263,0.988,1.184,-347.843,-153.360,0.500
