%Atmospheric Pressure [Pa],Atmospheric Temperature [K],Atmospheric Density [kg/m^3],Airspeed [m/s],Pitot Dynamic Pressure [Pa],Aux Dynamic Pressure [Pa],Scanivalve Pressure 1 [Pa],Scanivalve Pressure 2 [Pa],Scanivalve Pressure 3 [Pa],Scanivalve Pressure 4 [Pa],Scanivalve Pressure 5 [Pa],Scanivalve Pressure 6 [Pa],Scanivalve Pressure 7 [Pa],Scanivalve Pressure 8 [Pa],Scanivalve Pressure 9 [Pa],Scanivalve Pressure 10 [Pa],Scanivalve Pressure 11 [Pa],Scanivalve Pressure 12 [Pa],Scanivalve Pressure 13 [Pa],Scanivalve Pressure 14 [Pa],Scanivalve Pressure 15 [Pa],Scanivalve Pressure 16 [Pa],Angle of Attack [deg],Sting Normal Force [N],Sting Axial Force [N],Sting Pitching Moment [Nm],ELD Probe X axis [mm],ELD Probe Y axis [mm]
83751.27,302.831,0.963,9.079,39.712,-0.408,-1.729,17.974,3.21,-12.942,-15.434,-22.411,-23.594,-23.213,-17.635,-20.103,-17.289,-25.059,-18.292,-18.806,-18.964,-22.28,-11,-544.798,-289.718,14.557,-320.573,102.185
83751.27,302.833,0.963,9.107,39.949,-0.088,-1.405,18.532,2.675,-12.837,-15.11,-21.892,-23.487,-24.069,-16.296,-19.791,-16.867,-24.847,-18.605,-19.328,-20.519,-21.493,-11,-544.798,-289.718,14.557,-320.54,102.207
83751.27,302.83,0.963,9.088,39.791,-0.248,-1.729,18.085,3.104,-13.463,-15.542,-21.892,-23.38,-24.176,-16.854,-19.062,-19.292,-25.59,-18.292,-18.806,-20.519,-21.943,-11,-544.798,-289.718,14.557,-320.573,102.196
83751.27,302.831,0.963,9.098,39.87,-0.088,-0.756,17.639,2.997,-12.627,-15.434,-22.411,-23.06,-23.427,-16.631,-19.478,-18.87,-26.546,-18.501,-19.119,-20.622,-22.618,-11,-544.798,-289.718,14.557,-320.557,102.185
83755.302,302.831,0.964,9.088,39.791,-0.088,-1.729,18.643,2.676,-13.044,-15.65,-21.996,-23.273,-23.427,-15.068,-21.145,-18.238,-25.59,-19.024,-19.642,-19.897,-22.73,-11,-544.798,-289.718,14.557,-320.54,102.185
83747.239,302.831,0.963,9.08,39.712,-0.088,-1.729,17.974,3.318,-13.566,-15.542,-21.474,-23.807,-22.999,-15.291,-21.249,-18.554,-25.803,-19.128,-20.373,-21.14,-22.843,-11,-544.798,-289.718,14.557,-320.557,102.196
83743.208,302.831,0.963,9.098,39.87,-0.248,-2.053,18.309,3.318,-12.418,-16.081,-21.786,-23.163,-23.427,-15.291,-20.728,-17.816,-26.546,-19.546,-19.537,-21.555,-22.505,-11,-544.798,-289.718,14.557,-320.54,102.185
83751.27,302.833,0.963,9.089,39.791,-0.088,-1.945,18.085,3.104,-12,-15.434,-22.408,-22.843,-22.789,-15.961,-20.207,-17.5,-25.059,-19.651,-20.164,-21.14,-23.405,-11,-544.798,-289.718,14.557,-320.54,102.185
83751.27,302.831,0.963,9.098,39.87,-0.088,-1.837,18.643,3.532,-12.314,-15.65,-21.163,-23.59,-22.682,-15.735,-19.999,-17.289,-25.378,-19.337,-20.373,-20.622,-21.943,-11,-544.798,-289.718,14.557,-320.54,102.196
83747.239,302.831,0.963,9.098,39.87,0.072,-1.945,18.867,3.211,-12.209,-15.002,-21.993,-22.63,-23.752,-15.623,-18.752,-17.184,-25.803,-19.233,-19.537,-21.555,-22.168,-11,-544.798,-289.718,14.557,-320.557,102.175
83739.176,302.831,0.963,9.107,39.949,-0.088,-1.297,18.197,2.89,-12.105,-15.218,-21.889,-22.843,-22.468,-16.628,-18.752,-17.708,-26.333,-18.71,-20.06,-21.348,-23.068,-11,-544.798,-289.718,14.557,-320.557,102.185
