%Atmospheric Pressure [Pa],Atmospheric Temperature [K],Atmospheric Density [kg/m^3],Airspeed [m/s],Pitot Dynamic Pressure [Pa],Aux Dynamic Pressure [Pa],Scanivalve Pressure 1 [Pa],Scanivalve Pressure 2 [Pa],Scanivalve Pressure 3 [Pa],Scanivalve Pressure 4 [Pa],Scanivalve Pressure 5 [Pa],Scanivalve Pressure 6 [Pa],Scanivalve Pressure 7 [Pa],Scanivalve Pressure 8 [Pa],Scanivalve Pressure 9 [Pa],Scanivalve Pressure 10 [Pa],Scanivalve Pressure 11 [Pa],Scanivalve Pressure 12 [Pa],Scanivalve Pressure 13 [Pa],Scanivalve Pressure 14 [Pa],Scanivalve Pressure 15 [Pa],Scanivalve Pressure 16 [Pa],Angle of Attack [deg],Sting Normal Force [N],Sting Axial Force [N],Sting Pitching Moment [Nm],ELD Probe X axis [mm],ELD Probe Y axis [mm]
82005.677,302.438,0.945,9.602,43.549,32.795,-3.782,21.766,4.173,-13.151,-17.164,-24.383,-26.904,-26.963,-19.868,-21.253,-18.238,-25.166,-18.815,-18.807,-20.937,-23.41,-13,-544.798,-289.718,14.557,-320.442,102.261
82005.677,302.438,0.945,9.594,43.47,32.955,-3.999,21.658,5.137,-13.986,-17.056,-24.487,-26.691,-27.391,-21.319,-20.107,-18.555,-25.166,-18.502,-19.434,-20.73,-22.622,-13,-544.798,-289.718,14.557,-320.442,102.282
82005.677,302.439,0.945,9.602,43.549,33.116,-3.782,20.541,4.282,-13.255,-17.704,-24.176,-26.584,-27.284,-21.543,-20.211,-18.133,-25.273,-18.293,-18.911,-20.834,-22.847,-13,-544.798,-289.718,14.557,-320.442,102.271
82005.677,302.438,0.945,9.611,43.628,33.116,-3.242,21.434,4.496,-13.673,-16.84,-25.213,-26.798,-27.712,-21.096,-20.42,-18.976,-24.848,-18.188,-18.911,-20.419,-22.735,-13,-544.798,-289.718,14.557,-320.442,102.271
82005.677,302.436,0.945,9.611,43.628,33.276,-3.134,21.546,4.817,-13.464,-17.164,-24.695,-27.865,-27.07,-20.65,-20.315,-18.449,-25.166,-17.875,-19.016,-20.73,-22.06,-13,-544.798,-289.718,14.557,-320.442,102.271
82005.677,302.436,0.945,9.594,43.47,33.276,-3.999,21.658,4.603,-13.151,-17.272,-24.487,-26.691,-28.033,-20.315,-20.315,-19.082,-25.379,-17.979,-19.225,-20.834,-22.172,-13,-544.798,-289.718,14.557,-320.442,102.261
82009.708,302.436,0.945,9.611,43.628,33.276,-2.81,20.876,4.603,-13.568,-17.272,-24.694,-26.375,-26.856,-20.65,-20.628,-18.766,-25.485,-17.875,-18.807,-20.212,-21.497,-13,-544.798,-289.718,14.557,-320.459,102.271
82005.677,302.438,0.945,9.602,43.549,33.436,-2.918,21.881,4.389,-13.046,-16.948,-24.902,-26.695,-26.86,-20.65,-21.357,-18.449,-24.636,-18.711,-18.598,-19.693,-21.497,-13,-544.798,-289.718,14.557,-320.459,102.25
82009.708,302.436,0.945,9.602,43.549,33.276,-3.242,21.658,5.245,-13.673,-16.732,-24.383,-27.015,-27.395,-20.538,-20.941,-18.555,-24.848,-18.084,-19.329,-19.693,-20.484,-13,-544.798,-289.718,14.557,-320.442,102.261
82005.677,302.441,0.945,9.62,43.707,33.596,-2.81,21.546,5.138,-12.838,-17.488,-24.798,-26.481,-27.502,-20.761,-20.628,-18.238,-25.697,-17.352,-18.284,-20.108,-21.047,-13,-544.798,-289.718,14.557,-320.459,102.271
