%Atmospheric Pressure [Pa],Atmospheric Temperature [K],Atmospheric Density [kg/m^3],Airspeed [m/s],Pitot Dynamic Pressure [Pa],Aux Dynamic Pressure [Pa],Scanivalve Pressure 1 [Pa],Scanivalve Pressure 2 [Pa],Scanivalve Pressure 3 [Pa],Scanivalve Pressure 4 [Pa],Scanivalve Pressure 5 [Pa],Scanivalve Pressure 6 [Pa],Scanivalve Pressure 7 [Pa],Scanivalve Pressure 8 [Pa],Scanivalve Pressure 9 [Pa],Scanivalve Pressure 10 [Pa],Scanivalve Pressure 11 [Pa],Scanivalve Pressure 12 [Pa],Scanivalve Pressure 13 [Pa],Scanivalve Pressure 14 [Pa],Scanivalve Pressure 15 [Pa],Scanivalve Pressure 16 [Pa],Angle of Attack [deg],Sting Normal Force [N],Sting Axial Force [N],Sting Pitching Moment [Nm],ELD Probe X axis [mm],ELD Probe Y axis [mm]
82001.645,302.646,0.944,9.189,39.855,3.666,-10.699,22.994,7.063,-9.915,-15.221,-22.619,-25.837,-26.749,-21.766,-21.045,-18.766,-25.379,-18.188,-19.956,-21.974,-23.748,-15.000,-544.798,-289.718,14.557,-320.442,102.282
82001.645,302.647,0.944,9.199,39.934,3.666,-10.699,22.886,7.063,-9.707,-14.573,-23.242,-25.089,-26.535,-21.877,-21.357,-18.660,-24.954,-18.920,-19.538,-21.559,-24.536,-15.000,-544.798,-289.718,14.557,-320.442,102.250
81997.614,302.647,0.944,9.208,40.013,3.666,-10.699,22.104,7.386,-10.333,-14.897,-22.308,-25.837,-26.642,-21.208,-21.774,-18.660,-24.636,-17.979,-20.061,-22.803,-24.311,-15.000,-544.798,-289.718,14.557,-320.442,102.271
82005.677,302.649,0.944,9.207,40.013,3.986,-11.455,22.662,7.600,-9.915,-14.897,-22.308,-24.983,-27.819,-21.543,-21.253,-18.871,-24.954,-18.502,-19.747,-22.699,-23.973,-15.000,-544.798,-289.718,14.557,-320.426,102.271
82001.645,302.649,0.944,9.199,39.934,3.986,-10.591,22.104,8.028,-10.020,-14.249,-22.723,-24.876,-26.214,-21.989,-21.253,-18.660,-25.379,-18.606,-20.061,-22.181,-24.086,-15.000,-544.798,-289.718,14.557,-320.426,102.271
82005.677,302.646,0.944,9.207,40.013,3.826,-10.807,23.779,7.065,-9.706,-13.925,-22.931,-25.196,-26.321,-20.650,-21.149,-18.660,-25.273,-18.920,-19.747,-21.766,-23.523,-15.000,-544.798,-289.718,14.557,-320.426,102.271
82001.645,302.647,0.944,9.208,40.013,3.826,-10.266,23.556,7.707,-10.124,-14.789,-22.204,-25.093,-26.535,-20.761,-20.524,-19.714,-25.910,-18.502,-20.478,-21.455,-23.523,-15.000,-544.798,-289.718,14.557,-320.426,102.271
82001.645,302.647,0.944,9.199,39.934,3.986,-10.158,22.997,8.135,-9.289,-14.357,-22.308,-25.093,-26.646,-20.761,-21.253,-19.082,-25.697,-18.397,-19.329,-22.181,-23.635,-15.000,-544.798,-289.718,14.557,-320.459,102.282
82001.645,302.646,0.944,9.226,40.171,3.986,-9.618,23.444,8.135,-9.185,-13.925,-22.723,-25.200,-25.683,-20.538,-21.461,-19.398,-25.485,-18.606,-20.165,-21.870,-24.311,-15.000,-544.798,-289.718,14.557,-320.459,102.271
82001.645,302.647,0.944,9.199,39.934,3.666,-10.266,24.449,7.921,-9.080,-13.925,-22.101,-25.841,-25.897,-19.645,-22.399,-19.504,-25.485,-18.293,-20.061,-22.181,-23.185,-15.000,-544.798,-289.718,14.557,-320.442,102.282
82001.645,302.649,0.944,9.189,39.855,3.986,-11.131,23.109,7.921,-9.393,-14.033,-21.893,-24.666,-26.004,-20.761,-22.295,-20.241,-25.060,-18.711,-19.956,-22.699,-24.311,-15.000,-544.798,-289.718,14.557,-320.475,102.261
