%Atmospheric Pressure [Pa],Atmospheric Temperature [K],Atmospheric Density [kg/m^3],Airspeed [m/s],Pitot Dynamic Pressure [Pa],Aux Dynamic Pressure [Pa],Scanivalve Pressure 1 [Pa],Scanivalve Pressure 2 [Pa],Scanivalve Pressure 3 [Pa],Scanivalve Pressure 4 [Pa],Scanivalve Pressure 5 [Pa],Scanivalve Pressure 6 [Pa],Scanivalve Pressure 7 [Pa],Scanivalve Pressure 8 [Pa],Scanivalve Pressure 9 [Pa],Scanivalve Pressure 10 [Pa],Scanivalve Pressure 11 [Pa],Scanivalve Pressure 12 [Pa],Scanivalve Pressure 13 [Pa],Scanivalve Pressure 14 [Pa],Scanivalve Pressure 15 [Pa],Scanivalve Pressure 16 [Pa],Angle of Attack [deg],Sting Normal Force [N],Sting Axial Force [N],Sting Pitching Moment [Nm],ELD Probe X axis [mm],ELD Probe Y axis [mm]
83864.150,302.388,0.966,9.006,39.179,8.773,-9.078,19.983,4.603,-8.976,-10.255,-14.837,-13.454,-11.557,-5.246,-12.606,-15.497,-34.192,-31.254,-32.389,-32.442,-32.639,-8.000,-544.798,-289.718,14.557,-320.965,102.196
83864.150,302.391,0.966,9.015,39.258,9.253,-8.754,19.201,5.031,-9.498,-10.579,-14.215,-13.668,-11.343,-6.251,-11.252,-14.865,-35.679,-31.045,-32.703,-31.924,-31.964,-8.000,-544.798,-289.718,14.557,-320.997,102.207
83868.181,302.386,0.966,8.996,39.100,9.253,-8.321,19.425,4.603,-8.767,-10.687,-14.734,-13.988,-12.092,-6.474,-9.168,-14.232,-36.422,-30.522,-32.076,-32.546,-32.076,-8.000,-544.798,-289.718,14.557,-320.997,102.196
83860.118,302.389,0.966,9.015,39.258,9.253,-8.429,19.648,5.138,-9.498,-10.039,-15.564,-14.308,-11.557,-7.032,-8.022,-15.392,-35.042,-31.463,-31.658,-31.095,-31.964,-8.000,-544.798,-289.718,14.557,-320.981,102.185
83860.118,302.391,0.966,8.997,39.100,9.093,-7.889,19.536,4.603,-9.289,-11.119,-14.319,-14.629,-11.878,-6.697,-8.751,-16.446,-35.467,-30.941,-31.553,-30.784,-30.951,-8.000,-544.798,-289.718,14.557,-320.965,102.207
83860.118,302.391,0.966,8.997,39.100,9.253,-7.781,18.643,4.496,-8.976,-10.255,-15.356,-13.775,-12.306,-6.586,-9.481,-17.817,-35.891,-30.313,-30.195,-30.473,-30.951,-8.000,-544.798,-289.718,14.557,-320.981,102.218
83860.118,302.389,0.966,9.015,39.258,9.253,-7.241,18.197,4.710,-9.185,-10.471,-14.422,-13.881,-11.129,-6.697,-11.147,-19.293,-34.829,-29.059,-30.300,-30.887,-31.626,-8.000,-544.798,-289.718,14.557,-320.981,102.218
83860.118,302.391,0.966,9.006,39.179,9.253,-7.997,19.090,4.389,-8.976,-10.039,-15.252,-13.774,-11.771,-5.358,-12.814,-19.609,-33.555,-30.313,-31.135,-31.509,-31.739,-8.000,-544.798,-289.718,14.557,-321.013,102.218
83860.118,302.389,0.966,9.006,39.179,9.093,-7.673,19.313,5.245,-9.289,-9.931,-14.422,-14.202,-11.771,-5.358,-13.231,-18.449,-33.555,-29.895,-32.076,-31.095,-32.301,-8.000,-544.798,-289.718,14.557,-320.981,102.207
83864.150,302.391,0.966,8.987,39.021,9.574,-7.132,18.643,4.282,-8.871,-10.903,-14.837,-14.095,-12.199,-6.027,-13.023,-16.657,-35.573,-30.104,-30.822,-32.546,-33.202,-8.000,-544.798,-289.718,14.557,-320.965,102.207
