%Atmospheric Pressure [Pa],Atmospheric Temperature [K],Atmospheric Density [kg/m^3],Airspeed [m/s],Pitot Dynamic Pressure [Pa],Aux Dynamic Pressure [Pa],Scanivalve Pressure 1 [Pa],Scanivalve Pressure 2 [Pa],Scanivalve Pressure 3 [Pa],Scanivalve Pressure 4 [Pa],Scanivalve Pressure 5 [Pa],Scanivalve Pressure 6 [Pa],Scanivalve Pressure 7 [Pa],Scanivalve Pressure 8 [Pa],Scanivalve Pressure 9 [Pa],Scanivalve Pressure 10 [Pa],Scanivalve Pressure 11 [Pa],Scanivalve Pressure 12 [Pa],Scanivalve Pressure 13 [Pa],Scanivalve Pressure 14 [Pa],Scanivalve Pressure 15 [Pa],Scanivalve Pressure 16 [Pa],Angle of Attack [deg],Sting Normal Force [N],Sting Axial Force [N],Sting Pitching Moment [Nm],ELD Probe X axis [mm],ELD Probe Y axis [mm]
82025.834,302.889,0.943,9.195,39.882,29.657,-2.485,19.533,3.532,-12.316,-15.652,-23.757,-24.662,-25.250,-18.752,-18.336,-15.919,-21.556,-16.408,-16.610,-18.242,-20.033,-13.000,-544.798,-289.718,14.557,-320.442,102.261
82029.865,302.889,0.943,9.195,39.882,29.817,-2.269,19.087,3.746,-13.150,-16.732,-23.134,-25.623,-25.036,-18.975,-18.231,-15.919,-22.405,-15.154,-17.550,-18.449,-20.033,-13.000,-544.798,-289.718,14.557,-320.442,102.282
82037.928,302.889,0.944,9.212,40.040,29.817,-2.377,18.529,3.531,-12.420,-15.760,-23.030,-25.302,-25.785,-19.645,-17.502,-14.970,-21.980,-15.468,-17.028,-19.175,-20.258,-13.000,-544.798,-289.718,14.557,-320.459,102.271
82037.928,302.891,0.944,9.185,39.803,29.978,-2.269,18.306,3.959,-12.629,-15.544,-24.068,-25.195,-25.571,-20.203,-18.336,-15.392,-22.193,-15.677,-16.505,-18.346,-20.821,-13.000,-544.798,-289.718,14.557,-320.426,102.293
82029.865,302.892,0.943,9.186,39.803,29.657,-2.485,19.199,3.745,-12.524,-15.868,-23.134,-25.302,-25.357,-19.421,-18.336,-14.864,-22.086,-15.363,-17.236,-18.656,-20.483,-13.000,-544.798,-289.718,14.557,-320.426,102.282
82037.928,302.889,0.944,9.194,39.882,29.978,-2.917,18.752,4.066,-13.151,-15.652,-22.723,-24.662,-25.785,-19.868,-16.669,-15.075,-22.086,-15.468,-17.132,-18.449,-20.596,-13.000,-544.798,-289.718,14.557,-320.426,102.250
82033.897,302.889,0.944,9.195,39.882,29.817,-2.377,18.640,3.638,-12.524,-15.868,-22.619,-24.662,-25.036,-18.752,-16.565,-15.181,-22.511,-15.781,-17.028,-18.553,-21.046,-13.000,-544.798,-289.718,14.557,-320.459,102.261
82033.897,302.889,0.944,9.213,40.040,29.817,-3.133,19.310,3.317,-12.316,-15.113,-23.346,-24.769,-24.823,-18.082,-16.877,-15.181,-22.299,-16.095,-17.132,-19.175,-20.934,-13.000,-544.798,-289.718,14.557,-320.442,102.271
82033.897,302.891,0.944,9.195,39.882,30.138,-2.917,19.422,4.173,-12.524,-15.436,-23.034,-25.409,-25.144,-17.970,-16.252,-15.602,-22.086,-15.154,-17.863,-19.278,-20.596,-13.000,-544.798,-289.718,14.557,-320.459,102.250
82029.865,302.888,0.943,9.213,40.040,29.978,-3.241,18.864,4.280,-12.107,-15.976,-22.827,-24.662,-25.251,-18.752,-15.940,-15.181,-22.724,-15.781,-17.445,-19.900,-20.934,-13.000,-544.798,-289.718,14.557,-320.442,102.271
