%Atmospheric Pressure [Pa],Atmospheric Temperature [K],Atmospheric Density [kg/m^3],Airspeed [m/s],Pitot Dynamic Pressure [Pa],Aux Dynamic Pressure [Pa],Scanivalve Pressure 1 [Pa],Scanivalve Pressure 2 [Pa],Scanivalve Pressure 3 [Pa],Scanivalve Pressure 4 [Pa],Scanivalve Pressure 5 [Pa],Scanivalve Pressure 6 [Pa],Scanivalve Pressure 7 [Pa],Scanivalve Pressure 8 [Pa],Scanivalve Pressure 9 [Pa],Scanivalve Pressure 10 [Pa],Scanivalve Pressure 11 [Pa],Scanivalve Pressure 12 [Pa],Scanivalve Pressure 13 [Pa],Scanivalve Pressure 14 [Pa],Scanivalve Pressure 15 [Pa],Scanivalve Pressure 16 [Pa],Angle of Attack [deg],Sting Normal Force [N],Sting Axial Force [N],Sting Pitching Moment [Nm],ELD Probe X axis [mm],ELD Probe Y axis [mm]
82025.834,301.260,0.949,8.936,37.875,-52.127,-2.269,15.964,2.569,-12.420,-15.761,-22.308,-24.452,-24.077,-18.194,-18.336,-16.235,-22.512,-15.470,-16.821,-18.242,-20.259,-12.000,-544.798,-289.718,14.557,-320.459,102.271
82021.802,301.264,0.948,8.927,37.796,-51.966,-1.621,17.080,2.355,-12.733,-15.653,-22.515,-24.025,-24.184,-17.301,-18.648,-15.919,-22.405,-15.888,-17.135,-18.346,-19.921,-12.000,-544.798,-289.718,14.557,-320.459,102.271
82017.771,301.262,0.948,8.928,37.796,-52.287,-2.053,17.192,2.997,-13.151,-15.437,-21.685,-23.918,-23.649,-17.636,-17.815,-15.708,-22.618,-15.679,-17.448,-18.553,-19.583,-12.000,-544.798,-289.718,14.557,-320.475,102.271
82013.740,301.260,0.948,8.928,37.796,-52.287,-1.729,17.080,3.318,-12.316,-15.761,-22.515,-24.346,-24.291,-17.747,-16.981,-15.392,-23.042,-15.784,-16.195,-18.864,-19.471,-12.000,-544.798,-289.718,14.557,-320.442,102.250
82013.740,301.262,0.948,8.937,37.875,-52.127,-1.297,17.415,2.890,-12.629,-15.329,-22.619,-23.918,-24.184,-17.971,-17.086,-15.814,-22.830,-16.202,-17.135,-18.553,-21.046,-12.000,-544.798,-289.718,14.557,-320.442,102.250
82013.740,301.262,0.948,8.928,37.796,-52.127,-1.405,17.862,2.248,-12.733,-15.545,-21.685,-24.239,-24.398,-17.413,-18.127,-16.024,-22.512,-15.679,-16.717,-18.968,-19.808,-12.000,-544.798,-289.718,14.557,-320.459,102.261
82021.802,301.260,0.948,8.918,37.717,-52.127,-2.269,17.304,2.890,-12.942,-15.329,-22.308,-24.239,-24.505,-17.747,-17.919,-17.184,-22.830,-15.888,-17.448,-18.242,-20.259,-12.000,-544.798,-289.718,14.557,-320.459,102.282
82013.740,301.265,0.948,8.937,37.875,-52.287,-2.161,16.857,2.034,-12.524,-15.653,-22.100,-24.132,-23.863,-17.859,-18.544,-15.919,-22.936,-15.888,-16.821,-18.760,-20.709,-12.000,-544.798,-289.718,14.557,-320.442,102.271
82013.740,301.260,0.948,8.937,37.875,-52.287,-2.269,17.973,2.141,-13.046,-15.653,-22.515,-24.559,-24.291,-17.636,-19.378,-16.446,-22.830,-16.306,-16.717,-18.968,-20.709,-12.000,-544.798,-289.718,14.557,-320.442,102.271
82017.771,301.262,0.948,8.956,38.033,-52.127,-2.377,17.304,3.211,-12.837,-15.761,-22.204,-24.666,-24.184,-18.306,-18.130,-16.130,-23.149,-15.993,-17.553,-18.657,-20.709,-12.000,-544.798,-289.718,14.557,-320.459,102.271
82017.771,301.260,0.948,8.928,37.796,-52.287,-2.594,17.750,2.569,-12.629,-16.732,-22.308,-24.345,-25.254,-18.529,-17.713,-15.497,-23.680,-15.993,-16.926,-18.968,-20.259,-12.000,-544.798,-289.718,14.557,-320.442,102.282
82009.708,301.262,0.948,8.937,37.875,-52.127,-2.594,16.857,2.676,-13.151,-15.761,-23.034,-24.345,-24.184,-19.087,-17.818,-16.024,-22.936,-15.470,-16.508,-19.175,-21.722,-12.000,-544.798,-289.718,14.557,-320.442,102.271
82017.771,301.264,0.948,8.946,37.954,-52.447,-2.486,17.415,2.248,-12.942,-15.437,-21.893,-24.132,-24.184,-17.413,-18.860,-15.708,-22.087,-15.157,-17.030,-19.486,-20.146,-12.000,-544.798,-289.718,14.557,-320.459,102.261
82017.771,301.264,0.948,8.946,37.954,-52.447,-3.350,17.304,3.104,-12.942,-15.868,-22.308,-23.918,-24.398,-18.082,-18.443,-16.657,-22.299,-15.366,-16.926,-18.864,-20.934,-12.000,-544.798,-289.718,14.557,-320.442,102.271
82009.708,301.264,0.948,8.937,37.875,-51.966,-2.810,17.192,2.890,-12.629,-15.868,-22.412,-24.132,-24.291,-17.413,-18.130,-15.076,-23.043,-15.261,-16.403,-19.382,-21.497,-12.000,-544.798,-289.718,14.557,-320.442,102.261
82021.802,301.264,0.948,8.937,37.875,-52.287,-2.702,17.415,2.676,-12.733,-15.761,-22.619,-23.812,-23.649,-17.971,-17.609,-15.076,-21.768,-15.470,-16.926,-18.864,-21.047,-12.000,-544.798,-289.718,14.557,-320.459,102.282
82021.802,301.262,0.948,8.946,37.954,-52.287,-2.377,17.750,2.997,-12.316,-15.868,-21.893,-24.773,-24.077,-17.413,-16.880,-15.392,-22.618,-15.052,-17.762,-18.864,-20.934,-12.000,-544.798,-289.718,14.557,-320.426,102.282
82017.771,301.265,0.948,8.937,37.875,-52.447,-2.918,17.862,3.532,-12.629,-15.653,-22.204,-24.025,-24.612,-18.082,-17.297,-15.181,-22.405,-15.993,-16.403,-19.382,-21.047,-12.000,-544.798,-289.718,14.557,-320.442,102.261
82021.802,301.265,0.948,8.927,37.796,-52.127,-2.810,17.304,2.676,-12.107,-14.681,-22.100,-24.025,-23.756,-17.859,-16.984,-15.497,-23.043,-16.411,-17.239,-19.279,-21.947,-12.000,-544.798,-289.718,14.557,-320.459,102.250
82021.802,301.267,0.948,8.946,37.954,-52.287,-2.918,17.527,2.569,-12.420,-15.653,-21.893,-23.705,-23.863,-16.408,-17.505,-15.181,-22.830,-16.620,-17.762,-20.419,-21.272,-12.000,-544.798,-289.718,14.557,-320.426,102.282
82001.645,301.272,0.948,16.963,136.425,-39.799,7.361,67.205,10.276,-46.236,-57.321,-73.045,-77.414,-77.262,-61.279,-70.530,-65.890,-73.481,-67.316,-66.659,-67.371,-67.866,-12.000,-544.798,-289.718,14.557,-320.459,102.271
82001.645,301.272,0.948,16.948,136.188,-39.639,8.552,66.646,10.383,-47.071,-57.753,-71.904,-78.055,-76.941,-61.055,-68.551,-65.468,-74.118,-67.107,-67.181,-67.786,-68.654,-12.000,-544.798,-289.718,14.557,-320.442,102.282
82005.677,301.275,0.948,16.948,136.188,-39.479,8.985,65.865,10.597,-46.653,-58.076,-72.942,-77.521,-77.155,-60.051,-66.988,-64.941,-73.481,-66.689,-66.032,-69.237,-69.892,-12.000,-544.798,-289.718,14.557,-320.475,102.271
82001.645,301.270,0.948,16.953,136.267,-39.799,8.011,66.423,10.062,-46.445,-57.105,-73.253,-76.881,-75.870,-59.828,-68.134,-63.887,-72.207,-66.689,-67.599,-69.444,-71.693,-12.000,-544.798,-289.718,14.557,-320.442,102.282
82001.645,301.273,0.948,16.958,136.346,-39.639,7.145,66.758,10.383,-46.549,-57.213,-72.527,-77.842,-76.513,-59.828,-67.718,-63.359,-73.800,-68.362,-68.853,-69.755,-71.355,-12.000,-544.798,-289.718,14.557,-320.459,102.271
81989.551,301.270,0.948,16.960,136.346,-39.639,6.062,66.535,10.918,-46.966,-57.969,-73.056,-77.628,-77.155,-60.832,-64.905,-66.628,-74.437,-67.839,-69.166,-70.895,-72.931,-12.000,-544.798,-289.718,14.557,-320.426,102.271
