%Atmospheric Pressure [Pa],Atmospheric Temperature [K],Atmospheric Density [kg/m^3],Airspeed [m/s],Pitot Dynamic Pressure [Pa],Aux Dynamic Pressure [Pa],Scanivalve Pressure 1 [Pa],Scanivalve Pressure 2 [Pa],Scanivalve Pressure 3 [Pa],Scanivalve Pressure 4 [Pa],Scanivalve Pressure 5 [Pa],Scanivalve Pressure 6 [Pa],Scanivalve Pressure 7 [Pa],Scanivalve Pressure 8 [Pa],Scanivalve Pressure 9 [Pa],Scanivalve Pressure 10 [Pa],Scanivalve Pressure 11 [Pa],Scanivalve Pressure 12 [Pa],Scanivalve Pressure 13 [Pa],Scanivalve Pressure 14 [Pa],Scanivalve Pressure 15 [Pa],Scanivalve Pressure 16 [Pa],Angle of Attack [deg],Sting Normal Force [N],Sting Axial Force [N],Sting Pitching Moment [Nm],ELD Probe X axis [mm],ELD Probe Y axis [mm]
82050.022,302.575,0.945,8.989,38.163,1.969,-5.511,19.313,4.924,-11.272,-15.653,-22.412,-24.986,-25.790,-20.092,-18.128,-16.024,-23.043,-16.307,-16.613,-19.486,-20.709,-14.000,-544.798,-289.718,14.557,-320.426,102.207
82050.022,302.578,0.945,8.989,38.163,1.649,-5.511,19.648,4.389,-11.585,-15.437,-23.242,-25.307,-25.255,-19.980,-18.753,-16.762,-22.724,-16.202,-17.239,-18.864,-21.497,-14.000,-544.798,-289.718,14.557,-320.442,102.196
82041.959,302.576,0.945,8.998,38.242,1.649,-5.944,19.425,5.138,-11.376,-15.113,-22.412,-25.627,-25.469,-19.310,-19.274,-16.657,-22.830,-15.888,-17.762,-19.175,-20.371,-14.000,-544.798,-289.718,14.557,-320.442,102.196
82045.991,302.573,0.945,8.989,38.163,1.649,-6.808,18.867,4.817,-11.481,-15.329,-22.204,-23.812,-26.539,-19.422,-18.232,-17.395,-22.618,-16.307,-16.822,-19.693,-20.934,-14.000,-544.798,-289.718,14.557,-320.410,102.196
82037.928,302.576,0.945,8.980,38.084,1.969,-5.620,19.313,4.389,-11.272,-15.221,-22.412,-24.986,-25.041,-20.426,-18.857,-16.341,-22.830,-15.679,-17.239,-19.071,-21.047,-14.000,-544.798,-289.718,14.557,-320.442,102.196
82041.959,302.578,0.945,8.989,38.163,1.649,-6.376,19.872,4.175,-11.585,-14.897,-22.931,-25.093,-25.469,-19.310,-18.128,-15.919,-23.149,-16.620,-17.135,-19.279,-21.272,-14.000,-544.798,-289.718,14.557,-320.410,102.207
82041.959,302.576,0.945,8.998,38.242,1.969,-6.700,19.983,5.566,-12.107,-15.113,-22.723,-24.452,-25.362,-19.533,-17.294,-16.235,-22.830,-16.202,-18.180,-18.968,-21.384,-14.000,-544.798,-289.718,14.557,-320.426,102.185
82045.991,302.576,0.945,9.007,38.321,1.649,-6.376,19.983,5.138,-10.959,-15.761,-22.204,-24.559,-25.576,-19.422,-16.982,-15.919,-23.467,-16.411,-16.926,-19.797,-21.272,-14.000,-544.798,-289.718,14.557,-320.410,102.175
82050.022,302.576,0.945,9.007,38.321,1.649,-6.268,20.765,5.459,-10.855,-13.818,-22.827,-24.132,-24.827,-19.422,-17.398,-16.657,-23.998,-17.038,-17.971,-19.693,-22.060,-14.000,-544.798,-289.718,14.557,-320.442,102.196
82045.991,302.580,0.945,8.998,38.242,1.489,-5.728,20.653,5.673,-10.959,-14.573,-21.893,-24.346,-24.934,-17.747,-18.440,-16.868,-23.467,-16.411,-18.075,-20.108,-22.060,-14.000,-544.798,-289.718,14.557,-320.459,102.207
82041.959,302.578,0.945,8.998,38.242,1.969,-7.349,20.318,5.673,-10.750,-14.573,-22.101,-24.132,-25.255,-17.971,-18.232,-17.711,-24.423,-17.247,-18.284,-20.626,-22.285,-14.000,-544.798,-289.718,14.557,-320.459,102.207
82045.991,302.576,0.945,8.998,38.242,1.809,-6.808,19.425,5.887,-10.750,-14.357,-22.516,-23.919,-24.613,-19.422,-19.274,-17.395,-25.273,-17.456,-18.180,-20.212,-22.735,-14.000,-544.798,-289.718,14.557,-320.410,102.207
82045.991,302.576,0.945,9.007,38.321,1.329,-7.024,20.765,5.352,-10.646,-14.249,-21.997,-24.452,-24.720,-18.529,-20.315,-17.606,-24.954,-17.561,-18.493,-20.937,-22.285,-14.000,-544.798,-289.718,14.557,-320.459,102.196
82041.959,302.576,0.945,9.008,38.321,1.649,-7.673,20.318,5.459,-11.168,-14.789,-22.516,-24.452,-24.613,-19.422,-20.420,-18.238,-25.166,-17.143,-18.598,-20.730,-22.285,-14.000,-544.798,-289.718,14.557,-320.442,102.196
82037.928,302.576,0.945,8.999,38.242,1.489,-7.241,19.760,5.459,-11.063,-15.545,-22.101,-24.346,-25.469,-19.868,-20.524,-17.606,-25.166,-16.620,-18.284,-21.041,-22.622,-14.000,-544.798,-289.718,14.557,-320.426,102.196
82041.959,302.578,0.945,9.008,38.321,1.489,-7.673,20.206,5.031,-11.168,-14.465,-23.346,-24.666,-25.362,-20.873,-20.315,-17.922,-24.105,-17.247,-18.389,-20.419,-23.072,-14.000,-544.798,-289.718,14.557,-320.426,102.196
82045.991,302.575,0.945,9.017,38.400,1.489,-7.457,19.983,5.887,-11.272,-14.681,-22.204,-25.093,-25.576,-19.756,-20.836,-18.238,-25.166,-16.411,-18.702,-20.419,-21.609,-14.000,-544.798,-289.718,14.557,-320.459,102.175
82050.022,302.578,0.945,8.998,38.242,1.489,-7.889,19.871,4.924,-11.063,-14.897,-22.308,-24.346,-26.111,-20.203,-20.524,-18.027,-23.998,-16.934,-18.180,-20.108,-21.947,-14.000,-544.798,-289.718,14.557,-320.426,102.228
82041.959,302.576,0.945,8.989,38.163,1.009,-6.808,19.425,4.817,-11.063,-14.897,-22.827,-25.093,-25.683,-20.984,-20.836,-17.395,-24.529,-17.247,-17.448,-19.279,-21.497,-14.000,-544.798,-289.718,14.557,-320.426,102.207
82045.991,302.581,0.945,8.998,38.242,1.649,-6.808,20.206,4.710,-11.272,-14.789,-22.412,-24.559,-25.576,-19.422,-21.149,-17.184,-23.574,-17.038,-17.971,-19.590,-21.047,-14.000,-544.798,-289.718,14.557,-320.442,102.196
82045.991,302.589,0.945,16.999,136.476,-12.279,-7.024,77.923,20.339,-39.557,-54.838,-72.423,-79.017,-80.580,-66.749,-72.823,-70.740,-75.818,-70.035,-69.898,-72.036,-73.832,-14.000,-544.798,-289.718,14.557,-320.426,102.196
82050.022,302.592,0.945,17.003,136.555,-12.119,-7.889,77.142,20.339,-39.452,-54.299,-72.008,-78.590,-79.188,-65.967,-74.386,-71.056,-77.198,-70.975,-71.779,-73.073,-76.871,-14.000,-544.798,-289.718,14.557,-320.426,102.196
82050.022,302.591,0.945,17.003,136.555,-12.279,-10.158,78.593,20.767,-39.348,-53.975,-71.075,-78.483,-79.188,-64.405,-74.802,-71.267,-78.048,-71.812,-74.078,-74.835,-77.546,-14.000,-544.798,-289.718,14.557,-320.426,102.185
82045.991,302.589,0.945,16.999,136.476,-11.639,-12.752,78.258,21.623,-38.304,-53.327,-70.867,-77.415,-79.295,-64.070,-75.011,-73.164,-79.853,-73.589,-74.286,-75.664,-77.659,-14.000,-544.798,-289.718,14.557,-320.442,102.207
82054.054,302.591,0.945,16.998,136.476,-11.799,-12.536,78.370,21.944,-38.617,-52.356,-70.659,-77.415,-78.225,-64.181,-76.469,-73.902,-80.278,-73.275,-73.764,-75.042,-78.221,-14.000,-544.798,-289.718,14.557,-320.426,102.207
82041.959,302.591,0.945,17.009,136.634,-12.119,-13.833,80.044,21.837,-38.095,-52.140,-70.763,-77.095,-78.546,-63.958,-78.761,-74.430,-79.110,-73.484,-73.660,-75.457,-77.884,-14.000,-544.798,-289.718,14.557,-320.393,102.185
82050.022,302.589,0.945,17.008,136.634,-11.799,-13.400,79.151,22.372,-38.200,-52.895,-70.348,-78.269,-78.760,-65.521,-78.970,-74.113,-78.791,-71.393,-74.182,-74.006,-76.871,-14.000,-544.798,-289.718,14.557,-320.459,102.185
82050.022,302.588,0.945,16.998,136.476,-11.959,-13.076,79.486,22.372,-38.095,-53.111,-70.556,-77.522,-80.259,-66.190,-78.240,-72.426,-77.942,-71.707,-72.301,-74.524,-74.732,-14.000,-544.798,-289.718,14.557,-320.426,102.196
82041.959,302.588,0.945,16.994,136.397,-12.119,-11.779,78.370,21.944,-38.304,-52.680,-71.490,-78.163,-79.188,-67.641,-76.574,-71.794,-77.092,-70.557,-72.092,-72.969,-75.295,-14.000,-544.798,-289.718,14.557,-320.426,102.185
82054.054,302.588,0.945,16.993,136.397,-11.959,-11.996,78.593,21.623,-38.617,-53.003,-71.282,-77.842,-79.402,-65.520,-76.261,-70.740,-77.198,-70.244,-70.839,-73.280,-74.395,-14.000,-544.798,-289.718,14.557,-320.442,102.196
82045.991,302.589,0.945,16.994,136.397,-12.119,-11.347,78.928,22.158,-38.826,-53.111,-70.971,-77.949,-79.295,-65.743,-74.907,-72.215,-77.092,-70.035,-71.674,-72.762,-74.507,-14.000,-544.798,-289.718,14.557,-320.410,102.185
82058.085,302.586,0.945,16.998,136.476,-11.959,-10.807,77.811,21.516,-38.513,-53.651,-70.763,-77.415,-78.867,-65.073,-75.115,-69.685,-77.517,-70.035,-71.048,-73.280,-74.732,-14.000,-544.798,-289.718,14.557,-320.426,102.196
