%Atmospheric Pressure [Pa],Atmospheric Temperature [K],Atmospheric Density [kg/m^3],Airspeed [m/s],Pitot Dynamic Pressure [Pa],Aux Dynamic Pressure [Pa],Scanivalve Pressure 1 [Pa],Scanivalve Pressure 2 [Pa],Scanivalve Pressure 3 [Pa],Scanivalve Pressure 4 [Pa],Scanivalve Pressure 5 [Pa],Scanivalve Pressure 6 [Pa],Scanivalve Pressure 7 [Pa],Scanivalve Pressure 8 [Pa],Scanivalve Pressure 9 [Pa],Scanivalve Pressure 10 [Pa],Scanivalve Pressure 11 [Pa],Scanivalve Pressure 12 [Pa],Scanivalve Pressure 13 [Pa],Scanivalve Pressure 14 [Pa],Scanivalve Pressure 15 [Pa],Scanivalve Pressure 16 [Pa],Angle of Attack [deg],Sting Normal Force [N],Sting Axial Force [N],Sting Pitching Moment [Nm],ELD Probe X axis [mm],ELD Probe Y axis [mm]
82021.802,302.173,0.946,8.916,37.583,-12.095,-8.321,21.766,7.598,-8.872,-12.954,-21.167,-23.274,-24.502,-19.533,-18.649,-16.341,-22.406,-16.307,-16.613,-18.968,-20.934,-15.000,-544.798,-289.718,14.557,-320.442,102.261
82017.771,302.170,0.946,8.906,37.503,-12.095,-8.321,22.327,7.705,-8.872,-12.846,-20.440,-24.022,-24.502,-19.868,-18.336,-16.130,-22.830,-15.784,-17.762,-19.175,-20.146,-15.000,-544.798,-289.718,14.557,-320.459,102.271
82017.771,302.173,0.946,8.935,37.741,-12.255,-8.754,21.211,7.600,-8.454,-12.738,-20.855,-23.701,-25.465,-18.975,-18.336,-16.446,-23.043,-16.307,-16.926,-19.382,-21.497,-15.000,-544.798,-289.718,14.557,-320.459,102.271
82025.834,302.170,0.946,8.915,37.583,-12.255,-9.726,21.099,7.921,-8.767,-12.522,-21.167,-23.488,-24.395,-19.533,-18.128,-16.868,-23.574,-16.098,-17.135,-19.279,-21.835,-15.000,-544.798,-289.718,14.557,-320.459,102.271
82013.740,302.170,0.946,8.897,37.424,-12.415,-9.294,21.099,6.851,-8.976,-13.062,-20.544,-23.488,-24.395,-18.306,-19.378,-16.868,-23.149,-16.829,-17.762,-19.590,-21.272,-15.000,-544.798,-289.718,14.557,-320.442,102.261
82013.740,302.172,0.946,8.907,37.503,-12.095,-9.726,21.434,7.814,-9.289,-13.170,-20.440,-23.274,-24.502,-19.087,-17.919,-17.184,-24.105,-16.411,-18.389,-19.590,-21.272,-15.000,-544.798,-289.718,14.557,-320.459,102.282
82017.771,302.172,0.946,8.897,37.424,-12.415,-9.510,21.769,7.279,-8.141,-13.386,-20.440,-23.491,-24.502,-18.641,-18.128,-16.973,-24.105,-16.829,-17.240,-20.315,-21.722,-15.000,-544.798,-289.718,14.557,-320.459,102.261
82017.771,302.170,0.946,8.906,37.503,-12.095,-9.726,21.881,7.279,-8.245,-12.090,-21.374,-23.278,-23.864,-18.975,-19.065,-16.341,-23.892,-16.934,-17.971,-19.486,-21.835,-15.000,-544.798,-289.718,14.557,-320.426,102.271
82013.740,302.172,0.946,8.907,37.503,-12.255,-9.726,22.327,7.493,-8.663,-12.306,-20.025,-23.919,-23.864,-18.863,-19.482,-17.079,-24.529,-16.202,-17.762,-20.108,-21.272,-15.000,-544.798,-289.718,14.557,-320.426,102.282
82009.708,302.173,0.945,8.879,37.266,-12.255,-10.699,21.881,8.456,-8.767,-12.198,-20.440,-22.851,-24.827,-18.417,-18.753,-17.079,-23.998,-16.934,-17.657,-19.693,-21.609,-15.000,-544.798,-289.718,14.557,-320.426,102.271
