%Atmospheric Pressure [Pa],Atmospheric Temperature [K],Atmospheric Density [kg/m^3],Airspeed [m/s],Pitot Dynamic Pressure [Pa],Aux Dynamic Pressure [Pa],Scanivalve Pressure 1 [Pa],Scanivalve Pressure 2 [Pa],Scanivalve Pressure 3 [Pa],Scanivalve Pressure 4 [Pa],Scanivalve Pressure 5 [Pa],Scanivalve Pressure 6 [Pa],Scanivalve Pressure 7 [Pa],Scanivalve Pressure 8 [Pa],Scanivalve Pressure 9 [Pa],Scanivalve Pressure 10 [Pa],Scanivalve Pressure 11 [Pa],Scanivalve Pressure 12 [Pa],Scanivalve Pressure 13 [Pa],Scanivalve Pressure 14 [Pa],Scanivalve Pressure 15 [Pa],Scanivalve Pressure 16 [Pa],Angle of Attack [deg],Sting Normal Force [N],Sting Axial Force [N],Sting Pitching Moment [Nm],ELD Probe X axis [mm],ELD Probe Y axis [mm]
83465.041,302.612,0.961,9.035,39.218,-13.408,-1.729,17.862,3.104,-12.629,-14.357,-19.818,-21.779,-21.292,-14.399,-16.460,-17.184,-26.865,-19.756,-21.314,-21.870,-22.622,-10.000,-544.798,-289.718,14.557,-320.328,102.196
83461.010,302.612,0.961,9.017,39.060,-13.568,-1.513,17.304,2.783,-11.585,-15.005,-20.129,-21.246,-21.399,-14.287,-16.044,-16.973,-26.971,-19.442,-20.374,-21.973,-22.622,-10.000,-544.798,-289.718,14.557,-320.328,102.175
83461.010,302.612,0.961,9.026,39.139,-13.408,-1.297,17.416,2.462,-11.898,-14.249,-20.959,-21.566,-20.864,-14.287,-16.356,-17.184,-26.440,-19.965,-19.956,-21.144,-23.410,-10.000,-544.798,-289.718,14.557,-320.344,102.185
83456.979,302.612,0.961,9.026,39.139,-13.248,-1.513,17.416,2.890,-12.211,-14.357,-19.506,-22.206,-20.650,-13.729,-17.086,-17.816,-25.697,-18.920,-21.209,-21.559,-22.622,-10.000,-544.798,-289.718,14.557,-320.344,102.175
83456.979,302.610,0.961,9.017,39.060,-13.248,-1.513,16.969,3.104,-11.689,-14.681,-19.610,-20.818,-21.399,-13.617,-16.877,-17.500,-25.909,-19.547,-19.956,-21.662,-22.847,-10.000,-544.798,-289.718,14.557,-320.328,102.196
83461.010,302.612,0.961,9.026,39.139,-13.568,-0.756,16.522,2.569,-12.003,-13.709,-20.025,-21.459,-20.436,-14.510,-16.981,-16.973,-26.016,-20.174,-20.165,-21.559,-22.960,-10.000,-544.798,-289.718,14.557,-320.328,102.185
83461.010,302.612,0.961,9.026,39.139,-13.728,-1.621,17.527,2.783,-11.794,-13.925,-19.714,-21.566,-21.185,-13.394,-17.502,-16.551,-26.759,-19.965,-20.687,-21.662,-22.960,-10.000,-544.798,-289.718,14.557,-320.328,102.196
83452.947,302.613,0.961,9.036,39.218,-13.888,-1.729,17.750,3.425,-12.629,-14.033,-19.818,-21.246,-21.185,-14.175,-15.523,-16.973,-27.290,-20.278,-20.687,-22.181,-23.185,-10.000,-544.798,-289.718,14.557,-320.312,102.196
83456.979,302.609,0.961,9.035,39.218,-13.888,-1.405,16.634,2.890,-12.003,-14.573,-20.129,-21.352,-20.864,-14.510,-14.481,-16.973,-28.245,-19.965,-20.896,-22.388,-22.960,-10.000,-544.798,-289.718,14.557,-320.328,102.175
83456.979,302.615,0.961,9.017,39.060,-13.408,-1.405,17.974,1.819,-12.107,-14.141,-20.440,-20.605,-20.971,-13.729,-13.856,-18.238,-27.077,-20.801,-21.523,-21.870,-23.297,-10.000,-544.798,-289.718,14.557,-320.344,102.207
