%Atmospheric Pressure [Pa],Atmospheric Temperature [K],Atmospheric Density [kg/m^3],Airspeed [m/s],Pitot Dynamic Pressure [Pa],Aux Dynamic Pressure [Pa],Scanivalve Pressure 1 [Pa],Scanivalve Pressure 2 [Pa],Scanivalve Pressure 3 [Pa],Scanivalve Pressure 4 [Pa],Scanivalve Pressure 5 [Pa],Scanivalve Pressure 6 [Pa],Scanivalve Pressure 7 [Pa],Scanivalve Pressure 8 [Pa],Scanivalve Pressure 9 [Pa],Scanivalve Pressure 10 [Pa],Scanivalve Pressure 11 [Pa],Scanivalve Pressure 12 [Pa],Scanivalve Pressure 13 [Pa],Scanivalve Pressure 14 [Pa],Scanivalve Pressure 15 [Pa],Scanivalve Pressure 16 [Pa],Angle of Attack [deg],Sting Normal Force [N],Sting Axial Force [N],Sting Pitching Moment [Nm],ELD Probe X axis [mm],ELD Probe Y axis [mm]
83533.575,302.394,0.962,8.952,38.562,3.138,-1.513,17.304,2.354,-12.940,-14.033,-20.540,-22.203,-22.254,-15.403,-18.544,-17.813,-24.949,-18.606,-20.164,-21.144,-22.397,-10.000,-544.798,-289.718,14.557,-320.540,102.196
83529.544,302.397,0.962,8.943,38.483,3.138,-2.594,17.192,2.996,-12.314,-14.897,-20.748,-21.669,-22.789,-15.180,-18.127,-18.235,-25.268,-18.919,-19.120,-21.351,-22.509,-10.000,-544.798,-289.718,14.557,-320.540,102.185
83529.544,302.397,0.962,8.943,38.483,3.138,-1.189,16.411,2.355,-12.522,-14.789,-21.059,-21.562,-21.826,-16.073,-18.335,-17.497,-25.268,-17.874,-19.329,-21.247,-23.072,-10.000,-544.798,-289.718,14.557,-320.540,102.196
83525.512,302.396,0.962,8.944,38.483,2.978,-1.837,17.081,1.926,-12.420,-15.220,-20.644,-22.096,-22.254,-15.291,-19.690,-18.340,-24.843,-18.501,-19.537,-21.455,-22.509,-10.000,-544.798,-289.718,14.557,-320.557,102.185
83529.544,302.396,0.962,8.943,38.483,2.978,-2.053,16.746,2.462,-12.942,-14.681,-21.370,-21.669,-22.254,-15.626,-18.961,-18.446,-25.586,-18.606,-19.329,-21.040,-23.184,-10.000,-544.798,-289.718,14.557,-320.573,102.185
83529.544,302.396,0.962,8.943,38.483,3.298,-1.297,16.299,2.248,-12.420,-15.652,-21.371,-22.203,-21.933,-16.408,-19.169,-17.919,-25.374,-17.769,-19.329,-21.247,-23.184,-10.000,-544.798,-289.718,14.557,-320.540,102.185
83529.544,302.397,0.962,8.953,38.562,3.138,-1.621,17.304,1.498,-12.629,-15.005,-21.993,-22.096,-22.468,-15.626,-19.377,-18.446,-25.374,-19.233,-19.329,-20.833,-23.972,-10.000,-544.798,-289.718,14.557,-320.557,102.207
83525.512,302.397,0.962,8.925,38.325,3.138,-1.513,16.411,2.248,-13.359,-15.220,-21.163,-21.989,-22.254,-15.515,-18.752,-18.446,-25.799,-18.397,-19.851,-21.247,-22.509,-10.000,-544.798,-289.718,14.557,-320.557,102.175
83525.512,302.397,0.962,8.953,38.562,3.138,-1.513,17.304,1.712,-12.211,-15.652,-21.267,-21.776,-22.468,-15.180,-19.065,-17.392,-25.586,-19.337,-19.120,-21.869,-22.622,-10.000,-544.798,-289.718,14.557,-320.557,102.196
83533.575,302.397,0.962,8.961,38.642,3.138,-0.973,16.857,2.355,-12.524,-14.681,-22.097,-21.562,-22.147,-15.514,-19.065,-16.970,-25.693,-18.815,-19.851,-21.455,-23.297,-10.000,-544.798,-289.718,14.557,-320.540,102.196
83529.544,302.396,0.962,8.952,38.562,2.978,-1.621,16.969,2.355,-12.629,-15.113,-20.852,-22.203,-21.826,-15.403,-18.544,-16.973,-25.586,-18.606,-20.164,-21.351,-21.946,-10.000,-544.798,-289.718,14.557,-320.540,102.185
