%Atmospheric Pressure [Pa],Atmospheric Temperature [K],Atmospheric Density [kg/m^3],Airspeed [m/s],Pitot Dynamic Pressure [Pa],Aux Dynamic Pressure [Pa],Scanivalve Pressure 1 [Pa],Scanivalve Pressure 2 [Pa],Scanivalve Pressure 3 [Pa],Scanivalve Pressure 4 [Pa],Scanivalve Pressure 5 [Pa],Scanivalve Pressure 6 [Pa],Scanivalve Pressure 7 [Pa],Scanivalve Pressure 8 [Pa],Scanivalve Pressure 9 [Pa],Scanivalve Pressure 10 [Pa],Scanivalve Pressure 11 [Pa],Scanivalve Pressure 12 [Pa],Scanivalve Pressure 13 [Pa],Scanivalve Pressure 14 [Pa],Scanivalve Pressure 15 [Pa],Scanivalve Pressure 16 [Pa],Angle of Attack [deg],Sting Normal Force [N],Sting Axial Force [N],Sting Pitching Moment [Nm],ELD Probe X axis [mm],ELD Probe Y axis [mm]
82033.897,302.638,0.944,9.072,38.863,-8.853,-5.62,20.318,5.351,-11.585,-14.681,-21.582,-24.662,-25.465,-19.31,-17.815,-16.657,-22.405,-15.888,-17.135,-18.553,-20.484,-14,-544.798,-289.718,14.557,-320.442,102.282
82033.897,302.639,0.944,9.045,38.626,-8.853,-4.971,18.978,5.458,-11.168,-14.897,-21.997,-24.021,-24.716,-19.31,-18.023,-15.181,-23.149,-15.366,-16.195,-18.035,-20.371,-14,-544.798,-289.718,14.557,-320.442,102.261
82033.897,302.638,0.944,9.063,38.784,-8.693,-5.295,20.318,4.923,-10.541,-14.465,-22.412,-24.342,-25.251,-18.529,-17.607,-15.708,-22.193,-16.306,-16.404,-18.657,-20.484,-14,-544.798,-289.718,14.557,-320.426,102.261
82041.959,302.641,0.944,9.044,38.626,-8.853,-4.971,20.095,6.315,-10.959,-14.249,-22.1,-24.449,-25.144,-19.087,-17.19,-16.446,-22.193,-14.948,-16.821,-18.968,-20.259,-14,-544.798,-289.718,14.557,-320.442,102.261
82033.897,302.638,0.944,9.045,38.626,-8.693,-5.187,19.648,5.244,-10.646,-14.465,-21.789,-24.021,-25.358,-18.529,-17.086,-15.814,-22.299,-15.261,-16.404,-19.486,-20.821,-14,-544.798,-289.718,14.557,-320.442,102.282
82037.928,302.636,0.944,9.045,38.626,-8.693,-4.971,19.872,5.565,-10.855,-14.465,-22.308,-24.021,-24.395,-18.864,-17.294,-15.497,-21.768,-15.679,-16.299,-19.382,-21.159,-14,-544.798,-289.718,14.557,-320.442,102.271
82029.865,302.638,0.944,9.054,38.705,-9.013,-5.079,20.653,5.779,-10.646,-14.249,-21.582,-24.342,-24.181,-17.971,-18.128,-15.392,-21.981,-15.261,-17.03,-19.382,-20.371,-14,-544.798,-289.718,14.557,-320.426,102.261
82029.865,302.638,0.944,9.036,38.547,-8.693,-6.052,20.095,5.351,-10.75,-14.573,-21.478,-23.274,-25.251,-18.306,-17.398,-15.392,-22.299,-15.47,-16.717,-18.76,-20.821,-14,-544.798,-289.718,14.557,-320.459,102.271
82033.897,302.638,0.944,9.054,38.705,-8.693,-4.971,19.09,5.994,-10.541,-14.141,-21.374,-24.128,-23.539,-18.975,-17.086,-14.97,-22.512,-15.679,-17.03,-18.864,-21.272,-14,-544.798,-289.718,14.557,-320.442,102.282
82033.897,302.639,0.944,9.045,38.626,-8.693,-5.944,20.765,5.03,-10.228,-14.033,-21.582,-23.701,-24.609,-18.082,-16.981,-15.392,-23.149,-16.516,-16.821,-19.071,-21.384,-14,-544.798,-289.718,14.557,-320.442,102.25
