%Atmospheric Pressure [Pa],Atmospheric Temperature [K],Airspeed Differential Pressure [Pa],Aux Differential Pressure [Pa],ELD Probe X axis [mm],ELD Probe Y axis [mm],Voltage [V]
83400.539,302.117,20.889,20.585,-275.531,59.718,1.5
83396.508,302.115,21.047,21.066,-275.515,59.728,1.5
83400.539,302.115,21.047,20.585,-275.515,59.728,1.5
83404.57,302.115,20.968,20.745,-275.515,59.728,1.5
83400.539,302.118,20.81,21.066,-275.515,59.728,1.5
83404.57,302.115,20.889,21.066,-275.515,59.718,1.5
83400.539,302.114,20.968,20.906,-275.548,59.718,1.5
83404.57,302.117,20.968,20.906,-275.515,59.718,1.5
83400.539,302.115,21.047,20.906,-275.531,59.718,1.5
83400.539,302.115,20.731,20.745,-275.515,59.718,1.5
83408.602,302.114,20.889,20.585,-275.531,59.718,1.5
83408.602,302.117,20.731,21.066,-275.515,59.728,1.5
83408.602,302.117,20.889,21.386,-275.531,59.728,1.5
83404.57,302.117,20.968,21.066,-275.531,59.718,1.5
83408.602,302.117,21.047,21.226,-275.515,59.728,1.5
83404.57,302.115,20.889,21.226,-275.531,59.708,1.5
83412.633,302.115,20.889,21.386,-275.548,59.718,1.5
83404.57,302.115,20.968,21.226,-275.515,59.708,1.5
83404.57,302.112,21.047,21.066,-275.531,59.708,1.5
83404.57,302.114,20.889,21.066,-275.515,59.728,1.5
83408.602,302.114,20.889,21.386,-275.548,59.708,1.5
83408.602,302.114,20.81,21.226,-275.515,59.738,1.5
83400.539,302.114,20.889,21.226,-275.548,59.718,1.5
83408.602,302.114,20.968,21.226,-275.531,59.708,1.5
83404.57,302.114,20.968,21.386,-275.531,59.728,1.5
83408.602,302.112,21.126,21.066,-275.531,59.708,1.5
83404.57,302.11,20.968,20.906,-275.531,59.728,1.5
83404.57,302.11,20.968,21.226,-275.548,59.738,1.5
83404.57,302.114,20.968,20.906,-275.515,59.718,1.5
83404.57,302.112,20.968,21.066,-275.499,59.718,1.5
83404.57,302.112,20.968,20.745,-275.515,59.708,1.5
