%Atmospheric Pressure [Pa],Atmospheric Temperature [K],Airspeed Differential Pressure [Pa],Aux Differential Pressure [Pa],ELD Probe X axis [mm],ELD Probe Y axis [mm],Voltage [V]
82852.269,300.096,39.462,39.053,-199.663,-66.664,2.000
82856.301,300.095,39.383,39.213,-199.631,-66.675,2.000
82852.269,300.096,39.383,39.373,-199.663,-66.675,2.000
82856.301,300.098,39.462,39.053,-199.663,-66.664,2.000
82848.238,300.093,39.462,39.373,-199.696,-66.654,2.000
82852.269,300.095,39.541,38.893,-199.680,-66.654,2.000
82848.238,300.095,39.620,39.053,-199.680,-66.664,2.000
82852.269,300.095,39.462,39.053,-199.680,-66.675,2.000
82848.238,300.096,39.541,38.893,-199.663,-66.664,2.000
82848.238,300.093,39.541,38.893,-199.663,-66.686,2.000
82848.238,300.096,39.620,39.053,-199.663,-66.664,2.000
82840.175,300.098,39.699,39.213,-199.680,-66.654,2.000
82848.238,300.096,39.620,38.893,-199.647,-66.654,2.000
82844.207,300.101,39.699,39.213,-199.680,-66.664,2.000
82848.238,300.095,39.699,39.213,-199.647,-66.643,2.000
82852.269,300.098,39.620,39.053,-199.680,-66.664,2.000
82844.207,300.099,39.620,39.053,-199.680,-66.675,2.000
82844.207,300.098,39.462,38.893,-199.680,-66.664,2.000
82856.301,300.096,39.462,39.213,-199.663,-66.664,2.000
82848.238,300.099,39.541,38.893,-199.647,-66.664,2.000
82852.269,300.096,39.541,39.053,-199.680,-66.664,2.000
82852.269,300.098,39.462,38.893,-199.663,-66.664,2.000
82848.238,300.099,39.699,39.213,-199.663,-66.664,2.000
82844.207,300.101,39.541,39.053,-199.696,-66.664,2.000
82848.238,300.098,39.541,39.053,-199.696,-66.654,2.000
82848.238,300.098,39.462,39.053,-199.663,-66.686,2.000
82836.144,300.101,39.383,39.053,-199.663,-66.675,2.000
82848.238,300.103,39.304,38.893,-199.680,-66.654,2.000
82840.175,300.099,39.304,39.053,-199.680,-66.675,2.000
82844.207,300.099,39.462,38.893,-199.647,-66.675,2.000
82840.175,300.099,39.383,39.213,-199.663,-66.664,2.000
82848.238,300.096,39.383,39.053,-199.680,-66.675,2.000
82840.175,300.103,39.304,39.213,-199.663,-66.675,2.000
82844.207,300.099,39.304,39.213,-199.663,-66.664,2.000
82840.175,300.098,39.462,39.213,-199.696,-66.675,2.000
82840.175,300.103,39.146,39.213,-199.647,-66.664,2.000
82844.207,300.098,39.462,39.213,-199.680,-66.675,2.000
82840.175,300.098,39.304,39.373,-199.663,-66.654,2.000
82832.112,300.098,39.225,39.213,-199.647,-66.664,2.000
82840.175,300.098,39.225,39.213,-199.680,-66.654,2.000
82844.207,300.096,39.225,39.053,-199.647,-66.664,2.000
82844.207,300.098,39.383,39.213,-199.696,-66.664,2.000
82836.144,300.096,39.304,38.893,-199.663,-66.654,2.000
82840.175,300.099,39.383,39.053,-199.663,-66.654,2.000
82844.207,300.096,39.304,39.053,-199.663,-66.664,2.000
82848.238,300.095,39.225,38.893,-199.663,-66.643,2.000
82844.207,300.096,39.462,39.053,-199.631,-66.643,2.000
82848.238,300.096,39.462,39.053,-199.663,-66.664,2.000
82848.238,300.095,39.304,38.893,-199.663,-66.664,2.000
82848.238,300.095,39.225,38.893,-199.680,-66.675,2.000
82848.238,300.091,39.383,38.893,-199.631,-66.675,2.000
82848.238,300.095,39.304,38.413,-199.680,-66.664,2.000
82848.238,300.096,39.383,38.733,-199.663,-66.654,2.000
82848.238,300.093,39.304,38.733,-199.663,-66.664,2.000
82848.238,300.091,39.462,38.573,-199.663,-66.643,2.000
82852.269,300.095,39.383,38.893,-199.663,-66.654,2.000
82848.238,300.095,39.462,38.893,-199.663,-66.664,2.000
82852.269,300.093,39.383,38.733,-199.680,-66.654,2.000
82856.301,300.096,39.304,38.893,-199.663,-66.664,2.000
82852.269,300.095,39.383,38.733,-199.680,-66.675,2.000
82848.238,300.096,39.383,39.053,-199.680,-66.675,2.000
