%Atmospheric Pressure [Pa],Atmospheric Temperature [K],Airspeed Differential Pressure [Pa],Aux Differential Pressure [Pa],ELD Probe X axis [mm],ELD Probe Y axis [mm],Voltage [V]
83303.785,301.738,-21.428,12.613,-178.645,215.590,1.500
83307.817,301.736,-21.349,12.933,-178.677,215.590,1.500
83315.880,301.738,-21.349,12.613,-178.661,215.601,1.500
83303.785,301.739,-21.428,13.093,-178.677,215.580,1.500
83307.817,301.735,-21.349,12.453,-178.677,215.590,1.500
83307.817,301.736,-21.507,12.613,-178.661,215.590,1.500
83311.848,301.736,-21.270,12.773,-178.661,215.601,1.500
83311.848,301.735,-21.349,12.613,-178.677,215.601,1.500
83311.848,301.736,-21.349,12.613,-178.661,215.580,1.500
83311.848,301.738,-21.349,12.933,-178.661,215.570,1.500
83315.880,301.736,-21.270,12.773,-178.677,215.590,1.500
83311.848,301.738,-21.349,12.933,-178.677,215.601,1.500
83311.848,301.739,-21.270,13.093,-178.661,215.590,1.500
83311.848,301.738,-21.349,12.613,-178.628,215.590,1.500
83311.848,301.741,-21.349,12.773,-178.710,215.601,1.500
83311.848,301.738,-21.270,12.773,-178.677,215.590,1.500
83311.848,301.738,-21.270,13.093,-178.661,215.601,1.500
83315.880,301.738,-21.349,12.773,-178.693,215.590,1.500
83311.848,301.738,-21.270,12.773,-178.661,215.611,1.500
83311.848,301.739,-21.270,12.773,-178.693,215.590,1.500
83311.848,301.738,-21.270,12.453,-178.661,215.580,1.500
83311.848,301.736,-21.191,12.613,-178.693,215.590,1.500
83315.880,301.736,-21.270,12.613,-178.677,215.580,1.500
83311.848,301.738,-21.191,12.613,-178.661,215.601,1.500
83311.848,301.739,-21.270,12.773,-178.677,215.580,1.500
83311.848,301.739,-21.191,12.453,-178.661,215.580,1.500
83319.911,301.736,-21.112,12.293,-178.661,215.590,1.500
83315.880,301.735,-21.191,12.293,-178.661,215.590,1.500
83315.880,301.738,-21.191,12.132,-178.661,215.580,1.500
83315.880,301.735,-21.191,12.293,-178.693,215.590,1.500
83315.880,301.735,-21.191,12.132,-178.677,215.580,1.500
83319.911,301.738,-21.270,12.293,-178.661,215.590,1.500
83311.848,301.736,-21.270,12.132,-178.677,215.590,1.500
83319.911,301.736,-21.191,11.972,-178.677,215.601,1.500
83315.880,301.736,-21.270,12.613,-178.677,215.590,1.500
83311.848,301.736,-21.270,11.972,-178.677,215.601,1.500
83315.880,301.738,-21.349,12.132,-178.693,215.601,1.500
83315.880,301.735,-21.270,12.132,-178.693,215.590,1.500
83311.848,301.738,-21.270,11.812,-178.661,215.601,1.500
83311.848,301.735,-21.191,12.132,-178.693,215.570,1.500
83315.880,301.738,-21.270,11.972,-178.661,215.601,1.500
83315.880,301.735,-21.270,11.972,-178.677,215.590,1.500
83311.848,301.736,-21.270,12.132,-178.677,215.590,1.500
83311.848,301.733,-21.270,12.132,-178.677,215.570,1.500
83307.817,301.733,-21.270,11.972,-178.661,215.601,1.500
83311.848,301.735,-21.112,11.972,-178.661,215.590,1.500
83311.848,301.735,-21.112,12.132,-178.693,215.611,1.500
83311.848,301.738,-21.191,11.972,-178.677,215.590,1.500
83307.817,301.736,-21.112,12.293,-178.677,215.590,1.500
83315.880,301.735,-21.191,12.132,-178.677,215.580,1.500
83307.817,301.736,-21.270,12.132,-178.661,215.580,1.500
83311.848,301.738,-21.191,11.812,-178.677,215.580,1.500
83307.817,301.736,-21.191,11.812,-178.661,215.580,1.500
83307.817,301.735,-21.191,12.132,-178.661,215.621,1.500
83307.817,301.736,-21.270,11.972,-178.677,215.580,1.500
83311.848,301.738,-21.191,12.132,-178.677,215.601,1.500
83303.785,301.738,-21.191,12.132,-178.661,215.590,1.500
83303.785,301.738,-21.112,12.132,-178.693,215.590,1.500
83307.817,301.739,-21.112,12.132,-178.661,215.611,1.500
83311.848,301.739,-21.191,12.293,-178.693,215.601,1.500
83311.848,301.741,-21.270,12.132,-178.661,215.570,1.500
83311.848,301.738,-21.191,12.293,-178.661,215.580,1.500
83315.880,301.736,-21.033,12.132,-178.677,215.601,1.500
83315.880,301.739,-21.270,12.132,-178.693,215.580,1.500
