%Atmospheric Pressure [Pa],Atmospheric Temperature [K],Airspeed Differential Pressure [Pa],Aux Differential Pressure [Pa],ELD Probe X axis [mm],ELD Probe Y axis [mm],Voltage [V],"% Didn't take it at 1.5mm, took it at 1mm"
82820.018,300.24,-347.491,221.121,-0.037,2.464,5,
82824.05,300.24,-347.57,221.121,-0.021,2.464,5,
82820.018,300.241,-347.649,221.282,-0.037,2.496,5,
82820.018,300.238,-347.728,221.602,-0.037,2.486,5,
82820.018,300.241,-347.57,221.442,-0.021,2.475,5,
82815.987,300.24,-347.649,221.282,-0.037,2.496,5,
82820.018,300.24,-347.57,221.442,-0.037,2.486,5,
82815.987,300.241,-347.57,221.282,-0.005,2.496,5,
82815.987,300.24,-347.728,221.602,-0.053,2.496,5,
82820.018,300.24,-347.649,221.442,-0.07,2.496,5,
82815.987,300.24,-347.807,221.121,-0.021,2.496,5,
82815.987,300.238,-347.807,221.442,-0.021,2.496,5,
82824.05,300.238,-347.728,221.282,-0.021,2.496,5,
82820.018,300.238,-347.886,221.121,-0.037,2.486,5,
82820.018,300.241,-347.965,221.121,-0.021,2.496,5,
82820.018,300.24,-347.965,221.121,-0.037,2.496,5,
82820.018,300.24,-347.886,220.801,-0.005,2.486,5,
82824.05,300.241,-347.965,220.801,-0.053,2.507,5,
82824.05,300.241,-347.886,220.961,-0.037,2.475,5,
82820.018,300.24,-348.123,220.801,-0.053,2.496,5,
82820.018,300.243,-347.965,220.801,-0.021,2.486,5,
82824.05,300.24,-348.123,220.801,-0.053,2.475,5,
82824.05,300.241,-348.123,220.481,-0.037,2.496,5,
82824.05,300.245,-348.123,220.321,-0.037,2.486,5,
82828.081,300.241,-348.202,220.321,-0.037,2.486,5,
82824.05,300.241,-348.202,220.161,-0.053,2.486,5,
82820.018,300.24,-348.202,220.321,-0.021,2.496,5,
82820.018,300.243,-348.281,220.001,-0.053,2.496,5,
82828.081,300.241,-348.281,219.841,-0.021,2.496,5,
82824.05,300.243,-348.202,220.001,-0.037,2.486,5,
82824.05,300.24,-348.281,219.841,-0.037,2.486,5,
82824.05,300.245,-348.202,219.681,-0.021,2.475,5,
82820.018,300.245,-348.202,219.841,-0.053,2.496,5,
82824.05,300.24,-348.123,219.681,-0.021,2.486,5,
82824.05,300.24,-348.36,219.36,-0.053,2.486,5,
82828.081,300.24,-348.202,219.36,-0.037,2.475,5,
82824.05,300.24,-347.965,219.2,-0.037,2.486,5,
82828.081,300.24,-348.202,218.72,-0.037,2.486,5,
82824.05,300.241,-348.044,219.04,-0.053,2.496,5,
82828.081,300.24,-347.965,219.2,-0.037,2.496,5,
82824.05,300.241,-347.807,218.88,-0.053,2.486,5,
82820.018,300.237,-347.886,218.72,-0.021,2.507,5,
82824.05,300.238,-347.807,218.72,-0.037,2.496,5,
82832.112,300.237,-347.649,218.72,-0.037,2.486,5,
82824.05,300.238,-347.807,218.56,-0.053,2.475,5,
82824.05,300.24,-347.728,218.24,-0.021,2.475,5,
82820.018,300.241,-347.649,218.4,-0.053,2.496,5,
82820.018,300.24,-347.57,218.4,-0.037,2.475,5,
82824.05,300.238,-347.491,218.08,-0.053,2.475,5,
82828.081,300.24,-347.412,218.24,-0.037,2.486,5,
82828.081,300.238,-347.412,218.08,-0.037,2.475,5,
82824.05,300.238,-347.333,217.759,-0.037,2.496,5,
82820.018,300.238,-347.254,217.92,-0.005,2.486,5,
82815.987,300.237,-347.412,217.599,-0.053,2.496,5,
82820.018,300.238,-347.254,217.599,-0.021,2.496,5,
82811.955,300.237,-347.412,217.279,-0.053,2.496,5,
82820.018,300.24,-347.254,217.119,-0.053,2.496,5,
82820.018,300.238,-347.254,217.119,-0.021,2.486,5,
82820.018,300.24,-347.175,216.959,-0.037,2.507,5,
82811.955,300.24,-347.254,216.799,-0.037,2.496,5,
82815.987,300.238,-347.254,216.639,-0.053,2.486,5,
82820.018,300.238,-347.175,216.479,-0.021,2.496,5,
82815.987,300.238,-347.254,216.319,-0.021,2.486,5,
82815.987,300.238,-347.175,216.159,-0.037,2.496,5,
82820.018,300.238,-347.175,215.998,-0.021,2.486,5,
82815.987,300.24,-347.254,215.518,-0.037,2.486,5,
82811.955,300.241,-347.333,215.518,-0.037,2.496,5,
82815.987,300.24,-347.412,215.198,-0.021,2.507,5,
82811.955,300.241,-347.333,215.198,-0.021,2.496,5,
82815.987,300.24,-347.412,215.038,-0.053,2.507,5,
82820.018,300.24,-347.412,214.718,-0.021,2.496,5,
82811.955,300.24,-347.412,214.558,-0.053,2.486,5,
82824.05,300.241,-347.57,214.558,-0.037,2.496,5,
82820.018,300.243,-347.57,214.077,-0.037,2.507,5,
82815.987,300.245,-347.491,214.077,-0.037,2.486,5,
82815.987,300.24,-347.649,214.077,-0.005,2.496,5,
82815.987,300.243,-347.649,213.757,-0.021,2.486,5,
82820.018,300.245,-347.807,213.437,-0.021,2.486,5,
82824.05,300.243,-347.649,213.277,-0.021,2.496,5,
82820.018,300.245,-347.649,212.957,-0.037,2.475,5,
82820.018,300.245,-347.649,212.637,-0.021,2.486,5,
82815.987,300.245,-347.491,212.476,-0.053,2.486,5,
82824.05,300.246,-347.728,212.476,-0.037,2.507,5,
82824.05,300.245,-347.57,212.476,-0.053,2.486,5,
82824.05,300.243,-347.728,212.476,-0.037,2.496,5,
82828.081,300.246,-347.728,211.836,-0.021,2.496,5,
82815.987,300.248,-347.728,212.316,-0.005,2.496,5,
82820.018,300.246,-347.728,211.996,-0.037,2.496,5,
82824.05,300.245,-347.649,211.996,-0.037,2.475,5,
82815.987,300.245,-347.728,211.836,-0.037,2.486,5,
82815.987,300.246,-347.649,211.836,-0.037,2.486,5,
82824.05,300.243,-347.649,211.676,-0.037,2.486,5,
82824.05,300.243,-347.57,211.836,-0.005,2.475,5,
82815.987,300.246,-347.491,211.996,-0.053,2.496,5,
82820.018,300.243,-347.491,211.516,-0.037,2.486,5,
82815.987,300.245,-347.491,211.836,-0.053,2.496,5,
82815.987,300.245,-347.491,211.996,-0.053,2.496,5,
82815.987,300.243,-347.491,211.836,-0.037,2.475,5,
82820.018,300.243,-347.491,212.156,-0.021,2.496,5,
82820.018,300.243,-347.333,212.156,-0.037,2.496,5,
82815.987,300.248,-347.491,211.996,-0.005,2.496,5,
82820.018,300.245,-347.412,211.836,-0.005,2.486,5,
82824.05,300.241,-347.412,212.156,-0.037,2.507,5,
82815.987,300.241,-347.333,211.836,-0.053,2.496,5,
82820.018,300.245,-347.333,212.316,-0.037,2.486,5,
82815.987,300.241,-347.254,212.476,-0.037,2.475,5,
82815.987,300.241,-347.254,212.637,-0.037,2.486,5,
82820.018,300.243,-347.333,212.637,-0.053,2.496,5,
82824.05,300.24,-347.175,212.797,-0.021,2.507,5,
82824.05,300.243,-347.175,212.637,-0.07,2.496,5,
82815.987,300.243,-347.254,212.957,-0.037,2.486,5,
82820.018,300.245,-347.096,213.437,-0.053,2.496,5,
82820.018,300.243,-347.175,213.597,-0.037,2.496,5,
82824.05,300.245,-347.254,213.437,-0.021,2.486,5,
82820.018,300.243,-347.096,213.277,-0.037,2.486,5,
82824.05,300.241,-347.175,213.597,-0.053,2.486,5,
82828.081,300.243,-347.175,213.757,-0.053,2.496,5,
82820.018,300.243,-347.175,213.757,-0.037,2.486,5,
82824.05,300.241,-347.333,214.237,-0.053,2.486,5,
82815.987,300.245,-347.254,214.077,-0.021,2.496,5,
82824.05,300.245,-347.254,214.398,-0.021,2.486,5,
82820.018,300.245,-347.175,214.077,-0.053,2.486,5,
82820.018,300.241,-347.254,214.558,-0.037,2.475,5,
82828.081,300.246,-347.175,214.398,-0.021,2.529,5,
82820.018,300.243,-347.333,214.718,-0.037,2.507,5,
82815.987,300.243,-347.333,214.718,-0.053,2.486,5,
82820.018,300.245,-347.333,214.398,-0.037,2.496,5,
82820.018,300.241,-347.333,215.038,-0.021,2.475,5,
82820.018,300.243,-347.333,214.878,-0.037,2.507,5,
82820.018,300.245,-347.333,214.878,-0.053,2.496,5,
82824.05,300.241,-347.412,215.198,-0.021,2.475,5,
82820.018,300.243,-347.254,214.878,-0.005,2.486,5,
82820.018,300.243,-347.412,215.198,-0.037,2.496,5,
82824.05,300.243,-347.333,215.198,-0.021,2.496,5,
82820.018,300.243,-347.412,214.878,-0.037,2.486,5,
82815.987,300.243,-347.491,215.518,-0.005,2.475,5,
82815.987,300.243,-347.412,215.198,-0.053,2.496,5,
82815.987,300.241,-347.333,215.358,-0.037,2.496,5,
82815.987,300.241,-347.333,215.198,-0.037,2.507,5,
82824.05,300.243,-347.412,215.358,-0.053,2.486,5,
82820.018,300.245,-347.333,215.198,-0.037,2.496,5,
82820.018,300.245,-347.412,215.358,-0.021,2.475,5,
82820.018,300.241,-347.333,215.358,-0.037,2.496,5,
82824.05,300.243,-347.333,215.198,-0.021,2.486,5,
82824.05,300.245,-347.254,215.358,-0.021,2.496,5,
82820.018,300.243,-347.333,215.198,-0.037,2.486,5,
82824.05,300.241,-347.412,215.038,-0.053,2.496,5,
82815.987,300.243,-347.491,215.678,-0.053,2.486,5,
82815.987,300.243,-347.333,215.518,-0.021,2.507,5,
82824.05,300.243,-347.254,215.358,-0.021,2.486,5,
82824.05,300.243,-347.412,215.198,-0.021,2.496,5,
82828.081,300.243,-347.491,215.198,-0.021,2.496,5,
82820.018,300.246,-347.333,215.358,-0.053,2.486,5,
82828.081,300.241,-347.412,215.358,-0.053,2.475,5,
82824.05,300.243,-347.412,215.358,-0.037,2.486,5,
82824.05,300.243,-347.412,215.358,-0.053,2.496,5,
82828.081,300.246,-347.333,215.198,-0.021,2.496,5,
82824.05,300.246,-347.412,215.358,-0.021,2.507,5,
82815.987,300.246,-347.491,215.358,-0.053,2.496,5,
82820.018,300.246,-347.57,215.198,-0.005,2.496,5,
82811.955,300.243,-347.491,215.518,-0.021,2.507,5,
82815.987,300.245,-347.649,215.358,-0.037,2.486,5,
82815.987,300.243,-347.57,215.038,-0.053,2.486,5,
82815.987,300.246,-347.807,215.198,-0.021,2.496,5,
82815.987,300.243,-347.57,215.518,-0.021,2.496,5,
82815.987,300.245,-347.807,215.358,-0.037,2.475,5,
82811.955,300.243,-347.728,215.198,-0.037,2.496,5,
82815.987,300.245,-347.728,215.358,-0.021,2.496,5,
82815.987,300.246,-347.886,215.518,-0.053,2.486,5,
82811.955,300.246,-347.807,215.518,-0.021,2.486,5,
82815.987,300.243,-347.886,215.678,-0.037,2.518,5,
82811.955,300.243,-347.886,215.518,-0.037,2.496,5,
82807.924,300.245,-347.886,215.518,-0.037,2.496,5,
82811.955,300.245,-347.965,215.838,-0.07,2.496,5,
82811.955,300.243,-348.044,215.998,-0.037,2.486,5,
82815.987,300.243,-348.044,215.838,-0.037,2.496,5,
82811.955,300.241,-348.044,215.998,-0.053,2.507,5,
82820.018,300.246,-347.965,216.319,-0.053,2.486,5,
82811.955,300.245,-348.123,216.319,-0.053,2.486,5,
82815.987,300.245,-348.044,216.479,-0.037,2.496,5,
82811.955,300.243,-347.886,216.479,-0.037,2.486,5,
82815.987,300.241,-347.965,216.479,-0.053,2.496,5,
82815.987,300.246,-347.886,216.639,-0.037,2.518,5,
82815.987,300.243,-347.965,216.799,-0.053,2.475,5,
82815.987,300.243,-348.044,217.119,-0.053,2.507,5,
82820.018,300.243,-347.886,217.119,-0.037,2.507,5,
82815.987,300.243,-347.886,217.279,-0.037,2.486,5,
82820.018,300.243,-347.807,217.279,-0.021,2.486,5,
82820.018,300.241,-347.649,217.119,-0.037,2.496,5,
82815.987,300.248,-347.728,217.759,-0.005,2.475,5,
82820.018,300.243,-347.649,217.759,-0.021,2.475,5,
82815.987,300.243,-347.649,218.24,-0.021,2.486,5,
82824.05,300.245,-347.649,218.24,-0.021,2.518,5,
82820.018,300.245,-347.412,218.4,-0.053,2.486,5,
82820.018,300.243,-347.333,218.56,-0.037,2.507,5,
82820.018,300.245,-347.412,218.4,-0.021,2.496,5,
82824.05,300.245,-347.254,218.56,-0.053,2.496,5,
82824.05,300.246,-347.175,218.56,-0.005,2.486,5,
82828.081,300.243,-347.096,218.4,-0.053,2.496,5,
82828.081,300.245,-347.175,218.24,-0.037,2.475,5,
82828.081,300.245,-347.096,218.88,-0.037,2.486,5,
82824.05,300.245,-346.859,218.56,-0.005,2.486,5,
82828.081,300.246,-347.017,219.04,-0.037,2.486,5,
82836.144,300.245,-346.78,218.4,-0.021,2.475,5,
82824.05,300.245,-346.938,218.72,-0.037,2.507,5,
82820.018,300.243,-346.859,218.88,-0.037,2.486,5,
82828.081,300.245,-346.938,218.88,-0.053,2.486,5,
82824.05,300.248,-346.938,218.72,-0.005,2.496,5,
82828.081,300.246,-346.78,218.88,-0.037,2.496,5,
82824.05,300.246,-346.701,218.72,-0.021,2.507,5,
82832.112,300.245,-346.938,218.88,-0.053,2.496,5,
82832.112,300.245,-346.701,218.72,-0.07,2.486,5,
82824.05,300.248,-346.859,218.88,-0.037,2.496,5,
82824.05,300.248,-346.859,218.72,-0.021,2.475,5,
82828.081,300.245,-346.938,219.04,-0.053,2.475,5,
82828.081,300.248,-347.175,218.88,-0.037,2.496,5,
82828.081,300.246,-346.938,218.72,-0.037,2.496,5,
82820.018,300.248,-347.096,218.88,-0.037,2.496,5,
82828.081,300.246,-347.096,219.04,-0.021,2.496,5,
82828.081,300.246,-347.175,218.88,-0.053,2.507,5,
82824.05,300.243,-347.254,218.88,-0.037,2.486,5,
82828.081,300.248,-347.333,219.04,-0.021,2.496,5,
82824.05,300.245,-347.412,219.04,-0.021,2.486,5,
82824.05,300.243,-347.491,218.88,-0.021,2.486,5,
82820.018,300.245,-347.412,219.2,-0.053,2.486,5,
82820.018,300.245,-347.649,219.2,-0.07,2.486,5,
82828.081,300.246,-347.57,219.36,-0.07,2.486,5,
82824.05,300.245,-347.807,219.36,-0.037,2.507,5,
82828.081,300.243,-347.728,219.521,-0.037,2.496,5,
82820.018,300.245,-347.649,219.36,-0.053,2.486,5,
82820.018,300.245,-347.965,219.521,0.012,2.486,5,
82820.018,300.243,-347.807,219.521,-0.005,2.496,5,
82824.05,300.241,-347.728,219.681,-0.005,2.475,5,
82820.018,300.245,-347.965,219.841,-0.021,2.496,5,
82815.987,300.241,-347.965,220.001,-0.037,2.475,5,
82815.987,300.243,-347.886,220.321,-0.053,2.475,5,
82815.987,300.241,-347.965,220.161,-0.053,2.486,5,
82811.955,300.241,-348.044,220.321,-0.037,2.496,5,
82820.018,300.243,-348.044,220.641,-0.037,2.486,5,
82815.987,300.243,-347.965,220.481,-0.037,2.496,5,
82815.987,300.241,-347.965,220.641,-0.021,2.486,5,
82811.955,300.241,-348.044,220.641,-0.037,2.475,5,
82811.955,300.24,-348.044,220.641,-0.037,2.496,5,
82807.924,300.243,-348.044,220.641,-0.037,2.507,5,
82815.987,300.241,-347.886,220.801,-0.021,2.475,5,
82824.05,300.241,-347.728,220.641,-0.037,2.475,5,
82815.987,300.243,-347.886,220.801,-0.037,2.486,5,
82820.018,300.241,-347.728,220.801,-0.037,2.496,5,
82828.081,300.241,-347.649,220.481,-0.037,2.486,5,
82820.018,300.241,-347.57,220.641,-0.053,2.486,5,
82811.955,300.246,-347.491,220.481,-0.021,2.486,5,
82820.018,300.241,-347.57,220.641,-0.053,2.475,5,
82820.018,300.241,-347.57,220.321,-0.053,2.486,5,
82824.05,300.241,-347.491,220.321,-0.037,2.496,5,
82824.05,300.243,-347.491,220.481,-0.037,2.475,5,
82815.987,300.24,-347.412,220.161,-0.037,2.464,5,
82824.05,300.241,-347.491,220.321,-0.021,2.486,5,
82820.018,300.245,-347.412,220.321,-0.021,2.486,5,
82824.05,300.243,-347.254,220.001,-0.021,2.507,5,
82824.05,300.245,-347.412,220.161,-0.005,2.486,5,
82824.05,300.243,-347.254,220.001,-0.021,2.486,5,
82828.081,300.243,-347.333,219.681,-0.053,2.496,5,
82820.018,300.245,-347.412,219.36,-0.053,2.486,5,
82828.081,300.243,-347.412,219.36,-0.037,2.475,5,
82824.05,300.243,-347.412,219.36,-0.053,2.486,5,
82824.05,300.243,-347.57,219.04,-0.037,2.496,5,
82815.987,300.243,-347.412,219.36,-0.021,2.507,5,
82828.081,300.243,-347.491,218.56,-0.021,2.507,5,
82832.112,300.243,-347.57,218.88,-0.037,2.496,5,
82828.081,300.243,-347.491,218.56,-0.053,2.496,5,
82832.112,300.243,-347.412,218.56,-0.053,2.486,5,
82824.05,300.243,-347.57,218.4,-0.037,2.486,5,
82815.987,300.243,-347.491,218.24,-0.037,2.496,5,
82828.081,300.245,-347.57,218.24,-0.037,2.464,5,
82820.018,300.243,-347.807,217.92,-0.07,2.507,5,
82820.018,300.245,-347.728,217.92,-0.037,2.464,5,
82824.05,300.243,-347.728,217.759,-0.037,2.486,5,
82820.018,300.243,-347.649,217.439,-0.053,2.486,5,
82824.05,300.241,-347.807,217.759,-0.037,2.496,5,
82824.05,300.241,-347.807,217.759,-0.053,2.486,5,
82824.05,300.241,-347.807,217.599,-0.037,2.486,5,
82824.05,300.245,-347.965,217.599,-0.037,2.496,5,
82815.987,300.246,-347.728,217.599,-0.021,2.507,5,
82820.018,300.246,-347.965,217.92,-0.021,2.486,5,
82820.018,300.249,-347.965,217.599,-0.037,2.496,5,
82820.018,300.245,-348.044,217.599,-0.037,2.496,5,
82815.987,300.243,-348.202,217.599,-0.037,2.475,5,
82824.05,300.243,-347.965,217.599,-0.021,2.475,5,
82815.987,300.245,-347.965,218.08,-0.021,2.475,5,
82815.987,300.24,-348.123,217.599,-0.07,2.496,5,
82820.018,300.246,-347.965,217.439,-0.037,2.486,5,
82828.081,300.243,-348.044,217.599,-0.037,2.496,5,
82820.018,300.243,-347.886,217.92,-0.037,2.496,5,
82824.05,300.245,-347.886,217.759,-0.021,2.496,5,
82824.05,300.24,-348.044,218.24,-0.021,2.496,5,
82824.05,300.241,-348.044,218.4,-0.021,2.496,5,
82824.05,300.245,-348.044,218.4,-0.037,2.496,5,
82815.987,300.243,-348.044,218.72,-0.037,2.486,5,
82824.05,300.243,-347.965,218.4,-0.053,2.496,5,
82820.018,300.241,-348.202,218.72,-0.037,2.486,5,
82815.987,300.241,-348.202,218.88,-0.053,2.486,5,
82815.987,300.241,-348.044,218.88,-0.07,2.496,5,
82811.955,300.241,-348.281,218.88,-0.07,2.496,5,
82811.955,300.245,-348.123,218.56,-0.053,2.486,5,
82820.018,300.245,-348.202,219.04,-0.037,2.475,5,
82824.05,300.245,-348.281,219.2,-0.037,2.496,5,
82820.018,300.243,-348.123,219.36,-0.053,2.486,5,
82811.955,300.245,-348.36,219.2,-0.021,2.496,5,
82828.081,300.245,-348.36,219.521,-0.037,2.496,5,
82824.05,300.243,-348.202,219.681,-0.037,2.496,5,
82824.05,300.245,-348.281,219.521,-0.037,2.496,5,
82820.018,300.243,-348.439,219.521,-0.053,2.486,5,
82824.05,300.24,-348.439,219.521,-0.053,2.486,5,
82824.05,300.243,-348.518,219.681,-0.037,2.486,5,
82824.05,300.243,-348.518,219.681,-0.005,2.496,5,
82820.018,300.246,-348.676,219.681,-0.037,2.475,5,
82828.081,300.246,-348.834,219.841,-0.021,2.486,5,
82828.081,300.246,-348.676,220.321,-0.037,2.464,5,
82824.05,300.248,-348.676,219.841,-0.021,2.486,5,
82828.081,300.246,-348.755,220.321,-0.021,2.486,5,
82820.018,300.246,-348.992,220.321,-0.021,2.486,5,
82824.05,300.246,-349.071,220.641,-0.037,2.496,5,
82824.05,300.245,-348.992,220.801,-0.037,2.486,5,
82828.081,300.245,-349.151,220.801,-0.037,2.486,5,
82820.018,300.245,-349.151,220.961,-0.037,2.496,5,
82824.05,300.243,-349.151,221.121,-0.037,2.486,5,
82824.05,300.246,-349.309,221.121,-0.037,2.496,5,
82824.05,300.246,-349.309,221.762,-0.037,2.496,5,
82824.05,300.245,-349.23,221.762,-0.053,2.486,5,
82828.081,300.245,-349.309,222.082,-0.037,2.496,5,
82820.018,300.246,-349.309,222.082,-0.005,2.496,5,
82820.018,300.245,-349.23,222.402,-0.053,2.486,5,
82828.081,300.246,-349.23,222.562,-0.037,2.507,5,
82815.987,300.248,-349.309,223.043,-0.053,2.486,5,
82815.987,300.246,-349.388,223.043,-0.053,2.486,5,
82815.987,300.245,-349.388,223.363,-0.021,2.486,5,
82820.018,300.243,-349.467,223.523,-0.053,2.486,5,
82824.05,300.246,-349.388,223.843,-0.037,2.496,5,
82820.018,300.245,-349.388,224.163,-0.021,2.507,5,
82824.05,300.246,-349.388,224.483,-0.037,2.496,5,
82824.05,300.243,-349.309,224.804,-0.053,2.486,5,
82820.018,300.246,-349.309,224.964,-0.053,2.486,5,
82815.987,300.243,-349.309,225.284,-0.053,2.496,5,
82824.05,300.245,-349.151,225.284,-0.037,2.496,5,
82820.018,300.243,-349.151,225.924,-0.053,2.496,5,
82815.987,300.248,-349.23,225.764,-0.021,2.486,5,
82820.018,300.243,-349.151,226.405,-0.005,2.496,5,
82811.955,300.245,-349.151,226.244,-0.037,2.475,5,
82815.987,300.245,-349.071,226.405,-0.021,2.475,5,
82811.955,300.246,-349.071,226.405,-0.021,2.496,5,
82815.987,300.248,-348.992,226.565,-0.021,2.475,5,
82815.987,300.246,-348.992,226.725,-0.053,2.496,5,
82815.987,300.245,-348.834,226.725,-0.021,2.486,5,
82815.987,300.248,-348.913,226.565,-0.053,2.496,5,
82824.05,300.246,-348.913,226.885,-0.053,2.496,5,
82820.018,300.246,-348.834,226.565,-0.07,2.486,5,
82815.987,300.245,-348.992,226.565,-0.037,2.496,5,
82820.018,300.246,-348.755,226.565,-0.037,2.507,5,
82820.018,300.246,-348.676,226.565,-0.037,2.486,5,
82824.05,300.245,-348.834,226.565,-0.005,2.496,5,
82828.081,300.249,-348.834,226.244,-0.037,2.486,5,
82815.987,300.245,-348.834,226.084,-0.053,2.496,5,
82828.081,300.245,-348.834,226.084,-0.037,2.486,5,
82815.987,300.248,-348.755,225.924,-0.021,2.486,5,
82824.05,300.248,-348.834,225.924,-0.037,2.486,5,
82824.05,300.246,-348.755,225.444,-0.037,2.496,5,
82820.018,300.245,-348.676,225.444,-0.005,2.496,5,
82828.081,300.246,-348.676,225.284,-0.037,2.496,5,
82828.081,300.245,-348.913,224.964,-0.053,2.507,5,
82815.987,300.245,-348.834,224.804,-0.037,2.496,5,
82828.081,300.246,-348.676,224.964,-0.053,2.496,5,
82820.018,300.243,-348.834,224.323,-0.021,2.475,5,
82815.987,300.243,-348.834,224.483,-0.037,2.496,5,
82828.081,300.241,-348.834,224.483,-0.037,2.475,5,
82828.081,300.243,-348.755,224.163,-0.037,2.496,5,
82828.081,300.245,-348.834,224.003,-0.037,2.486,5,
82828.081,300.243,-348.755,224.003,-0.037,2.518,5,
82828.081,300.246,-348.755,223.843,-0.053,2.496,5,
82824.05,300.243,-348.992,223.843,-0.037,2.507,5,
82820.018,300.245,-348.834,224.003,-0.053,2.496,5,
82828.081,300.243,-348.834,223.843,-0.021,2.496,5,
82824.05,300.243,-348.755,223.683,-0.037,2.475,5,
82828.081,300.243,-348.755,223.683,-0.037,2.496,5,
82824.05,300.245,-348.755,223.683,-0.053,2.507,5,
82824.05,300.241,-348.676,224.003,-0.037,2.486,5,
82815.987,300.245,-348.834,223.683,-0.021,2.507,5,
82820.018,300.243,-348.676,224.323,-0.005,2.496,5,
82828.081,300.243,-348.755,224.323,-0.037,2.464,5,
82824.05,300.243,-348.676,224.323,-0.021,2.486,5,
82828.081,300.243,-348.597,224.323,-0.037,2.496,5,
82832.112,300.24,-348.518,224.643,-0.021,2.475,5,
82828.081,300.24,-348.676,224.804,-0.053,2.496,5,
82824.05,300.241,-348.518,224.804,-0.037,2.507,5,
82815.987,300.243,-348.439,225.124,-0.037,2.496,5,
82820.018,300.241,-348.518,225.604,-0.021,2.507,5,
82824.05,300.246,-348.36,225.604,-0.021,2.486,5,
82828.081,300.245,-348.518,225.764,-0.021,2.496,5,
82824.05,300.241,-348.439,225.924,-0.021,2.486,5,
82828.081,300.245,-348.281,226.084,-0.021,2.507,5,
82828.081,300.245,-348.36,226.244,-0.021,2.486,5,
82828.081,300.243,-348.202,226.405,-0.021,2.486,5,
82824.05,300.243,-348.281,226.725,-0.037,2.496,5,
82824.05,300.245,-348.281,226.725,-0.037,2.507,5,
82820.018,300.241,-348.281,227.045,-0.037,2.496,5,
82820.018,300.241,-348.123,227.205,-0.037,2.496,5,
82820.018,300.243,-348.281,227.045,-0.037,2.496,5,
82820.018,300.245,-348.439,227.205,-0.021,2.486,5,
82828.081,300.243,-348.36,227.205,-0.037,2.475,5,
82820.018,300.243,-348.281,227.205,-0.037,2.496,5,
82820.018,300.243,-348.281,227.205,-0.037,2.507,5,
82824.05,300.245,-348.123,227.365,-0.037,2.507,5,
82824.05,300.245,-348.123,227.365,-0.037,2.475,5,
82820.018,300.245,-348.202,227.365,-0.005,2.496,5,
82820.018,300.245,-348.36,227.365,-0.037,2.486,5,
82815.987,300.245,-348.36,227.525,-0.07,2.496,5,
82820.018,300.243,-348.518,227.365,-0.021,2.496,5,
82824.05,300.243,-348.439,227.045,-0.037,2.486,5,
82820.018,300.245,-348.36,227.365,-0.037,2.507,5,
82815.987,300.245,-348.439,226.725,-0.005,2.507,5,
82820.018,300.245,-348.439,226.885,-0.053,2.486,5,
82828.081,300.243,-348.518,226.725,-0.021,2.496,5,
82828.081,300.246,-348.439,226.565,-0.037,2.486,5,
82832.112,300.245,-348.597,226.885,-0.053,2.486,5,
82828.081,300.245,-348.676,226.405,-0.037,2.496,5,
82824.05,300.245,-348.755,226.405,-0.037,2.496,5,
82820.018,300.243,-348.834,225.924,-0.053,2.496,5,
82828.081,300.24,-348.676,225.764,-0.021,2.475,5,
82820.018,300.243,-348.913,225.604,-0.021,2.475,5,
82824.05,300.243,-348.755,225.444,-0.053,2.486,5,
82828.081,300.243,-348.834,225.284,-0.021,2.507,5,
82828.081,300.243,-349.071,225.444,-0.037,2.496,5,
82824.05,300.24,-348.913,225.124,-0.053,2.486,5,
82828.081,300.243,-348.992,224.804,-0.021,2.475,5,
82824.05,300.245,-348.992,224.964,-0.037,2.486,5,
82828.081,300.246,-349.071,224.804,-0.053,2.486,5,
82820.018,300.243,-348.913,224.643,-0.021,2.496,5,
82815.987,300.241,-349.071,224.483,-0.053,2.496,5,
82824.05,300.245,-348.834,224.483,-0.053,2.486,5,
82815.987,300.243,-349.071,224.163,-0.021,2.486,5,
82820.018,300.241,-348.992,224.163,-0.037,2.486,5,
82824.05,300.245,-348.992,224.163,-0.037,2.496,5,
82815.987,300.241,-349.071,224.003,-0.053,2.486,5,
82811.955,300.241,-348.913,224.163,-0.07,2.507,5,
82815.987,300.24,-348.913,224.163,-0.021,2.486,5,
82815.987,300.243,-348.913,224.643,-0.037,2.496,5,
82815.987,300.24,-348.834,224.483,-0.037,2.486,5,
82820.018,300.245,-348.913,224.483,-0.037,2.496,5,
82824.05,300.241,-348.913,224.483,-0.053,2.475,5,
82815.987,300.246,-348.834,224.804,-0.053,2.486,5,
82824.05,300.241,-348.755,224.964,-0.037,2.507,5,
82815.987,300.243,-348.755,224.964,-0.053,2.486,5,
82815.987,300.243,-348.834,225.444,-0.021,2.496,5,
82815.987,300.245,-348.676,225.284,-0.021,2.496,5,
82820.018,300.248,-348.755,225.764,-0.021,2.496,5,
82824.05,300.241,-348.755,225.924,-0.021,2.475,5,
82820.018,300.245,-348.676,226.405,-0.021,2.496,5,
82824.05,300.241,-348.597,226.725,-0.037,2.496,5,
82824.05,300.243,-348.676,227.045,-0.037,2.507,5,
82824.05,300.243,-348.676,227.525,-0.07,2.486,5,
82815.987,300.245,-348.518,227.525,-0.053,2.496,5,
82828.081,300.245,-348.597,228.166,-0.021,2.475,5,
82824.05,300.241,-348.676,228.326,-0.053,2.496,5,
