%Atmospheric Pressure [Pa],Atmospheric Temperature [K],Airspeed Differential Pressure [Pa],Aux Differential Pressure [Pa],ELD Probe X axis [mm],ELD Probe Y axis [mm],Voltage [V],"% Didn't take it at 1.5mm, took it at 1mm"
82820.018,300.248,-344.567,303.089,-0.053,8.519,5,
82832.112,300.248,-344.33,303.249,-0.021,8.508,5,
82824.05,300.248,-344.646,303.73,-0.07,8.508,5,
82815.987,300.246,-344.488,304.05,-0.07,8.519,5,
82820.018,300.249,-344.409,304.05,-0.021,8.519,5,
82824.05,300.243,-344.409,304.05,-0.037,8.497,5,
82832.112,300.246,-344.488,304.53,-0.053,8.508,5,
82832.112,300.246,-344.33,304.37,-0.053,8.519,5,
82824.05,300.245,-344.409,304.69,-0.07,8.508,5,
82820.018,300.246,-344.409,304.69,-0.037,8.519,5,
82820.018,300.248,-344.33,304.85,-0.086,8.497,5,
82824.05,300.246,-344.409,305.01,-0.037,8.508,5,
82824.05,300.243,-344.567,304.85,-0.021,8.497,5,
82828.081,300.245,-344.567,304.85,-0.021,8.519,5,
82824.05,300.245,-344.488,304.85,-0.037,8.497,5,
82820.018,300.246,-344.409,304.85,-0.053,8.508,5,
82828.081,300.245,-344.488,304.85,-0.053,8.497,5,
82824.05,300.245,-344.488,304.53,-0.021,8.497,5,
82820.018,300.245,-344.488,304.69,-0.005,8.519,5,
82828.081,300.241,-344.409,304.37,-0.037,8.508,5,
82820.018,300.243,-344.567,304.53,-0.037,8.508,5,
82820.018,300.243,-344.567,304.69,-0.037,8.529,5,
82807.924,300.246,-344.488,304.69,-0.021,8.529,5,
82820.018,300.245,-344.488,304.69,-0.037,8.508,5,
82824.05,300.245,-344.409,304.69,-0.037,8.497,5,
82820.018,300.243,-344.567,304.37,-0.037,8.497,5,
82815.987,300.245,-344.567,304.37,-0.021,8.497,5,
82815.987,300.243,-344.646,304.69,-0.053,8.519,5,
82824.05,300.245,-344.725,304.85,-0.037,8.519,5,
82820.018,300.245,-344.567,304.85,-0.037,8.497,5,
82820.018,300.243,-344.646,304.85,-0.037,8.519,5,
82815.987,300.245,-344.646,305.01,-0.021,8.508,5,
82811.955,300.246,-344.646,305.17,-0.053,8.519,5,
82820.018,300.245,-344.646,305.01,-0.037,8.519,5,
82820.018,300.243,-344.725,305.33,-0.037,8.497,5,
82815.987,300.245,-344.804,305.651,-0.053,8.519,5,
82811.955,300.245,-344.804,305.971,-0.053,8.519,5,
82815.987,300.245,-344.883,305.971,-0.053,8.508,5,
82820.018,300.248,-344.725,305.971,-0.037,8.508,5,
82815.987,300.246,-344.883,306.131,-0.053,8.497,5,
82811.955,300.245,-344.804,306.451,-0.037,8.497,5,
82807.924,300.246,-344.883,306.451,-0.053,8.508,5,
82811.955,300.245,-345.041,306.611,-0.037,8.487,5,
82815.987,300.246,-344.962,307.252,-0.037,8.529,5,
82815.987,300.246,-345.041,307.412,-0.053,8.508,5,
82807.924,300.248,-345.041,307.252,-0.053,8.519,5,
82820.018,300.248,-345.12,307.412,-0.037,8.497,5,
82815.987,300.246,-345.12,307.572,-0.037,8.508,5,
82807.924,300.246,-345.12,307.572,-0.021,8.497,5,
82811.955,300.248,-345.199,307.732,-0.021,8.519,5,
82811.955,300.246,-345.278,307.892,-0.07,8.508,5,
82811.955,300.248,-345.278,307.572,-0.037,8.508,5,
82815.987,300.246,-345.278,307.732,-0.07,8.508,5,
82811.955,300.243,-345.357,307.572,-0.021,8.519,5,
82811.955,300.246,-345.278,307.732,-0.07,8.497,5,
82828.081,300.243,-345.357,307.732,-0.053,8.519,5,
82815.987,300.245,-345.436,307.412,-0.053,8.519,5,
82824.05,300.243,-345.515,307.252,-0.07,8.508,5,
82820.018,300.243,-345.515,307.252,-0.037,8.497,5,
82824.05,300.246,-345.594,307.091,-0.021,8.497,5,
82824.05,300.241,-345.594,306.931,-0.021,8.508,5,
82820.018,300.241,-345.673,306.451,-0.037,8.519,5,
82820.018,300.245,-345.594,306.451,-0.037,8.508,5,
82824.05,300.243,-345.673,305.971,-0.037,8.508,5,
82828.081,300.243,-345.831,306.131,-0.021,8.508,5,
82820.018,300.245,-345.752,305.491,-0.053,8.508,5,
82828.081,300.243,-345.594,305.17,-0.021,8.508,5,
82824.05,300.245,-345.673,305.01,-0.037,8.508,5,
82828.081,300.245,-345.673,304.69,-0.037,8.529,5,
82828.081,300.245,-345.594,304.21,-0.07,8.508,5,
82828.081,300.245,-345.673,304.21,-0.053,8.508,5,
82836.144,300.245,-345.752,303.73,-0.037,8.497,5,
82820.018,300.243,-345.831,303.409,-0.07,8.508,5,
82824.05,300.243,-345.752,303.089,-0.053,8.508,5,
82824.05,300.238,-345.752,302.769,-0.037,8.519,5,
82828.081,300.241,-345.752,302.609,-0.053,8.497,5,
82828.081,300.243,-345.831,302.129,-0.037,8.519,5,
82832.112,300.243,-345.752,301.808,-0.037,8.497,5,
82828.081,300.243,-345.673,302.129,-0.037,8.508,5,
82828.081,300.243,-345.752,301.648,-0.053,8.508,5,
82828.081,300.245,-345.831,301.168,-0.037,8.508,5,
82820.018,300.241,-345.91,301.328,-0.021,8.508,5,
82824.05,300.243,-345.91,301.328,-0.021,8.508,5,
82824.05,300.245,-345.831,301.008,-0.053,8.508,5,
82815.987,300.245,-345.989,300.848,-0.021,8.508,5,
82824.05,300.243,-345.989,301.168,-0.053,8.519,5,
82820.018,300.246,-345.91,300.848,-0.037,8.519,5,
82815.987,300.245,-345.989,300.848,-0.037,8.508,5,
82815.987,300.245,-345.91,300.688,-0.053,8.508,5,
82815.987,300.245,-345.91,301.008,-0.037,8.519,5,
82815.987,300.245,-345.989,301.168,-0.037,8.529,5,
82815.987,300.245,-345.91,301.008,-0.037,8.519,5,
82811.955,300.245,-345.91,301.168,-0.053,8.508,5,
82815.987,300.243,-346.068,301.168,-0.053,8.487,5,
82820.018,300.241,-345.989,301.648,-0.053,8.508,5,
82811.955,300.245,-346.068,301.328,-0.07,8.497,5,
82815.987,300.245,-346.068,301.808,-0.053,8.508,5,
82811.955,300.246,-345.989,301.808,-0.053,8.487,5,
82815.987,300.246,-345.989,301.808,-0.037,8.519,5,
82811.955,300.246,-346.068,301.968,-0.037,8.508,5,
82811.955,300.246,-346.068,301.968,-0.053,8.508,5,
82811.955,300.245,-346.068,301.808,-0.053,8.508,5,
82815.987,300.246,-346.068,302.129,-0.021,8.508,5,
82811.955,300.248,-345.989,302.129,-0.037,8.519,5,
82815.987,300.243,-346.147,301.968,-0.037,8.508,5,
82820.018,300.246,-346.147,302.289,-0.053,8.519,5,
82815.987,300.246,-346.147,302.289,-0.037,8.519,5,
82811.955,300.246,-346.068,301.968,-0.07,8.497,5,
82815.987,300.243,-346.068,302.289,-0.005,8.508,5,
82815.987,300.243,-346.226,302.129,-0.086,8.529,5,
82815.987,300.245,-346.147,301.808,-0.053,8.508,5,
82820.018,300.248,-346.147,302.289,-0.021,8.508,5,
82815.987,300.245,-345.989,302.129,-0.037,8.487,5,
82811.955,300.248,-346.147,301.808,-0.07,8.497,5,
82815.987,300.245,-346.068,302.129,-0.021,8.519,5,
82820.018,300.245,-345.989,302.129,-0.021,8.508,5,
82815.987,300.248,-345.989,302.129,-0.021,8.508,5,
82811.955,300.246,-345.91,302.129,-0.037,8.508,5,
82815.987,300.246,-345.91,302.129,-0.021,8.508,5,
82807.924,300.243,-345.831,301.968,-0.037,8.508,5,
82815.987,300.245,-345.91,301.648,-0.053,8.508,5,
82811.955,300.246,-345.91,301.808,-0.07,8.497,5,
82811.955,300.245,-345.989,301.808,-0.037,8.508,5,
82811.955,300.246,-345.752,301.648,-0.005,8.497,5,
82820.018,300.246,-345.752,301.808,-0.037,8.497,5,
82824.05,300.246,-345.594,301.808,-0.021,8.508,5,
82807.924,300.245,-345.831,301.968,-0.037,8.519,5,
82820.018,300.246,-345.673,301.968,-0.07,8.487,5,
82820.018,300.243,-345.673,302.129,-0.037,8.508,5,
82811.955,300.245,-345.673,302.289,-0.021,8.508,5,
82824.05,300.243,-345.594,302.289,-0.037,8.497,5,
82815.987,300.243,-345.752,302.609,-0.037,8.497,5,
82815.987,300.243,-345.594,302.929,-0.037,8.497,5,
82815.987,300.245,-345.673,302.769,-0.053,8.508,5,
82815.987,300.245,-345.594,302.769,-0.037,8.508,5,
82815.987,300.245,-345.594,303.249,-0.037,8.519,5,
82824.05,300.241,-345.594,303.249,-0.021,8.519,5,
82820.018,300.241,-345.594,303.409,-0.053,8.508,5,
82820.018,300.243,-345.594,303.73,-0.053,8.508,5,
82815.987,300.243,-345.515,304.05,-0.053,8.497,5,
82815.987,300.245,-345.515,304.21,-0.021,8.508,5,
82815.987,300.245,-345.673,304.21,-0.021,8.508,5,
82815.987,300.243,-345.594,304.69,-0.037,8.519,5,
82815.987,300.241,-345.673,304.37,-0.053,8.508,5,
82820.018,300.243,-345.594,305.01,-0.037,8.497,5,
82828.081,300.241,-345.594,305.17,-0.053,8.519,5,
82811.955,300.24,-345.594,305.651,-0.021,8.487,5,
82824.05,300.243,-345.594,305.651,-0.037,8.508,5,
82824.05,300.243,-345.673,305.971,-0.037,8.519,5,
82820.018,300.245,-345.752,305.651,-0.053,8.519,5,
82828.081,300.243,-345.831,305.971,-0.037,8.519,5,
82824.05,300.243,-345.831,306.291,-0.037,8.508,5,
82824.05,300.243,-345.752,306.291,-0.053,8.519,5,
82824.05,300.245,-345.752,306.131,-0.037,8.487,5,
82824.05,300.245,-345.831,306.291,-0.037,8.508,5,
82820.018,300.246,-345.831,306.291,-0.021,8.497,5,
82820.018,300.248,-345.989,306.611,-0.053,8.497,5,
82828.081,300.246,-345.91,306.451,-0.037,8.497,5,
82828.081,300.246,-345.91,306.291,-0.053,8.497,5,
82824.05,300.248,-345.91,306.291,-0.021,8.508,5,
82824.05,300.248,-345.831,306.131,-0.037,8.497,5,
82824.05,300.245,-346.068,306.131,-0.021,8.497,5,
82824.05,300.246,-346.068,305.811,-0.037,8.519,5,
82815.987,300.246,-345.91,305.811,-0.037,8.508,5,
82824.05,300.248,-346.068,305.651,-0.053,8.487,5,
82815.987,300.246,-346.068,305.651,-0.037,8.519,5,
82820.018,300.249,-345.989,305.811,-0.037,8.497,5,
82820.018,300.248,-345.989,305.491,-0.037,8.519,5,
82820.018,300.248,-345.831,305.17,-0.005,8.508,5,
82815.987,300.248,-345.989,305.17,-0.021,8.508,5,
82824.05,300.243,-349.625,336.869,-0.037,9.496,5,
82820.018,300.243,-349.783,336.869,-0.053,9.485,5,
82820.018,300.246,-349.625,336.869,-0.021,9.485,5,
82811.955,300.245,-349.783,337.029,-0.021,9.485,5,
82815.987,300.243,-349.704,337.189,-0.037,9.496,5,
82820.018,300.241,-349.862,337.029,-0.037,9.496,5,
82815.987,300.243,-349.704,337.189,-0.053,9.496,5,
82820.018,300.245,-349.783,337.029,-0.037,9.485,5,
82815.987,300.245,-349.783,337.189,-0.07,9.485,5,
82824.05,300.241,-349.862,336.869,-0.021,9.485,5,
82811.955,300.243,-349.783,337.029,-0.021,9.496,5,
82815.987,300.241,-349.704,336.869,-0.021,9.485,5,
82807.924,300.245,-349.625,336.869,-0.021,9.506,5,
82811.955,300.241,-349.704,336.389,-0.037,9.485,5,
82815.987,300.248,-349.704,336.549,-0.07,9.496,5,
82811.955,300.245,-349.625,336.389,-0.07,9.496,5,
82824.05,300.245,-349.625,336.068,-0.07,9.496,5,
82811.955,300.245,-349.704,335.748,-0.021,9.496,5,
82811.955,300.245,-349.546,335.588,-0.07,9.485,5,
82815.987,300.245,-349.625,335.588,-0.07,9.474,5,
82820.018,300.243,-349.546,335.428,-0.037,9.485,5,
82811.955,300.241,-349.546,335.268,-0.053,9.485,5,
82815.987,300.241,-349.388,334.948,-0.07,9.485,5,
82815.987,300.24,-349.704,334.467,-0.053,9.496,5,
82815.987,300.243,-349.546,334.628,-0.07,9.496,5,
82820.018,300.246,-349.625,333.987,-0.07,9.506,5,
82807.924,300.243,-349.388,334.307,-0.053,9.496,5,
82811.955,300.243,-349.546,333.667,-0.053,9.496,5,
82815.987,300.243,-349.467,333.827,-0.021,9.485,5,
82811.955,300.243,-349.388,333.667,-0.037,9.496,5,
82820.018,300.241,-349.309,333.347,-0.07,9.485,5,
82811.955,300.241,-349.309,333.187,-0.053,9.496,5,
82811.955,300.243,-349.388,333.187,-0.07,9.506,5,
82820.018,300.24,-349.23,333.027,-0.037,9.485,5,
82815.987,300.245,-349.23,333.027,-0.07,9.496,5,
82815.987,300.246,-349.23,333.027,-0.07,9.474,5,
82811.955,300.243,-349.23,333.027,-0.053,9.485,5,
82820.018,300.24,-349.151,333.027,-0.053,9.485,5,
82815.987,300.245,-349.151,333.027,-0.037,9.496,5,
82820.018,300.245,-348.992,333.027,-0.005,9.485,5,
82824.05,300.245,-348.992,333.027,-0.053,9.496,5,
82820.018,300.243,-348.992,333.027,-0.053,9.496,5,
82815.987,300.243,-348.913,333.347,-0.037,9.496,5,
82820.018,300.245,-348.913,333.507,-0.037,9.485,5,
82815.987,300.243,-348.992,333.507,-0.07,9.496,5,
82811.955,300.245,-348.755,334.147,-0.021,9.496,5,
82824.05,300.243,-348.755,333.827,-0.021,9.496,5,
82815.987,300.248,-348.755,334.307,-0.07,9.474,5,
82820.018,300.243,-348.755,334.307,-0.037,9.485,5,
82824.05,300.246,-348.676,334.307,-0.053,9.496,5,
82820.018,300.248,-348.439,334.307,-0.053,9.496,5,
82815.987,300.246,-348.518,334.948,-0.037,9.485,5,
82824.05,300.246,-348.518,334.948,-0.037,9.496,5,
82824.05,300.245,-348.518,334.948,-0.053,9.496,5,
82828.081,300.246,-348.518,335.108,-0.07,9.506,5,
82824.05,300.246,-348.518,334.948,-0.053,9.485,5,
82811.955,300.246,-348.281,335.428,-0.037,9.496,5,
82820.018,300.246,-348.439,335.428,-0.053,9.496,5,
82828.081,300.245,-348.281,335.588,-0.037,9.506,5,
82820.018,300.245,-348.36,335.908,-0.053,9.496,5,
82820.018,300.246,-348.36,335.748,-0.053,9.496,5,
82820.018,300.246,-348.281,335.908,-0.053,9.485,5,
82820.018,300.245,-348.281,335.908,-0.053,9.496,5,
82820.018,300.245,-348.123,335.908,-0.037,9.496,5,
82828.081,300.243,-348.281,335.908,-0.053,9.496,5,
82815.987,300.243,-348.281,335.908,-0.021,9.485,5,
82824.05,300.243,-348.36,335.908,-0.07,9.474,5,
82824.05,300.243,-348.202,335.908,-0.021,9.496,5,
82820.018,300.245,-348.202,335.908,-0.021,9.506,5,
82820.018,300.241,-348.281,335.908,-0.053,9.496,5,
82815.987,300.243,-348.202,335.908,-0.053,9.485,5,
82815.987,300.245,-348.281,336.068,-0.037,9.496,5,
82815.987,300.245,-348.281,335.908,-0.037,9.485,5,
82815.987,300.245,-348.36,336.068,-0.005,9.474,5,
82811.955,300.241,-348.281,336.068,-0.037,9.517,5,
82807.924,300.245,-348.439,335.908,-0.037,9.485,5,
82811.955,300.24,-348.439,335.908,-0.037,9.474,5,
82824.05,300.243,-348.36,335.748,-0.037,9.496,5,
82815.987,300.24,-348.439,335.588,-0.07,9.506,5,
82815.987,300.245,-348.439,335.748,-0.037,9.496,5,
82820.018,300.243,-348.36,335.748,-0.053,9.506,5,
82815.987,300.243,-348.518,335.588,-0.037,9.485,5,
82820.018,300.243,-348.36,336.228,-0.053,9.496,5,
82815.987,300.243,-348.439,336.068,-0.021,9.485,5,
82807.924,300.24,-348.518,336.068,-0.07,9.496,5,
82811.955,300.243,-348.439,336.068,-0.053,9.506,5,
82811.955,300.241,-348.597,336.228,-0.037,9.474,5,
82815.987,300.243,-348.518,336.389,-0.053,9.496,5,
82807.924,300.241,-348.597,336.228,-0.037,9.496,5,
82815.987,300.245,-348.597,336.389,-0.053,9.485,5,
82815.987,300.246,-348.597,336.709,-0.037,9.485,5,
82807.924,300.241,-348.518,336.709,-0.07,9.485,5,
82820.018,300.241,-348.597,336.549,-0.07,9.506,5,
82811.955,300.245,-348.755,336.869,-0.021,9.496,5,
82820.018,300.245,-348.518,336.869,-0.037,9.485,5,
82815.987,300.246,-348.597,336.709,-0.037,9.496,5,
82815.987,300.246,-348.755,337.189,-0.037,9.496,5,
82815.987,300.246,-348.755,337.189,-0.053,9.485,5,
82815.987,300.246,-348.597,337.189,-0.037,9.496,5,
82815.987,300.249,-348.755,337.189,-0.07,9.485,5,
82824.05,300.248,-348.676,337.349,-0.053,9.485,5,
82807.924,300.246,-348.518,337.189,-0.053,9.496,5,
82811.955,300.246,-348.597,336.869,-0.037,9.506,5,
82815.987,300.248,-348.518,337.189,-0.053,9.506,5,
82820.018,300.245,-348.597,337.189,-0.053,9.496,5,
82815.987,300.246,-348.518,337.029,-0.037,9.496,5,
82815.987,300.248,-348.36,337.029,-0.053,9.474,5,
82820.018,300.249,-348.281,336.869,-0.037,9.496,5,
82815.987,300.249,-348.36,336.709,-0.053,9.517,5,
82824.05,300.246,-348.202,336.389,-0.07,9.496,5,
82811.955,300.248,-348.281,336.389,-0.037,9.474,5,
82807.924,300.246,-348.281,335.908,-0.037,9.506,5,
82815.987,300.248,-348.36,335.908,-0.037,9.474,5,
82815.987,300.248,-348.202,335.748,-0.037,9.474,5,
82807.924,300.246,-348.123,335.268,-0.005,9.496,5,
82820.018,300.246,-347.965,334.948,-0.037,9.496,5,
82811.955,300.245,-347.965,334.948,-0.037,9.496,5,
82820.018,300.245,-347.965,334.467,-0.037,9.506,5,
82811.955,300.245,-347.807,334.307,-0.053,9.485,5,
82815.987,300.246,-347.728,334.147,-0.053,9.506,5,
82807.924,300.246,-347.728,333.987,-0.005,9.496,5,
82807.924,300.246,-347.728,333.507,-0.053,9.485,5,
82807.924,300.243,-347.649,333.507,-0.053,9.496,5,
82807.924,300.245,-347.649,333.027,-0.07,9.496,5,
82815.987,300.243,-347.649,332.866,-0.053,9.485,5,
82811.955,300.245,-347.491,332.386,-0.053,9.506,5,
82807.924,300.245,-347.412,332.066,-0.053,9.485,5,
82807.924,300.243,-347.412,332.386,-0.021,9.485,5,
82811.955,300.245,-347.333,331.906,-0.053,9.496,5,
82803.893,300.246,-347.333,331.746,-0.021,9.506,5,
82807.924,300.245,-347.333,331.586,-0.037,9.506,5,
82807.924,300.245,-347.254,331.266,-0.053,9.496,5,
82815.987,300.245,-347.254,331.266,-0.053,9.474,5,
82815.987,300.243,-347.096,331.105,-0.037,9.496,5,
82807.924,300.241,-347.254,330.945,-0.021,9.496,5,
82811.955,300.245,-347.096,330.625,-0.037,9.506,5,
82807.924,300.248,-347.254,330.785,-0.053,9.485,5,
82799.861,300.245,-347.175,330.465,-0.037,9.496,5,
82807.924,300.248,-347.333,330.145,-0.07,9.506,5,
82811.955,300.246,-347.333,330.145,-0.053,9.485,5,
82811.955,300.246,-347.254,330.145,-0.021,9.496,5,
82815.987,300.246,-347.333,330.305,-0.053,9.485,5,
82807.924,300.248,-347.254,330.145,-0.053,9.485,5,
82811.955,300.246,-347.412,329.825,-0.053,9.485,5,
82815.987,300.249,-347.412,329.985,-0.07,9.506,5,
82815.987,300.248,-347.491,329.825,-0.037,9.496,5,
82815.987,300.249,-347.57,329.665,-0.037,9.496,5,
82820.018,300.246,-347.57,329.665,-0.053,9.485,5,
82811.955,300.248,-347.57,329.825,-0.037,9.496,5,
82820.018,300.246,-347.57,329.184,-0.053,9.496,5,
82824.05,300.248,-347.649,329.024,-0.021,9.485,5,
82824.05,300.248,-347.807,329.024,-0.037,9.496,5,
82828.081,300.248,-347.886,328.704,-0.037,9.474,5,
82820.018,300.249,-347.886,328.544,-0.07,9.506,5,
82824.05,300.246,-347.965,328.384,-0.053,9.496,5,
82820.018,300.248,-348.044,328.384,-0.037,9.496,5,
82820.018,300.249,-347.965,328.224,-0.053,9.496,5,
82824.05,300.246,-348.202,328.224,-0.037,9.485,5,
82824.05,300.248,-348.123,327.423,-0.037,9.485,5,
82820.018,300.245,-348.36,327.263,-0.07,9.506,5,
82820.018,300.243,-348.281,327.263,-0.037,9.496,5,
82815.987,300.245,-348.36,326.303,-0.021,9.485,5,
82820.018,300.245,-348.518,326.143,-0.07,9.485,5,
82820.018,300.245,-348.439,326.303,-0.053,9.496,5,
82824.05,300.245,-348.439,325.822,-0.037,9.496,5,
82820.018,300.245,-348.518,325.502,-0.053,9.506,5,
82815.987,300.243,-348.597,325.022,-0.037,9.485,5,
82820.018,300.241,-348.518,324.862,-0.053,9.496,5,
82824.05,300.241,-348.597,324.702,-0.037,9.496,5,
82820.018,300.243,-348.676,324.382,-0.053,9.496,5,
82815.987,300.243,-348.597,324.221,-0.053,9.496,5,
82811.955,300.243,-348.755,323.901,-0.037,9.496,5,
82820.018,300.243,-348.676,323.581,-0.07,9.485,5,
82815.987,300.245,-348.755,323.421,-0.053,9.485,5,
82815.987,300.243,-348.676,323.421,-0.021,9.496,5,
82807.924,300.243,-348.676,323.101,-0.053,9.485,5,
82811.955,300.243,-348.755,322.781,-0.021,9.485,5,
82811.955,300.246,-348.518,322.941,-0.021,9.485,5,
82811.955,300.245,-348.518,322.781,-0.037,9.485,5,
82811.955,300.245,-348.597,322.781,-0.086,9.506,5,
82815.987,300.246,-348.597,322.781,-0.037,9.485,5,
82807.924,300.246,-348.597,322.46,-0.07,9.506,5,
82803.893,300.246,-348.597,322.621,-0.037,9.485,5,
82815.987,300.246,-348.597,322.781,-0.053,9.496,5,
82803.893,300.245,-348.439,323.101,-0.053,9.474,5,
82811.955,300.243,-348.518,323.101,-0.053,9.506,5,
82811.955,300.245,-348.36,323.261,-0.037,9.485,5,
82811.955,300.248,-348.439,323.581,-0.037,9.506,5,
82811.955,300.246,-348.439,323.741,-0.037,9.496,5,
82807.924,300.248,-348.518,323.901,-0.07,9.506,5,
82815.987,300.248,-348.518,323.901,-0.053,9.496,5,
82807.924,300.246,-348.439,324.221,-0.053,9.485,5,
82811.955,300.246,-348.439,324.702,-0.053,9.485,5,
82815.987,300.248,-348.676,324.702,-0.037,9.485,5,
82807.924,300.246,-348.518,325.022,-0.053,9.496,5,
82815.987,300.248,-348.518,325.182,-0.053,9.485,5,
82807.924,300.248,-348.518,325.662,-0.037,9.496,5,
82815.987,300.251,-348.439,325.822,-0.053,9.485,5,
82807.924,300.248,-348.439,325.982,-0.053,9.496,5,
82807.924,300.248,-348.518,326.303,-0.021,9.474,5,
82811.955,300.248,-348.439,326.463,-0.037,9.496,5,
82807.924,300.245,-348.597,326.623,-0.037,9.485,5,
82811.955,300.248,-348.597,326.783,-0.037,9.474,5,
82811.955,300.248,-348.518,327.103,-0.037,9.485,5,
82815.987,300.248,-348.439,326.783,-0.053,9.506,5,
82807.924,300.246,-348.518,327.103,-0.037,9.496,5,
82811.955,300.246,-348.439,327.583,-0.037,9.496,5,
82811.955,300.248,-348.518,327.423,-0.07,9.496,5,
82807.924,300.245,-348.676,327.423,-0.021,9.506,5,
82811.955,300.248,-348.518,327.744,-0.053,9.485,5,
82811.955,300.245,-348.597,327.583,-0.037,9.485,5,
82807.924,300.246,-348.676,327.904,-0.021,9.496,5,
82807.924,300.245,-348.518,327.904,-0.07,9.506,5,
82807.924,300.245,-348.439,327.744,-0.037,9.474,5,
82811.955,300.243,-348.439,327.904,-0.053,9.496,5,
82811.955,300.245,-348.597,327.583,-0.053,9.485,5,
82811.955,300.245,-348.597,327.583,-0.086,9.474,5,
82807.924,300.243,-348.518,327.744,-0.021,9.496,5,
82815.987,300.243,-348.439,327.583,-0.037,9.485,5,
82815.987,300.243,-348.597,327.583,-0.07,9.496,5,
82820.018,300.243,-348.439,327.423,-0.07,9.496,5,
82815.987,300.243,-348.439,327.423,-0.07,9.506,5,
82815.987,300.243,-348.439,327.263,-0.037,9.485,5,
82815.987,300.241,-348.439,327.583,-0.053,9.485,5,
82824.05,300.241,-348.36,327.583,-0.07,9.496,5,
82815.987,300.24,-348.439,327.583,-0.053,9.485,5,
82824.05,300.24,-348.439,327.423,-0.037,9.496,5,
82815.987,300.238,-348.518,327.583,-0.037,9.485,5,
82820.018,300.241,-348.439,327.423,-0.037,9.496,5,
82815.987,300.245,-348.439,327.583,-0.07,9.496,5,
82828.081,300.245,-348.439,327.583,-0.037,9.506,5,
82824.05,300.246,-348.36,327.583,-0.037,9.496,5,
82820.018,300.243,-348.439,327.744,-0.07,9.496,5,
82820.018,300.243,-348.597,328.064,-0.053,9.485,5,
82828.081,300.245,-348.281,328.064,-0.053,9.485,5,
82820.018,300.243,-348.439,328.224,-0.037,9.506,5,
82824.05,300.245,-348.439,328.384,-0.07,9.506,5,
82828.081,300.243,-348.518,328.544,-0.037,9.517,5,
82828.081,300.246,-348.36,328.704,-0.053,9.496,5,
82824.05,300.246,-348.518,328.704,-0.053,9.506,5,
82824.05,300.246,-348.518,328.864,-0.07,9.496,5,
82828.081,300.246,-348.597,329.344,-0.053,9.474,5,
82824.05,300.246,-348.597,329.505,-0.053,9.506,5,
82824.05,300.249,-348.518,329.665,-0.037,9.506,5,
82820.018,300.248,-348.518,329.825,-0.053,9.496,5,
82828.081,300.248,-348.439,330.145,-0.037,9.496,5,
82824.05,300.245,-348.597,330.305,-0.037,9.485,5,
82820.018,300.248,-348.676,330.305,-0.07,9.496,5,
82820.018,300.248,-348.597,330.625,-0.037,9.496,5,
82824.05,300.248,-348.518,330.945,-0.07,9.496,5,
82815.987,300.246,-348.518,331.105,-0.07,9.496,5,
82811.955,300.248,-348.676,330.945,-0.037,9.485,5,
82820.018,300.246,-348.676,331.426,-0.037,9.496,5,
82820.018,300.246,-348.834,331.586,-0.053,9.496,5,
82820.018,300.246,-348.597,331.586,-0.037,9.496,5,
82815.987,300.248,-348.518,332.066,-0.07,9.485,5,
82807.924,300.246,-348.597,331.746,-0.037,9.506,5,
82815.987,300.246,-348.597,332.226,-0.005,9.485,5,
82815.987,300.246,-348.597,332.226,-0.021,9.496,5,
82807.924,300.246,-348.36,332.386,-0.053,9.496,5,
82807.924,300.243,-348.439,332.066,-0.037,9.485,5,
82807.924,300.245,-348.36,332.066,-0.037,9.496,5,
82811.955,300.245,-348.439,332.386,-0.021,9.485,5,
82811.955,300.243,-348.36,332.226,-0.037,9.506,5,
82807.924,300.243,-348.439,332.226,-0.053,9.506,5,
82811.955,300.243,-348.439,332.386,-0.037,9.474,5,
82807.924,300.241,-348.36,332.546,-0.053,9.485,5,
82811.955,300.245,-348.36,332.546,-0.07,9.506,5,
82811.955,300.24,-348.281,332.386,-0.037,9.496,5,
82811.955,300.245,-348.281,332.546,-0.053,9.496,5,
82811.955,300.245,-348.36,332.546,-0.021,9.496,5,
82803.893,300.243,-348.044,332.386,-0.053,9.496,5,
82807.924,300.245,-348.044,332.226,-0.07,9.474,5,
82807.924,300.246,-348.123,332.226,-0.053,9.485,5,
82807.924,300.245,-348.202,332.386,-0.037,9.485,5,
82807.924,300.243,-348.202,332.226,-0.037,9.496,5,
82811.955,300.243,-347.965,332.706,-0.037,9.496,5,
82807.924,300.245,-348.044,332.226,-0.037,9.496,5,
82807.924,300.243,-347.886,331.906,-0.086,9.496,5,
82807.924,300.246,-348.044,332.066,-0.053,9.506,5,
82807.924,300.243,-347.965,332.546,-0.037,9.496,5,
82807.924,300.243,-347.965,332.066,-0.037,9.506,5,
82807.924,300.245,-347.965,332.066,-0.037,9.496,5,
82807.924,300.245,-347.886,332.066,-0.037,9.506,5,
82807.924,300.246,-347.965,332.226,-0.053,9.506,5,
82815.987,300.245,-347.886,332.066,-0.053,9.506,5,
82807.924,300.245,-347.807,332.386,-0.021,9.485,5,
82803.893,300.245,-347.886,332.066,-0.053,9.496,5,
82807.924,300.246,-347.807,332.386,-0.037,9.506,5,
82811.955,300.245,-347.728,332.386,-0.037,9.496,5,
82807.924,300.243,-347.807,331.906,-0.037,9.485,5,
82811.955,300.246,-347.649,332.066,-0.037,9.517,5,
